# Header: 
#   Title                 : 62-SM-148 Resonance Parameter: WID/RED 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : G.Georgiev 
#   Institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
#   Reference             : (J,NP/A,565,643,1993) 
#   Year                  : 1993 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 62 
#   A                     : 148 
#   Nuclide               : 62-SM-148 
# Reaction: 
#   entry-subent-pointer  :['41122-003-3'] 
#   EXFOR reaction        :['(62-SM-148(N,EL),,WID/RED)'] 
#   incident energy       : 9.4900e+01 eV - 2.9550e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/411/41122.x4 
#   nds                   : https://nds.iaea.org/EXFOR/41122
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 9.4900E+01 1.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 3.9500E-02 3.6000E-03        NAN        NAN
 1.4020E+02 1.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 2.9000E-03 4.0000E-04        NAN        NAN
 1.8440E+02 1.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 5.7500E-02 5.2000E-03        NAN        NAN
 2.8820E+02 1.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 2.4200E-02 2.4000E-03        NAN        NAN
 4.2200E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 1.0100E-02 1.0000E-03        NAN        NAN
 5.1350E+02 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 3.2400E-02 3.2000E-03        NAN        NAN
 5.5740E+02 3.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 3.9000E-03 6.0000E-04        NAN        NAN
 6.2290E+02 3.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 2.3000E-02 2.0000E-03        NAN        NAN
 8.8310E+02 4.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 3.5000E-02 5.0000E-03        NAN        NAN
 9.0960E+02 5.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 8.0000E-02 1.0000E-02        NAN        NAN
 1.0100E+03 1.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1570E+03 1.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1800E+03 1.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3850E+03 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN 1.3400E-02 2.1000E-03        NAN        NAN
 1.4780E+03 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN 3.7700E-02 5.2000E-03        NAN        NAN
 1.6380E+03 3.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6990E+03 2.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.8600E+03 3.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9600E+03 3.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.0530E+03 3.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1450E+03 5.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2070E+03 5.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.3060E+03 6.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.4150E+03 6.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9550E+03 8.0000E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
