# Header: 
#   Title                 : 26-FE-56 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 21803-002-2 
#   First Author          : E.M.Cornelis 
#   Institute             : (2ZZZGEL): EC Joint Research Centre (EC-JRC), Geel 
#   Reference             : (C,82ANTWER,,135,8209) 
#   Year                  : 1982 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 26 
#   A                     : 56 
#   Isomer                :  
#   Nuclide               : 26-FE-56 
# Reaction: 
#   EXFOR Reaction        : (26-FE-56(N,EL),,WID) 
#   Incident Energy       : 2.4161e+05 eV - 8.5165e+05 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/218/21803.x4 
#   nds                   : https://nds.iaea.org/EXFOR/21803
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   2.4161E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.2000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   2.4492E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.4539E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   2.5353E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   1.2600E+02   1.2000E+01          NAN          NAN          NAN          NAN
   2.5615E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   2.5988E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   2.6000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   2.6361E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   1.0400E+02   1.0000E+01          NAN          NAN          NAN          NAN
   2.6705E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN   1.0500E+02   1.0000E+01          NAN          NAN          NAN          NAN
   2.6731E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   2.6974E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   1.5900E+02   1.6000E+01          NAN          NAN          NAN          NAN
   2.7644E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN   2.1000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.7715E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.8092E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   2.8397E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0000E+01   3.5000E+00          NAN          NAN          NAN          NAN
   2.8551E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.8874E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.0000E+01   6.0000E+00          NAN          NAN          NAN          NAN
   2.9037E+05          NAN        1.5        1.0          NAN          NAN          NAN          NAN   2.6000E+01   3.0000E+00          NAN          NAN          NAN          NAN
   2.9072E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.0000E+00   6.0000E+00          NAN          NAN          NAN          NAN
   2.9319E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   2.0000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.9995E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.9000E+01   4.0000E+00          NAN          NAN          NAN          NAN
   3.0446E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   2.0000E+00          NAN          NAN          NAN          NAN
   3.1006E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   1.2000E+02   1.2000E+01          NAN          NAN          NAN          NAN
   3.1116E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   3.1473E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN   7.9000E+01   8.3000E+00          NAN          NAN          NAN          NAN
   3.1820E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2400E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   2.0000E+00          NAN          NAN          NAN          NAN
   3.3138E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
