# Header: 
#   Title                 : 14-SI-28 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : M.K.Leung 
#   Institute             : (1USAKTY): University of Kentucky, Lexington, KY 
#   Reference             : (T,LEUNG,1972) 
#   Year                  : 1972 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 14 
#   A                     : 28 
#   Nuclide               : 14-SI-28 
# Reaction: 
#   entry-subent-pointer  :{0: 'C2100-002-4', 1: 'C2100-002-4', 2: 'C2100-002-4', 3: 'C2100-002-4', 4: 'C2100-002-4', 5: 'C2100-002-4', 6: 'C2100-002-4', 7: 'C2100-002-4', 8: 'C2100-002-4', 9: 'C2100-002-4', 10: 'C2100-002-4', 11: 'C2100-002-4', 12: 'C2100-002-4', 13: 'C2100-002-4', 14: 'C2100-002-4', 15: 'C2100-002-4', 16: 'C2100-002-4', 17: 'C2100-002-4', 18: 'C2100-002-4', 19: 'C2100-002-4', 20: 'C2100-002-4', 21: 'C2100-002-4', 22: 'C2100-002-4', 23: 'C2100-002-4', 24: 'C2100-002-4', 25: 'C2100-002-5', 26: 'C2100-002-5', 27: 'C2100-002-5', 28: 'C2100-002-5', 29: 'C2100-002-5', 30: 'C2100-002-5', 31: 'C2100-002-5', 32: 'C2100-002-5', 33: 'C2100-002-5', 34: 'C2100-002-5', 35: 'C2100-002-5', 36: 'C2100-002-5', 37: 'C2100-002-5', 38: 'C2100-002-5', 39: 'C2100-002-5', 40: 'C2100-002-5', 41: 'C2100-002-5', 42: 'C2100-002-5', 43: 'C2100-002-5', 44: 'C2100-002-5', 45: 'C2100-002-5', 46: 'C2100-002-5', 47: 'C2100-002-5', 48: 'C2100-002-5', 49: 'C2100-002-5'} 
#   EXFOR reaction        :{0: '(14-SI-28(A,TOT),,WID)', 1: '(14-SI-28(A,TOT),,WID)', 2: '(14-SI-28(A,TOT),,WID)', 3: '(14-SI-28(A,TOT),,WID)', 4: '(14-SI-28(A,TOT),,WID)', 5: '(14-SI-28(A,TOT),,WID)', 6: '(14-SI-28(A,TOT),,WID)', 7: '(14-SI-28(A,TOT),,WID)', 8: '(14-SI-28(A,TOT),,WID)', 9: '(14-SI-28(A,TOT),,WID)', 10: '(14-SI-28(A,TOT),,WID)', 11: '(14-SI-28(A,TOT),,WID)', 12: '(14-SI-28(A,TOT),,WID)', 13: '(14-SI-28(A,TOT),,WID)', 14: '(14-SI-28(A,TOT),,WID)', 15: '(14-SI-28(A,TOT),,WID)', 16: '(14-SI-28(A,TOT),,WID)', 17: '(14-SI-28(A,TOT),,WID)', 18: '(14-SI-28(A,TOT),,WID)', 19: '(14-SI-28(A,TOT),,WID)', 20: '(14-SI-28(A,TOT),,WID)', 21: '(14-SI-28(A,TOT),,WID)', 22: '(14-SI-28(A,TOT),,WID)', 23: '(14-SI-28(A,TOT),,WID)', 24: '(14-SI-28(A,TOT),,WID)', 25: '(14-SI-28(A,EL),,WID)', 26: '(14-SI-28(A,EL),,WID)', 27: '(14-SI-28(A,EL),,WID)', 28: '(14-SI-28(A,EL),,WID)', 29: '(14-SI-28(A,EL),,WID)', 30: '(14-SI-28(A,EL),,WID)', 31: '(14-SI-28(A,EL),,WID)', 32: '(14-SI-28(A,EL),,WID)', 33: '(14-SI-28(A,EL),,WID)', 34: '(14-SI-28(A,EL),,WID)', 35: '(14-SI-28(A,EL),,WID)', 36: '(14-SI-28(A,EL),,WID)', 37: '(14-SI-28(A,EL),,WID)', 38: '(14-SI-28(A,EL),,WID)', 39: '(14-SI-28(A,EL),,WID)', 40: '(14-SI-28(A,EL),,WID)', 41: '(14-SI-28(A,EL),,WID)', 42: '(14-SI-28(A,EL),,WID)', 43: '(14-SI-28(A,EL),,WID)', 44: '(14-SI-28(A,EL),,WID)', 45: '(14-SI-28(A,EL),,WID)', 46: '(14-SI-28(A,EL),,WID)', 47: '(14-SI-28(A,EL),,WID)', 48: '(14-SI-28(A,EL),,WID)', 49: '(14-SI-28(A,EL),,WID)'} 
#   incident energy       : 3.8120e+06 eV - 5.8130e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C21/C2100.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2100
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        3.8120E+06               NAN        1.3000E+03               NAN               NAN               NAN        1.0000E+02               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        3.8680E+06               NAN        9.6000E+03               NAN               NAN               NAN        3.8000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        3.9990E+06               NAN        3.0000E+03               NAN               NAN               NAN        8.0000E+02               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.1910E+06               NAN        3.0000E+03               NAN               NAN               NAN        9.0000E+02               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.2760E+06               NAN        3.3000E+04               NAN               NAN               NAN        5.9000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.3660E+06               NAN        4.9000E+03               NAN               NAN               NAN        3.4000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.4170E+06               NAN        3.2000E+04               NAN               NAN               NAN        4.0000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.5220E+06               NAN        2.1000E+03               NAN               NAN               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.6880E+06               NAN        1.0000E+04               NAN               NAN               NAN        6.0000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.7350E+06               NAN        5.6000E+04               NAN               NAN               NAN        4.4000E+04               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        4.8740E+06               NAN        2.9000E+03               NAN               NAN               NAN        8.0000E+02               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.8870E+06               NAN        5.0000E+03               NAN               NAN               NAN        5.0000E+02               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        5.0490E+06               NAN        4.0000E+03               NAN               NAN               NAN        7.0000E+02               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        5.3020E+06               NAN        6.2000E+03               NAN               NAN               NAN        4.1000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        5.3820E+06               NAN        7.6000E+03               NAN               NAN               NAN        6.2000E+03               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        5.4120E+06               NAN        6.6000E+03               NAN               NAN               NAN        3.8000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        5.4620E+06               NAN        8.0000E+03               NAN               NAN               NAN        3.9000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        5.4990E+06               NAN        3.0000E+03               NAN               NAN               NAN        9.0000E+02               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        5.5620E+06               NAN        5.8000E+03               NAN               NAN               NAN        4.1000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        5.6840E+06               NAN        7.6000E+03               NAN               NAN               NAN        4.1000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        5.7130E+06               NAN        7.0000E+03               NAN               NAN               NAN        1.8000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        5.7530E+06               NAN        4.6000E+03               NAN               NAN               NAN        2.7000E+03               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        5.7950E+06               NAN        3.1000E+03               NAN               NAN               NAN        1.6000E+03               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        5.8020E+06               NAN        9.5000E+03               NAN               NAN               NAN        6.5000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        5.8130E+06               NAN        5.6000E+03               NAN               NAN               NAN        4.4000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
