# Header: 
#   Title                 : 64-GD-155 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : B.Baramsai 
#   Institute             : (3MGLMGL): Mongolia 
#   Reference             : (J,PR/C,85,024622,2012) 
#   Year                  : 2012 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 64 
#   A                     : 155 
#   Nuclide               : 64-GD-155 
# Reaction: 
#   entry-subent-pointer  :['14318-002-3'] 
#   EXFOR reaction        :['(64-GD-155(N,G),,WID)'] 
#   incident energy       : 2.0200e+00 eV - 1.8310e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/143/14318.x4 
#   nds                   : https://nds.iaea.org/EXFOR/14318
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.0200E+00 1.0000E-02        1.0        NAN        NAN        NAN 1.1200E-01 2.0000E-03        NAN        NAN        NAN        NAN
 2.5750E+00 1.0000E-02        2.0        NAN        NAN        NAN 1.0700E-01 2.0000E-03        NAN        NAN        NAN        NAN
 3.6200E+00 3.0000E-02        1.0        NAN        NAN        NAN 1.2100E-01 2.0000E-03        NAN        NAN        NAN        NAN
 6.3100E+00 1.0000E-02        2.0        NAN        NAN        NAN 1.1400E-01 3.0000E-03        NAN        NAN        NAN        NAN
 7.7600E+00 1.0000E-02        2.0        NAN        NAN        NAN 1.1900E-01 4.0000E-03        NAN        NAN        NAN        NAN
 1.0020E+01 2.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.1530E+01 3.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 1.1990E+01 2.0000E-02        2.0        NAN        NAN        NAN 1.2100E-01 5.0000E-03        NAN        NAN        NAN        NAN
 1.4500E+01 2.0000E-02        2.0        NAN        NAN        NAN 1.2600E-01 5.0000E-03        NAN        NAN        NAN        NAN
 1.7730E+01 3.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.7810E+01 3.0000E-02        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.9910E+01 3.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 2.1010E+01 2.0000E-02        1.0        NAN        NAN        NAN 1.3000E-01 4.0000E-03        NAN        NAN        NAN        NAN
 2.2450E+01 2.0000E-02        1.0        NAN        NAN        NAN 1.2600E-01 4.0000E-03        NAN        NAN        NAN        NAN
 2.3620E+01 3.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 2.7550E+01 5.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 2.9540E+01 6.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 3.0100E+01 4.0000E-02        2.0        NAN        NAN        NAN 1.2400E-01 1.5000E-02        NAN        NAN        NAN        NAN
 3.1690E+01 6.0000E-02        2.0        NAN        NAN        NAN 1.2000E-01 8.0000E-03        NAN        NAN        NAN        NAN
 3.3090E+01 7.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 3.3490E+01 8.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 3.4800E+01 8.0000E-02        1.0        NAN        NAN        NAN 1.2300E-01 6.0000E-03        NAN        NAN        NAN        NAN
 3.5430E+01 6.0000E-02        2.0        NAN        NAN        NAN 1.2800E-01 8.0000E-03        NAN        NAN        NAN        NAN
 3.7110E+01 4.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 3.8980E+01 6.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 4.3890E+01 5.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 4.6030E+01 4.0000E-02        1.0        NAN        NAN        NAN 1.2700E-01 8.0000E-03        NAN        NAN        NAN        NAN
 4.6860E+01 6.0000E-02        2.0        NAN        NAN        NAN 1.3000E-01 1.0000E-02        NAN        NAN        NAN        NAN
 4.7670E+01 2.0000E-02        2.0        NAN        NAN        NAN 1.1600E-01 1.1000E-02        NAN        NAN        NAN        NAN
 5.1340E+01 1.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 5.2090E+01 8.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 5.3010E+01 3.0000E-02        2.0        NAN        NAN        NAN 1.1700E-01 1.1000E-02        NAN        NAN        NAN        NAN
 5.3680E+01 6.0000E-02        2.0        NAN        NAN        NAN 1.1700E-01 7.0000E-03        NAN        NAN        NAN        NAN
 5.6160E+01 7.0000E-02        1.0        NAN        NAN        NAN 1.1700E-01 1.2000E-02        NAN        NAN        NAN        NAN
 5.9350E+01 6.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 6.2770E+01 8.0000E-02        1.0        NAN        NAN        NAN 1.1900E-01 9.0000E-03        NAN        NAN        NAN        NAN
 6.4230E+01 5.0000E-02        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 6.5100E+01 6.0000E-02        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 6.8810E+01 6.0000E-02        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 6.9530E+01 6.0000E-02        1.0        NAN        NAN        NAN 1.0200E-01 8.0000E-03        NAN        NAN        NAN        NAN
 7.6880E+01 2.0000E-02        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 7.7690E+01 2.0000E-02        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 7.8810E+01 7.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 8.0170E+01 8.0000E-02        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 8.0770E+01 8.0000E-02        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 8.4010E+01 6.0000E-02        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 8.4950E+01 1.8000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 9.0500E+01 4.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 9.2400E+01 8.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 9.2900E+01 8.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 9.4200E+01 2.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 9.5700E+01 2.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 9.6400E+01 3.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 9.8300E+01 3.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.0030E+02 1.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.0140E+02 4.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.0210E+02 4.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.0450E+02 9.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 1.0600E+02 4.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.0710E+02 3.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.0960E+02 3.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.1240E+02 3.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.1390E+02 5.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 1.0000E-03        NAN        NAN        NAN        NAN
 1.1660E+02 2.0000E-01        NAN        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.1690E+02 2.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.1880E+02 2.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.2340E+02 3.0000E-01        2.0        NAN        NAN        NAN 1.2400E-01 3.0000E-02        NAN        NAN        NAN        NAN
 1.2450E+02 2.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.2610E+02 4.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01 2.0000E-03        NAN        NAN        NAN        NAN
 1.2890E+02 2.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.2980E+02 2.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.3090E+02 2.0000E-01        1.0        NAN        NAN        NAN 1.2200E-01 1.8000E-02        NAN        NAN        NAN        NAN
 1.3310E+02 5.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.3390E+02 2.0000E-01        1.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
 1.3460E+02 5.0000E-01        2.0        NAN        NAN        NAN 1.2000E-01        NAN        NAN        NAN        NAN        NAN
