# Header: 
#   Title                 : 34-SE-74 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : E1033-027-1 
#   First Author          : A.Shibuya 
#   Institute             : (2JPNKYU): Kyushu University , Fukuoka 
#   Reference             : (J,NP/A,417,(2),331,198404) 
#   Year                  : 1984 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 34 
#   A                     : 74 
#   Isomer                :  
#   Nuclide               : 34-SE-74 
# Reaction: 
#   EXFOR Reaction        : (34-SE-74(P,TOT),,WID) 
#   Incident Energy Type   : 2.9180e+06 eV - 4.4230e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E10/E1033.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E1033
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   2.9180E+06          NAN        0.5        NAN   1.5100E+04   2.3000E+03          NAN          NAN   4.0000E+02   4.0000E+01          NAN          NAN          NAN          NAN
   3.2610E+06          NAN        0.5        NAN   9.0000E+03   1.9000E+03          NAN          NAN   2.4000E+02   3.0000E+01          NAN          NAN          NAN          NAN
   3.7700E+06          NAN        0.5        NAN   4.2000E+03   3.5000E+03          NAN          NAN   1.3000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   3.7880E+06          NAN        0.5        NAN   9.5000E+03   3.8000E+03          NAN          NAN   1.3000E+02   4.0000E+01          NAN          NAN          NAN          NAN
   3.8570E+06          NAN        0.5        NAN   1.3500E+04   2.4000E+03          NAN          NAN   4.7000E+02   7.0000E+01          NAN          NAN          NAN          NAN
   3.8850E+06          NAN        1.5        NAN   7.3000E+03   2.7000E+03          NAN          NAN   1.1000E+02   3.0000E+01          NAN          NAN          NAN          NAN
   4.0280E+06          NAN        0.5        NAN   2.9300E+04   1.9000E+03          NAN          NAN   5.8500E+03   3.2000E+02          NAN          NAN          NAN          NAN
   4.1800E+06          NAN        2.5        NAN   1.9900E+04   1.4000E+03          NAN          NAN   6.4000E+02   3.0000E+01          NAN          NAN          NAN          NAN
   4.2580E+06          NAN        2.5        NAN   2.2900E+04   2.8000E+03          NAN          NAN   4.1000E+02   4.0000E+01          NAN          NAN          NAN          NAN
   4.3790E+06          NAN        2.5        NAN   6.8000E+03   3.4000E+03          NAN          NAN   8.0000E+01   3.0000E+01          NAN          NAN          NAN          NAN
   4.4230E+06          NAN        0.5        NAN   9.5000E+03   2.4000E+03          NAN          NAN   5.2000E+02   7.0000E+01          NAN          NAN          NAN          NAN
