# Header: 
#   Title                 : 12-MG-24 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.A.Weinman 
#   Institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
#   Reference             : (J,PR,133,B590,1964) 
#   Year                  : 1964 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 12 
#   A                     : 24 
#   Nuclide               : 12-MG-24 
# Reaction: 
#   entry-subent-pointer  :{0: 'T0268-003-4', 1: 'T0268-003-4', 2: 'T0268-003-4', 3: 'T0268-003-4', 4: 'T0268-003-4', 5: 'T0268-003-4', 6: 'T0268-003-4', 7: 'T0268-003-4', 8: 'T0268-003-4', 9: 'T0268-003-4'} 
#   EXFOR reaction        :{0: '(12-MG-24(A,TOT),,WID)', 1: '(12-MG-24(A,TOT),,WID)', 2: '(12-MG-24(A,TOT),,WID)', 3: '(12-MG-24(A,TOT),,WID)', 4: '(12-MG-24(A,TOT),,WID)', 5: '(12-MG-24(A,TOT),,WID)', 6: '(12-MG-24(A,TOT),,WID)', 7: '(12-MG-24(A,TOT),,WID)', 8: '(12-MG-24(A,TOT),,WID)', 9: '(12-MG-24(A,TOT),,WID)'} 
#   incident energy       : 3.2130e+06 eV - 3.9610e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T02/T0268.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0268
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        3.2130E+06               NAN        8.0000E+02        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        3.3070E+06               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.3180E+06               NAN        2.8000E+03        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        3.3630E+06               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        3.4180E+06               NAN        1.3000E+03        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        3.4470E+06               NAN        1.5000E+03        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        3.5830E+06               NAN        2.4000E+03        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        3.6600E+06               NAN        8.0000E+02        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        3.8070E+06               NAN        2.3000E+03        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        3.9610E+06               NAN        3.0000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
