# Header: 
#   Title                 : 12-MG-24 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : J.Cseh 
#   Institute             : (3HUNDEB): Institute for Nuclear Research (ATOMKI), Debrecen 
#   Reference             : (J,NP/A,385,43,1982) 
#   Year                  : 1982 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 12 
#   A                     : 24 
#   Nuclide               : 12-MG-24 
# Reaction: 
#   entry-subent-pointer  :{56: 'F0590-003-3', 57: 'F0590-003-3', 58: 'F0590-003-3', 59: 'F0590-003-3', 60: 'F0590-003-3', 61: 'F0590-003-3', 62: 'F0590-003-3', 63: 'F0590-003-3', 64: 'F0590-003-3', 65: 'F0590-003-3', 66: 'F0590-003-3', 67: 'F0590-003-3', 68: 'F0590-003-3', 69: 'F0590-003-3', 70: 'F0590-003-3', 71: 'F0590-003-3', 72: 'F0590-003-3', 73: 'F0590-003-3', 74: 'F0590-003-3', 75: 'F0590-003-3'} 
#   EXFOR reaction        :{56: '(12-MG-24(A,EL),,WID)', 57: '(12-MG-24(A,EL),,WID)', 58: '(12-MG-24(A,EL),,WID)', 59: '(12-MG-24(A,EL),,WID)', 60: '(12-MG-24(A,EL),,WID)', 61: '(12-MG-24(A,EL),,WID)', 62: '(12-MG-24(A,EL),,WID)', 63: '(12-MG-24(A,EL),,WID)', 64: '(12-MG-24(A,EL),,WID)', 65: '(12-MG-24(A,EL),,WID)', 66: '(12-MG-24(A,EL),,WID)', 67: '(12-MG-24(A,EL),,WID)', 68: '(12-MG-24(A,EL),,WID)', 69: '(12-MG-24(A,EL),,WID)', 70: '(12-MG-24(A,EL),,WID)', 71: '(12-MG-24(A,EL),,WID)', 72: '(12-MG-24(A,EL),,WID)', 73: '(12-MG-24(A,EL),,WID)', 74: '(12-MG-24(A,EL),,WID)', 75: '(12-MG-24(A,EL),,WID)'} 
#   incident energy       : 3.1980e+06 eV - 4.7890e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F05/F0590.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0590
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        3.1980E+06               NAN               NAN               NAN               NAN               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        3.3040E+06               NAN               NAN               NAN               NAN               NAN        3.5000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        3.4000E+06               NAN               NAN               NAN               NAN               NAN        1.3000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        3.4860E+06               NAN               NAN               NAN               NAN               NAN        1.7000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        3.4900E+06               NAN               NAN               NAN               NAN               NAN        5.2000E+03               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        3.5650E+06               NAN               NAN               NAN               NAN               NAN        3.2000E+03               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        3.7910E+06               NAN               NAN               NAN               NAN               NAN        3.0000E+03               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        3.8080E+06               NAN               NAN               NAN               NAN               NAN        1.1500E+04               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.2630E+06               NAN               NAN               NAN               NAN               NAN        4.5000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.3090E+06               NAN               NAN               NAN               NAN               NAN        1.9000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.4710E+06               NAN               NAN               NAN               NAN               NAN        1.1400E+04               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.4930E+06               NAN               NAN               NAN               NAN               NAN        9.0000E+02               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.5410E+06               NAN               NAN               NAN               NAN               NAN        1.9700E+04               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        4.5650E+06               NAN               NAN               NAN               NAN               NAN        5.4000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.6220E+06               NAN               NAN               NAN               NAN               NAN        6.2000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.6560E+06               NAN               NAN               NAN               NAN               NAN        1.3000E+03               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        4.6610E+06               NAN               NAN               NAN               NAN               NAN        4.5000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.6690E+06               NAN               NAN               NAN               NAN               NAN        7.2000E+03               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        4.7590E+06               NAN               NAN               NAN               NAN               NAN        5.9000E+03               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        4.7890E+06               NAN               NAN               NAN               NAN               NAN        3.7000E+03               NAN               NAN               NAN               NAN               NAN               3.0               NAN
