# Header: 
#   Title                 : 7-N-14 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : D.B.Duncan 
#   Institute             : (1USACAL): California Institute of Technology, Pasadena, CA 
#   Reference             : (J,PR,82,809,1951) 
#   Year                  : 1951 
#   Facility              : (ACCEL): Accelerator 
# Target: 
#   Z                     : 7 
#   A                     : 14 
#   Nuclide               : 7-N-14 
# Reaction: 
#   entry-subent-pointer  :{0: 'C1655-003-2', 1: 'C1655-003-2', 2: 'C1655-003-2', 3: 'C1655-003-2', 4: 'C1655-003-2', 5: 'C1655-003-2', 6: 'C1655-003-2', 7: 'C1655-003-2'} 
#   EXFOR reaction        :{0: '(7-N-14(P,TOT),,WID)', 1: '(7-N-14(P,TOT),,WID)', 2: '(7-N-14(P,TOT),,WID)', 3: '(7-N-14(P,TOT),,WID)', 4: '(7-N-14(P,TOT),,WID)', 5: '(7-N-14(P,TOT),,WID)', 6: '(7-N-14(P,TOT),,WID)', 7: '(7-N-14(P,TOT),,WID)'} 
#   incident energy       : 7.0000e+05 eV - 2.6000e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C16/C1655.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1655
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        7.0000E+05        3.0000E+04        1.0000E+05        3.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.0640E+06        2.0000E+03        4.8000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.5500E+06        2.0000E+04        5.0000E+04        2.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.7480E+06        5.0000E+03        1.1000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8150E+06        4.0000E+03        7.0000E+03        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.3560E+06        8.0000E+03        1.4000E+04        4.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.4890E+06        7.0000E+03        1.1000E+04        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.6000E+06        5.0000E+04        1.2700E+06        5.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
