# Header: 
#   Title                 : 8-O-16 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : G.Caskey 
#   Institute             : (1USAWIS): University of Wisconsin, Madison, WI 
#   Reference             : (J,PR/C,31,717,1985) 
#   Year                  : 1985 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 16 
#   Nuclide               : 8-O-16 
# Reaction: 
#   entry-subent-pointer  :{145: 'T0237-004-2', 146: 'T0237-004-2', 147: 'T0237-004-2', 148: 'T0237-004-2', 149: 'T0237-004-2', 150: 'T0237-004-2', 151: 'T0237-004-2', 152: 'T0237-004-2', 153: 'T0237-004-2', 154: 'T0237-004-2', 155: 'T0237-004-2', 156: 'T0237-004-2', 157: 'T0237-004-2', 158: 'T0237-004-2', 159: 'T0237-004-2', 160: 'T0237-004-2', 161: 'T0237-004-2', 162: 'T0237-004-2', 163: 'T0237-004-2', 164: 'T0237-004-2', 165: 'T0237-004-2', 166: 'T0237-004-2', 167: 'T0237-004-2', 168: 'T0237-004-2', 169: 'T0237-004-2', 170: 'T0237-004-2', 171: 'T0237-004-2', 172: 'T0237-004-2', 173: 'T0237-004-2', 174: 'T0237-004-2', 175: 'T0237-004-2', 176: 'T0237-004-2', 177: 'T0237-004-2', 178: 'T0237-004-2', 179: 'T0237-004-2', 180: 'T0237-004-2', 181: 'T0237-004-2', 182: 'T0237-004-2', 183: 'T0237-004-2', 184: 'T0237-004-2', 185: 'T0237-004-2', 186: 'T0237-004-2', 187: 'T0237-004-2', 188: 'T0237-004-2', 189: 'T0237-004-2', 190: 'T0237-004-2', 191: 'T0237-004-2', 192: 'T0237-004-2', 193: 'T0237-004-2', 194: 'T0237-004-2', 195: 'T0237-004-2', 196: 'T0237-004-2', 197: 'T0237-004-2', 198: 'T0237-004-2', 199: 'T0237-004-2', 200: 'T0237-004-2', 201: 'T0237-004-2', 202: 'T0237-004-2', 203: 'T0237-004-2', 204: 'T0237-004-2', 205: 'T0237-004-2', 206: 'T0237-004-2', 207: 'T0237-004-2', 208: 'T0237-004-2', 209: 'T0237-004-2', 210: 'T0237-004-2', 211: 'T0237-004-2'} 
#   EXFOR reaction        :{145: '(8-O-16(A,TOT),,WID)', 146: '(8-O-16(A,TOT),,WID)', 147: '(8-O-16(A,TOT),,WID)', 148: '(8-O-16(A,TOT),,WID)', 149: '(8-O-16(A,TOT),,WID)', 150: '(8-O-16(A,TOT),,WID)', 151: '(8-O-16(A,TOT),,WID)', 152: '(8-O-16(A,TOT),,WID)', 153: '(8-O-16(A,TOT),,WID)', 154: '(8-O-16(A,TOT),,WID)', 155: '(8-O-16(A,TOT),,WID)', 156: '(8-O-16(A,TOT),,WID)', 157: '(8-O-16(A,TOT),,WID)', 158: '(8-O-16(A,TOT),,WID)', 159: '(8-O-16(A,TOT),,WID)', 160: '(8-O-16(A,TOT),,WID)', 161: '(8-O-16(A,TOT),,WID)', 162: '(8-O-16(A,TOT),,WID)', 163: '(8-O-16(A,TOT),,WID)', 164: '(8-O-16(A,TOT),,WID)', 165: '(8-O-16(A,TOT),,WID)', 166: '(8-O-16(A,TOT),,WID)', 167: '(8-O-16(A,TOT),,WID)', 168: '(8-O-16(A,TOT),,WID)', 169: '(8-O-16(A,TOT),,WID)', 170: '(8-O-16(A,TOT),,WID)', 171: '(8-O-16(A,TOT),,WID)', 172: '(8-O-16(A,TOT),,WID)', 173: '(8-O-16(A,TOT),,WID)', 174: '(8-O-16(A,TOT),,WID)', 175: '(8-O-16(A,TOT),,WID)', 176: '(8-O-16(A,TOT),,WID)', 177: '(8-O-16(A,TOT),,WID)', 178: '(8-O-16(A,TOT),,WID)', 179: '(8-O-16(A,TOT),,WID)', 180: '(8-O-16(A,TOT),,WID)', 181: '(8-O-16(A,TOT),,WID)', 182: '(8-O-16(A,TOT),,WID)', 183: '(8-O-16(A,TOT),,WID)', 184: '(8-O-16(A,TOT),,WID)', 185: '(8-O-16(A,TOT),,WID)', 186: '(8-O-16(A,TOT),,WID)', 187: '(8-O-16(A,TOT),,WID)', 188: '(8-O-16(A,TOT),,WID)', 189: '(8-O-16(A,TOT),,WID)', 190: '(8-O-16(A,TOT),,WID)', 191: '(8-O-16(A,TOT),,WID)', 192: '(8-O-16(A,TOT),,WID)', 193: '(8-O-16(A,TOT),,WID)', 194: '(8-O-16(A,TOT),,WID)', 195: '(8-O-16(A,TOT),,WID)', 196: '(8-O-16(A,TOT),,WID)', 197: '(8-O-16(A,TOT),,WID)', 198: '(8-O-16(A,TOT),,WID)', 199: '(8-O-16(A,TOT),,WID)', 200: '(8-O-16(A,TOT),,WID)', 201: '(8-O-16(A,TOT),,WID)', 202: '(8-O-16(A,TOT),,WID)', 203: '(8-O-16(A,TOT),,WID)', 204: '(8-O-16(A,TOT),,WID)', 205: '(8-O-16(A,TOT),,WID)', 206: '(8-O-16(A,TOT),,WID)', 207: '(8-O-16(A,TOT),,WID)', 208: '(8-O-16(A,TOT),,WID)', 209: '(8-O-16(A,TOT),,WID)', 210: '(8-O-16(A,TOT),,WID)', 211: '(8-O-16(A,TOT),,WID)'} 
#   incident energy       : 9.4030e+06 eV - 1.3384e+07 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T02/T0237.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0237
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        1.1968E+07               NAN        6.0000E+04        1.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               6.0               NAN
        1.1977E+07               NAN        1.1700E+05        8.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               6.0               NAN
        1.1979E+07               NAN        4.4000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        1.2148E+07               NAN        9.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        1.2156E+07               NAN        1.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        1.2322E+07               NAN        1.3900E+05        5.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        1.2329E+07               NAN        2.6000E+05        2.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        1.2447E+07               NAN        9.3000E+04        2.9000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.0               NAN
        1.2502E+07               NAN        6.0000E+04        2.4000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        1.2539E+07               NAN        7.3000E+03        4.8000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               6.0               NAN
        1.2597E+07               NAN        8.6000E+04        7.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               6.0               NAN
        1.2608E+07               NAN        1.1700E+05        1.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        1.2637E+07               NAN        7.9000E+04        1.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        1.2699E+07               NAN        1.0400E+05        2.9000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        1.2897E+07               NAN        6.6000E+04        2.1000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        1.2930E+07               NAN        1.5900E+05        2.3000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        1.3016E+07               NAN        5.6000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        1.3056E+07               NAN        2.2600E+05        2.1000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        1.3237E+07               NAN        2.7700E+05        4.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               7.0               NAN
        1.3238E+07               NAN        1.2600E+05        1.8000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               1.0               NAN
        1.3251E+07               NAN        3.4000E+04        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        1.3266E+07               NAN        5.1000E+04        2.2000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        1.3296E+07               NAN        1.1100E+05        1.0000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               7.0               NAN
        1.3384E+07               NAN        8.3000E+04        3.5000E+04               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               3.0               NAN
