# Header: 
#   Title                 : 8-O-16 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : W.E.Hunt 
#   Institute             : (1USAFSU): Florida State University, Tallahassee, FL 
#   Reference             : (J,PR,160,782,196708) 
#   Year                  : 1967 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 16 
#   Nuclide               : 8-O-16 
# Reaction: 
#   entry-subent-pointer  :{21: 'T0242-004-4', 22: 'T0242-004-4', 23: 'T0242-004-4', 24: 'T0242-004-4', 25: 'T0242-004-4', 26: 'T0242-004-4', 27: 'T0242-004-4', 28: 'T0242-004-4', 29: 'T0242-004-4', 30: 'T0242-004-4', 31: 'T0242-004-4', 32: 'T0242-004-4', 33: 'T0242-004-4', 34: 'T0242-004-4', 35: 'T0242-004-4', 36: 'T0242-004-4'} 
#   EXFOR reaction        :{21: '(8-O-16(A,EL),,WID)', 22: '(8-O-16(A,EL),,WID)', 23: '(8-O-16(A,EL),,WID)', 24: '(8-O-16(A,EL),,WID)', 25: '(8-O-16(A,EL),,WID)', 26: '(8-O-16(A,EL),,WID)', 27: '(8-O-16(A,EL),,WID)', 28: '(8-O-16(A,EL),,WID)', 29: '(8-O-16(A,EL),,WID)', 30: '(8-O-16(A,EL),,WID)', 31: '(8-O-16(A,EL),,WID)', 32: '(8-O-16(A,EL),,WID)', 33: '(8-O-16(A,EL),,WID)', 34: '(8-O-16(A,EL),,WID)', 35: '(8-O-16(A,EL),,WID)', 36: '(8-O-16(A,EL),,WID)'} 
#   incident energy       : 5.9500e+06 eV - 9.8200e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T02/T0242.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0242
#
#        E_in(eV)          dE_in(eV)    data(A,TOT)(eV)       ddata(A,TOT)       data(A,G)         ddata(A,G)        data(A,EL)       ddata(A,EL)        data(A,F)        ddata(A,F)         data(A,A)        ddata(A,A)            spin_j        momentum_l
        5.9500E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+04               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        6.5800E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+05               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        6.9700E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+05               NAN               NAN               NAN               NAN               NAN               5.0               NAN
        7.2700E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+04               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        7.5000E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+06               NAN               NAN               NAN               NAN               NAN               4.0               NAN
        7.6300E+06               NAN               NAN               NAN               NAN               NAN        5.0000E+04               NAN               NAN               NAN               NAN               NAN               0.0               NAN
        7.7500E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        8.2000E+06               NAN               NAN               NAN               NAN               NAN        1.5000E+05               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        8.6000E+06               NAN               NAN               NAN               NAN               NAN        6.0000E+05               NAN               NAN               NAN               NAN               NAN               2.0               NAN
        9.5800E+06               NAN               NAN               NAN               NAN               NAN        1.0000E+05               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        9.8200E+06               NAN               NAN               NAN               NAN               NAN        1.3000E+05               NAN               NAN               NAN               NAN               NAN               6.0               NAN
