# Header: 
#   Title                 : 64-GD-157 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : Y.-R.Kang 
#   Institute             : (1USARPI): Rensselaer Polytechnic Institute, Troy, NY 
#   Reference             : (J,NSE,180,86,2015) 
#   Year                  : 2015 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 64 
#   A                     : 157 
#   Nuclide               : 64-GD-157 
# Reaction: 
#   entry-subent-pointer  :['14343-010-2' '14343-010-3'] 
#   EXFOR reaction        :['(64-GD-157(N,G),,WID)' '(64-GD-157(N,EL),,WID)'] 
#   incident energy       : 3.2000e-02 eV - 9.8870e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/143/14343.x4 
#   nds                   : https://nds.iaea.org/EXFOR/14343
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 3.2000E-02 3.0000E-03        2.0        NAN        NAN        NAN 1.0700E-01 3.0000E-03 4.2800E-04 4.0000E-06        NAN        NAN
 2.8287E+00 3.0000E-04        2.0        NAN        NAN        NAN 1.0970E-01 9.0000E-04 3.7700E-04 4.0000E-06        NAN        NAN
 1.6201E+01 5.0000E-03        1.0        NAN        NAN        NAN 1.3000E-01 3.0000E-02 4.4000E-04 3.0000E-05        NAN        NAN
 1.6780E+01 1.0000E-02        2.0        NAN        NAN        NAN 1.1200E-01 7.0000E-03 1.3900E-02 5.0000E-04        NAN        NAN
 2.0510E+01 2.0000E-02        2.0        NAN        NAN        NAN 1.0600E-01 8.0000E-03 1.3400E-02 4.0000E-04        NAN        NAN
 2.1600E+01 1.0000E-02        2.0        NAN        NAN        NAN 1.1400E-01        NAN 3.8000E-04 2.0000E-05        NAN        NAN
 2.3270E+01 1.0000E-02        1.0        NAN        NAN        NAN 1.2100E-01        NAN 7.8000E-04 4.0000E-05        NAN        NAN
 2.5349E+01 3.0000E-03        2.0        NAN        NAN        NAN 8.5000E-02        NAN 1.7100E-03 4.0000E-05        NAN        NAN
 4.0110E+01 1.0000E-02        1.0        NAN        NAN        NAN 1.1000E-01        NAN 1.3400E-03 6.0000E-05        NAN        NAN
 4.4104E+01 2.0000E-03        2.0        NAN        NAN        NAN 9.6000E-02        NAN 9.9000E-03 2.0000E-04        NAN        NAN
 4.8685E+01 2.0000E-03        2.0        NAN        NAN        NAN 1.0800E-01 5.0000E-03 2.6200E-02 7.0000E-04        NAN        NAN
 5.8252E+01 2.0000E-03        2.0        NAN        NAN        NAN 1.1700E-01 1.2000E-02 3.1300E-02 3.1000E-03        NAN        NAN
 6.6479E+01 4.0000E-03        1.0        NAN        NAN        NAN 9.5000E-02 5.0000E-03 1.7100E-02 4.0000E-04        NAN        NAN
 8.1240E+01 4.0000E-03        1.0        NAN        NAN        NAN 1.0800E-01        NAN 2.5000E-02 2.0000E-03        NAN        NAN
 8.2040E+01 1.0000E-02        2.0        NAN        NAN        NAN 8.5000E-02        NAN 6.7000E-03 7.0000E-04        NAN        NAN
 8.7099E+01 4.0000E-03        2.0        NAN        NAN        NAN 1.2800E-01        NAN 1.1100E-02 1.1000E-03        NAN        NAN
 9.6488E+01 5.0000E-03        2.0        NAN        NAN        NAN 1.1000E-01        NAN 1.2600E-02 1.3000E-03        NAN        NAN
 1.0008E+02 4.0000E-03        1.0        NAN        NAN        NAN 9.4000E-02        NAN 5.1000E-02 1.0000E-03        NAN        NAN
 1.0482E+02 4.0000E-03        1.0        NAN        NAN        NAN 9.3000E-02 6.0000E-03 7.0000E-02 4.0000E-03        NAN        NAN
 1.0727E+02 1.0000E-02        2.0        NAN        NAN        NAN 8.5000E-02        NAN 5.1000E-03 2.0000E-04        NAN        NAN
 1.1045E+02 4.0000E-03        2.0        NAN        NAN        NAN 8.5000E-02        NAN 6.4000E-02 2.0000E-03        NAN        NAN
 1.1528E+02 4.0000E-03        2.0        NAN        NAN        NAN 1.1200E-01        NAN 2.2200E-02 2.2000E-03        NAN        NAN
 1.2075E+02 4.0000E-03        2.0        NAN        NAN        NAN 9.5000E-02 9.0000E-03 1.7000E-01 4.0000E-03        NAN        NAN
 1.3519E+02 5.0000E-02        2.0        NAN        NAN        NAN 8.5000E-02        NAN 9.3000E-04 9.0000E-05        NAN        NAN
 1.3796E+02 2.0000E-02        2.0        NAN        NAN        NAN 1.3800E-01 5.0000E-03 3.0300E-02 1.2000E-03        NAN        NAN
