# Header: 
#   Title                 : 48-CD-114 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C2688-007-5 
#   First Author          : V.D.Mistry 
#   Institute             : (1USATEX): University of Texas, Austin, TX 
#   Reference             : (J,PR/C,1,1595,1970) 
#   Year                  : 1970 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 48 
#   A                     : 114 
#   Isomer                :  
#   Nuclide               : 48-CD-114 
# Reaction: 
#   EXFOR Reaction        : (48-CD-114(P,EL),,WID) 
#   Incident Energy Type   : 7.1260e+06 eV - 9.6240e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C26/C2688.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2688
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   7.1260E+06          NAN        0.5        0.0   6.5000E+04          NAN          NAN          NAN   3.2000E+04          NAN          NAN          NAN          NAN          NAN
   7.3630E+06          NAN        1.5        2.0   4.5000E+04          NAN          NAN          NAN   9.8000E+03          NAN          NAN          NAN          NAN          NAN
   7.4910E+06          NAN        2.5        2.0   3.2000E+04          NAN          NAN          NAN   1.7000E+03          NAN          NAN          NAN          NAN          NAN
   7.5930E+06          NAN        1.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.7420E+06          NAN        2.5        2.0   1.9500E+04          NAN          NAN          NAN   4.2000E+02          NAN          NAN          NAN          NAN          NAN
   7.7740E+06          NAN        0.5        0.0   5.5000E+04          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   7.8700E+06          NAN        1.5        2.0   3.0000E+04          NAN          NAN          NAN   6.2000E+02          NAN          NAN          NAN          NAN          NAN
   7.9150E+06          NAN        1.5        2.0   2.3000E+04          NAN          NAN          NAN   1.4000E+03          NAN          NAN          NAN          NAN          NAN
   7.9510E+06          NAN        0.5        0.0   8.5000E+04          NAN          NAN          NAN   4.2000E+03          NAN          NAN          NAN          NAN          NAN
   8.0680E+06          NAN        0.5        0.0   5.0000E+04          NAN          NAN          NAN   2.4000E+03          NAN          NAN          NAN          NAN          NAN
   8.1960E+06          NAN        2.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3130E+06          NAN        0.5        0.0   7.0000E+04          NAN          NAN          NAN   4.6000E+03          NAN          NAN          NAN          NAN          NAN
   8.3980E+06          NAN        2.5        2.0   2.8000E+04          NAN          NAN          NAN   2.6000E+02          NAN          NAN          NAN          NAN          NAN
   8.4540E+06          NAN        2.5        2.0   2.5000E+04          NAN          NAN          NAN   3.0000E+02          NAN          NAN          NAN          NAN          NAN
   8.5010E+06          NAN        2.5        2.0   5.0000E+04          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   8.5150E+06          NAN        0.5        0.0   5.8000E+04          NAN          NAN          NAN   7.4000E+03          NAN          NAN          NAN          NAN          NAN
   8.6190E+06          NAN        2.5        2.0   2.6000E+04          NAN          NAN          NAN   1.2000E+03          NAN          NAN          NAN          NAN          NAN
   8.6880E+06          NAN        0.5        0.0   4.4000E+04          NAN          NAN          NAN   3.4000E+03          NAN          NAN          NAN          NAN          NAN
   8.7440E+06          NAN        2.5        2.0   6.5000E+04          NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN
   9.0360E+06          NAN        1.5        1.0   2.2000E+04          NAN          NAN          NAN   1.5000E+03          NAN          NAN          NAN          NAN          NAN
   9.0820E+06          NAN        0.5        0.0   4.0000E+04          NAN          NAN          NAN   1.9000E+03          NAN          NAN          NAN          NAN          NAN
   9.1040E+06          NAN        1.5        1.0   1.5000E+04          NAN          NAN          NAN   2.0000E+02          NAN          NAN          NAN          NAN          NAN
   9.1540E+06          NAN        0.5        0.0   2.0000E+04          NAN          NAN          NAN   1.6000E+02          NAN          NAN          NAN          NAN          NAN
   9.2010E+06          NAN        3.5        3.0   6.0000E+04          NAN          NAN          NAN   1.2000E+03          NAN          NAN          NAN          NAN          NAN
   9.6240E+06          NAN        3.5        3.0   7.5000E+04          NAN          NAN          NAN   3.8000E+03          NAN          NAN          NAN          NAN          NAN
