# Header: 
#   Title                 : 22-TI-48 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : N.H.Prochnow 
#   Institute             : (1USADKE): Duke University, Durham, NC 
#   Reference             : (J,NP/A,194,(2),353,1972) 
#   Year                  : 1972 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 22 
#   A                     : 48 
#   Nuclide               : 22-TI-48 
# Reaction: 
#   entry-subent-pointer  :['C2097-009-4'] 
#   EXFOR reaction        :['(22-TI-48(P,EL),,WID)'] 
#   incident energy       : 1.9019e+06 eV - 3.1020e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C20/C2097.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2097
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.9019E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   1.9093E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   1.9240E+06   3.0000E+03        1.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   1.9255E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   1.9787E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   1.9822E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.0128E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   7.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.0323E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.0336E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   7.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.0615E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   7.0000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   2.0777E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   2.5000E+02   1.5000E+01          NAN          NAN          NAN          NAN
   2.0935E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1014E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1142E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1163E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   2.1489E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1496E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   5.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.1521E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   2.1563E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   1.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1625E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   1.2500E+02   2.5000E+01          NAN          NAN          NAN          NAN
   2.1702E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   4.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1801E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1805E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.1903E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   6.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.1936E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.2032E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.0000E+00          NAN          NAN          NAN          NAN
   2.2045E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   2.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.2108E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.2121E+06   3.0000E+03        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.2202E+06   3.0000E+03        0.5        NAN          NAN          NAN          NAN          NAN   7.0000E+01   2.0000E+01          NAN          NAN          NAN          NAN
