# Header: 
#   Title                 : 24-CR-50 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : E0900-012-1 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,JPJ,52,(3),802,198303) 
#   Year                  : 1983 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 24 
#   A                     : 50 
#   Isomer                :  
#   Nuclide               : 24-CR-50 
# Reaction: 
#   EXFOR Reaction        : (24-CR-50(P,TOT),,WID) 
#   Incident Energy Type   : 3.1807e+06 eV - 3.9709e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E09/E0900.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0900
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.1807E+06          NAN        2.5        2.0   2.9000E+02   2.9000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.1956E+06          NAN        2.5        2.0   2.9000E+02   2.9000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.1984E+06          NAN        2.5        2.0   2.5000E+02   2.5000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2573E+06          NAN        2.5        2.0   1.0000E+02   1.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2847E+06          NAN        2.5        2.0   3.2000E+02   3.2000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2904E+06          NAN        2.5        2.0   1.6000E+02   1.6000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2928E+06          NAN        2.5        2.0   2.2000E+02   2.2000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4524E+06          NAN        2.5        2.0   1.0000E+02   1.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4739E+06          NAN        2.5        2.0   1.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4856E+06          NAN        2.5        2.0   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6042E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6495E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6520E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.6700E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7239E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7403E+06          NAN        2.5        2.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7939E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8287E+06          NAN        2.5        2.0   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8310E+06          NAN        2.5        2.0   2.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8373E+06          NAN        2.5        2.0   7.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8579E+06          NAN        2.5        2.0   3.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8609E+06          NAN        2.5        2.0   6.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8784E+06          NAN        2.5        2.0   4.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9039E+06          NAN        2.5        2.0   1.0000E+02   1.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9143E+06          NAN        2.5        2.0   7.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9465E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9709E+06          NAN        2.5        2.0   5.0000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
