# Header: 
#   Title                 : 24-CR-50 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : J.D.Moses 
#   Institute             : (1USANCS): North Carolina State University, Raleigh, NC 
#   Reference             : (J,NP/A,175,556,1971) 
#   Year                  : 1971 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 24 
#   A                     : 50 
#   Nuclide               : 24-CR-50 
# Reaction: 
#   entry-subent-pointer  :['C2706-005-2'] 
#   EXFOR reaction        :['(24-CR-50(P,EL),,WID)'] 
#   incident energy       : 1.8091e+06 eV - 3.2906e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C27/C2706.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2706
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.8091E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   1.8916E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2500E+02   1.5000E+01          NAN          NAN          NAN          NAN
   1.9400E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   8.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   1.9539E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.0263E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.1000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.0388E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.0615E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1077E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   7.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.1330E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.4000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.1574E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.1792E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   4.0000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.1997E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.2335E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.8000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.2947E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.3000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.2972E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.3194E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.0000E+02   3.0000E+01          NAN          NAN          NAN          NAN
   2.3293E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   5.5000E+02   5.5000E+01          NAN          NAN          NAN          NAN
   2.3403E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.4000E+02   6.0000E+01          NAN          NAN          NAN          NAN
   2.3405E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.0000E+02   1.0000E+02          NAN          NAN          NAN          NAN
   2.3554E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.4136E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   8.0000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   2.4539E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.4920E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.3000E+02   2.5000E+01          NAN          NAN          NAN          NAN
   2.4945E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.5057E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.5191E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   7.5000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   2.5206E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.5376E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.0000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.5495E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.5697E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   5.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   2.5761E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2500E+02   1.5000E+01          NAN          NAN          NAN          NAN
   2.6228E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   8.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   2.6283E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.6541E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2000E+03   1.0000E+02          NAN          NAN          NAN          NAN
   2.6747E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.6884E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.6946E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.2500E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.7242E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.7265E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.7490E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   5.0000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.7617E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.5100E+02   1.0000E+01          NAN          NAN          NAN          NAN
   2.7669E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.7812E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.4000E+03   2.0000E+02          NAN          NAN          NAN          NAN
   2.7921E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   5.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.8056E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   4.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.8229E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.6000E+02   2.5000E+01          NAN          NAN          NAN          NAN
   2.8282E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.6000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   2.8321E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   7.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   2.8470E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.8549E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.0000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   2.8553E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   8.0000E+02   1.5000E+02          NAN          NAN          NAN          NAN
   2.8637E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.8859E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.9224E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.5000E+03   2.0000E+02          NAN          NAN          NAN          NAN
   2.9235E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.3500E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.9286E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.5000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   2.9541E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.5000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.9548E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.0000E+01   5.0000E+00          NAN          NAN          NAN          NAN
   2.9599E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   5.0000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   2.9718E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   5.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   2.9854E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   5.0000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   3.0021E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   3.0226E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   3.0292E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.3500E+03   1.5000E+02          NAN          NAN          NAN          NAN
   3.0370E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.4000E+02   1.5000E+01          NAN          NAN          NAN          NAN
   3.0431E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   3.0566E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   3.0594E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.4000E+03   1.5000E+02          NAN          NAN          NAN          NAN
   3.0684E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   7.5000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   3.0689E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.0000E+02   2.5000E+01          NAN          NAN          NAN          NAN
   3.0955E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.7000E+03   2.0000E+02          NAN          NAN          NAN          NAN
   3.1075E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   3.1125E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   7.5000E+01   2.0000E+01          NAN          NAN          NAN          NAN
   3.1174E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   7.0000E+00   5.0000E+00          NAN          NAN          NAN          NAN
   3.1237E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   4.0000E+02   7.5000E+01          NAN          NAN          NAN          NAN
   3.1322E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   3.1411E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.2500E+02   5.0000E+01          NAN          NAN          NAN          NAN
   3.1467E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.2500E+03   1.5000E+02          NAN          NAN          NAN          NAN
   3.1540E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0000E+03   2.0000E+02          NAN          NAN          NAN          NAN
   3.1634E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   5.0000E+01   1.5000E+01          NAN          NAN          NAN          NAN
