# Header: 
#   Title                 : 16-S-33 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : A.Parikh 
#   Institute             : (2GERMUN): Technische Universitaet Muenchen 
#   Reference             : (J,PR/C,80,015802,2009) 
#   Year                  : 2009 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 16 
#   A                     : 33 
#   Nuclide               : 16-S-33 
# Reaction: 
#   entry-subent-pointer  :{236: 'C1725-002-3', 237: 'C1725-002-3', 238: 'C1725-002-3', 239: 'C1725-002-3', 240: 'C1725-002-3', 241: 'C1725-002-3', 242: 'C1725-002-3', 243: 'C1725-002-3', 244: 'C1725-002-3', 245: 'C1725-002-3', 246: 'C1725-002-3', 247: 'C1725-002-3', 248: 'C1725-002-3', 249: 'C1725-002-3', 250: 'C1725-002-3', 251: 'C1725-002-3', 252: 'C1725-002-3', 253: 'C1725-002-3', 254: 'C1725-002-3', 255: 'C1725-002-3', 256: 'C1725-002-3', 257: 'C1725-002-3', 258: 'C1725-002-3', 259: 'C1725-002-3', 260: 'C1725-002-3'} 
#   EXFOR reaction        :{236: '(16-S-33(P,EL),,WID)', 237: '(16-S-33(P,EL),,WID)', 238: '(16-S-33(P,EL),,WID)', 239: '(16-S-33(P,EL),,WID)', 240: '(16-S-33(P,EL),,WID)', 241: '(16-S-33(P,EL),,WID)', 242: '(16-S-33(P,EL),,WID)', 243: '(16-S-33(P,EL),,WID)', 244: '(16-S-33(P,EL),,WID)', 245: '(16-S-33(P,EL),,WID)', 246: '(16-S-33(P,EL),,WID)', 247: '(16-S-33(P,EL),,WID)', 248: '(16-S-33(P,EL),,WID)', 249: '(16-S-33(P,EL),,WID)', 250: '(16-S-33(P,EL),,WID)', 251: '(16-S-33(P,EL),,WID)', 252: '(16-S-33(P,EL),,WID)', 253: '(16-S-33(P,EL),,WID)', 254: '(16-S-33(P,EL),,WID)', 255: '(16-S-33(P,EL),,WID)', 256: '(16-S-33(P,EL),,WID)', 257: '(16-S-33(P,EL),,WID)', 258: '(16-S-33(P,EL),,WID)', 259: '(16-S-33(P,EL),,WID)', 260: '(16-S-33(P,EL),,WID)'} 
#   incident energy       : 1.1000e+04 eV - 8.3700e+05 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C17/C1725.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1725
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        1.1000E+04               NAN               NAN               NAN               NAN               NAN        2.3000E-55               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.9000E+04               NAN               NAN               NAN               NAN               NAN        5.5000E-32               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        9.0000E+04               NAN               NAN               NAN               NAN               NAN        1.2000E-12               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.2000E+05               NAN               NAN               NAN               NAN               NAN        1.2000E-09               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8300E+05               NAN               NAN               NAN               NAN               NAN        6.2000E-06               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.1400E+05               NAN               NAN               NAN               NAN               NAN        9.4000E-05               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.4400E+05               NAN               NAN               NAN               NAN               NAN        7.2000E-06               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.8100E+05               NAN               NAN               NAN               NAN               NAN        6.7000E-03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.0100E+05               NAN               NAN               NAN               NAN               NAN        1.8000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.4200E+05               NAN               NAN               NAN               NAN               NAN        1.0000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        3.9900E+05               NAN               NAN               NAN               NAN               NAN        7.6000E-03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.6300E+05               NAN               NAN               NAN               NAN               NAN        4.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.2500E+05               NAN               NAN               NAN               NAN               NAN        3.5000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.7400E+05               NAN               NAN               NAN               NAN               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        8.3700E+05               NAN               NAN               NAN               NAN               NAN        7.9000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
