# Header: 
#   Title                 : 32-GE-72 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D6246-012-3 
#   First Author          : C.R.Ramaswamy 
#   Institute             : (3INDIND): India 
#   Reference             : (J,PRM,12,653,1979) 
#   Year                  : 1979 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 32 
#   A                     : 72 
#   Isomer                :  
#   Nuclide               : 32-GE-72 
# Reaction: 
#   EXFOR Reaction        : (32-GE-72(P,EL),,WID) 
#   Incident Energy Type   : 3.6310e+06 eV - 5.0550e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D62/D6246.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D6246
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.6310E+06          NAN        NAN        1.0          NAN          NAN          NAN          NAN   3.0000E+02          NAN          NAN          NAN          NAN          NAN
   3.8150E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   3.5000E+02          NAN          NAN          NAN          NAN          NAN
   3.9280E+06          NAN        NAN        1.0          NAN          NAN          NAN          NAN   3.7500E+02          NAN          NAN          NAN          NAN          NAN
   4.0800E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   3.5000E+02          NAN          NAN          NAN          NAN          NAN
   4.1180E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   6.5000E+02          NAN          NAN          NAN          NAN          NAN
   4.1310E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   4.6500E+03          NAN          NAN          NAN          NAN          NAN
   4.1370E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   1.4000E+03          NAN          NAN          NAN          NAN          NAN
   4.1760E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   4.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.3530E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   8.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.4920E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.6050E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   5.5000E+02          NAN          NAN          NAN          NAN          NAN
   5.0550E+06          NAN        NAN        0.0          NAN          NAN          NAN          NAN   1.8900E+04          NAN          NAN          NAN          NAN          NAN
