# Header: 
#   Title                 : 64-GD-154 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : Y.-R.Kang 
#   Institute             : (1USARPI): Rensselaer Polytechnic Institute, Troy, NY 
#   Reference             : (J,NSE,180,86,2015) 
#   Year                  : 2015 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 64 
#   A                     : 154 
#   Nuclide               : 64-GD-154 
# Reaction: 
#   entry-subent-pointer  :['14343-007-2' '14343-007-3'] 
#   EXFOR reaction        :['(64-GD-154(N,G),,WID)' '(64-GD-154(N,EL),,WID)'] 
#   incident energy       : -2.2000e+00 eV - 9.8560e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/143/14343.x4 
#   nds                   : https://nds.iaea.org/EXFOR/14343
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
-2.2000E+00        NAN        0.5        NAN        NAN        NAN 7.4000E-02        NAN 2.0000E-03        NAN        NAN        NAN
 1.1570E+01 5.0000E-02        0.5        NAN        NAN        NAN 9.0000E-02 8.0000E-02 2.0000E-04 2.0000E-04        NAN        NAN
 2.2500E+01 1.0000E-02        0.5        NAN        NAN        NAN 7.4000E-02        NAN 1.7000E-02 1.0000E-03        NAN        NAN
 4.7140E+01 5.0000E-02        0.5        NAN        NAN        NAN 8.8000E-02        NAN 3.9000E-03 4.0000E-04        NAN        NAN
 4.9710E+01 8.0000E-02        0.5        NAN        NAN        NAN 8.8000E-02        NAN 1.9000E-03 2.0000E-04        NAN        NAN
 6.5200E+01 2.0000E-02        0.5        NAN        NAN        NAN 6.5000E-02 6.0000E-03 3.0000E-02 2.0000E-03        NAN        NAN
 7.5990E+01 1.5000E-01        0.5        NAN        NAN        NAN 8.8000E-02        NAN 1.1000E-03 1.0000E-04        NAN        NAN
 1.0066E+02 3.0000E-02        0.5        NAN        NAN        NAN 8.3000E-02 8.0000E-03 4.1000E-02 3.0000E-03        NAN        NAN
 1.0588E+02 1.2000E-01        0.5        NAN        NAN        NAN 8.8000E-02        NAN 6.0000E-03 1.0000E-03        NAN        NAN
 1.2418E+02 3.0000E-02        0.5        NAN        NAN        NAN 6.9000E-02 6.0000E-03 1.0300E-01 9.0000E-03        NAN        NAN
 1.3926E+02 3.0000E-02        0.5        NAN        NAN        NAN 9.5000E-02 8.0000E-03 1.4100E-01 1.2000E-02        NAN        NAN
 1.4850E+02 1.0000E-01        0.5        NAN        NAN        NAN 8.3000E-02 8.0000E-03 2.9000E-02 3.0000E-03        NAN        NAN
 1.6489E+02 5.0000E-02        0.5        NAN        NAN        NAN 9.0000E-02 8.0000E-03 1.1700E-01 1.1000E-02        NAN        NAN
 1.7050E+02 2.0000E-01        0.5        NAN        NAN        NAN 8.8000E-02        NAN 5.1000E-03 5.0000E-04        NAN        NAN
 1.8909E+02 1.1000E-01        0.5        NAN        NAN        NAN 7.5000E-02        NAN 2.1000E-02 2.0000E-03        NAN        NAN
 2.0140E+02 2.0000E-01        0.5        NAN        NAN        NAN 8.8000E-02        NAN 1.3000E-02 1.0000E-03        NAN        NAN
