# Header: 
#   Title                 : 46-PD-105 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : N.Yamamuro 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,BTI,109,19,7212) 
#   Year                  : 1972 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 46 
#   A                     : 105 
#   Nuclide               : 46-PD-105 
# Reaction: 
#   entry-subent-pointer  :['20510-002-0'] 
#   EXFOR reaction        :['(46-PD-105(N,EL),,WID)'] 
#   incident energy       : 1.1700e-05 eV - 1.4200e-04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/205/20510.x4 
#   nds                   : https://nds.iaea.org/EXFOR/20510
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 1.1700E-05 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN 1.9000E-04 1.0000E-05        NAN        NAN
 1.1700E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1700E-05 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1700E-05 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1700E-05 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3200E-05 5.0000E-08        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3200E-05 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN 3.2000E-03 1.0000E-04        NAN        NAN
 1.3200E-05 3.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3200E-05 5.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3200E-05 2.0000E-06        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.5100E-05 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.5100E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN 3.4000E-03 3.0000E-04        NAN        NAN
 2.5100E-05 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.5100E-05 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.5100E-05 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5200E-05 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5200E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5200E-05 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN 7.1000E-03 9.0000E-04        NAN        NAN
 5.5200E-05 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5200E-05 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8400E-05 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8400E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8400E-05 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.8400E-05 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN 2.1000E-03 4.0000E-04        NAN        NAN
 6.8400E-05 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.8000E-05 5.0000E-08        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.8000E-05 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.8000E-05 3.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.8000E-05 5.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN 1.9200E-02 4.0000E-03        NAN        NAN
 7.8000E-05 2.0000E-06        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.7000E-05 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.7000E-05 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.7000E-05 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.7000E-05 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN 1.6700E-02 2.5000E-03        NAN        NAN
 8.7000E-05 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2700E-04 5.0000E-08        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2700E-04 1.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2700E-04 3.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2700E-04 5.0000E-07        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2700E-04 2.0000E-06        3.0        NAN        NAN        NAN        NAN        NAN 2.5000E-03 1.5000E-03        NAN        NAN
 1.4200E-04 5.0000E-08        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.4200E-04 1.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.4200E-04 3.0000E-07        2.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
