# Header: 
#   Title                 : 10-NE-21 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D5032-006-1 
#   First Author          : J.Keinonen 
#   Institute             : (2SF HLS): University of Helsinki, Helsinki 
#   Reference             : (J,PR/C,15,(2),579,1977) 
#   Year                  : 1977 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 10 
#   A                     : 21 
#   Isomer                :  
#   Nuclide               : 10-NE-21 
# Reaction: 
#   EXFOR Reaction        : (10-NE-21(P,G),,WID/STR,,RG) 
#   Incident Energy       : 5.0440e+05 eV - 2.0289e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5032.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5032
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   5.0440E+05   2.0000E+03        NAN        NAN          NAN          NAN   1.2000E+00   2.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   5.2480E+05   2.0000E+03        NAN        NAN          NAN          NAN   8.2000E+00   1.6400E+00          NAN          NAN          NAN          NAN          NAN          NAN
   6.7500E+05   2.0000E+03        NAN        NAN          NAN          NAN   5.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.0340E+05   1.5000E+03        NAN        NAN          NAN          NAN   7.5000E+00   1.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   7.6840E+05   1.2000E+03        NAN        NAN          NAN          NAN   3.2000E+01   6.4000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   8.1280E+05   1.2000E+03        NAN        NAN          NAN          NAN   3.1000E+00   6.2000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.4610E+05   1.2000E+03        NAN        NAN          NAN          NAN   4.4000E+00   8.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.7410E+05   1.2000E+03        NAN        NAN          NAN          NAN   1.9000E+00   3.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   9.0800E+05   1.1000E+03        NAN        NAN          NAN          NAN   8.0000E-01   1.6000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.0898E+06   9.0000E+02        NAN        NAN          NAN          NAN   2.0000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.1122E+06   9.0000E+02        NAN        NAN          NAN          NAN   3.2000E+00   6.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.1322E+06   9.0000E+02        NAN        NAN          NAN          NAN   1.4000E+00   2.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.2370E+06   2.1000E+03        NAN        NAN          NAN          NAN   3.2000E+00   6.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.2843E+06   2.1000E+03        NAN        NAN          NAN          NAN   4.0000E+00   8.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3641E+06   2.1000E+03        NAN        NAN          NAN          NAN   4.7000E+00   9.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.4344E+06   1.9000E+03        NAN        NAN          NAN          NAN   1.7000E+00   3.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.4410E+06   1.5000E+03        NAN        NAN          NAN          NAN   1.5000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.4941E+06   1.5000E+03        NAN        NAN          NAN          NAN   3.9000E+00   7.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5428E+06   1.7000E+03        NAN        NAN          NAN          NAN   1.8000E+00   3.6000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5665E+06   1.7000E+03        NAN        NAN          NAN          NAN   9.6000E+00   1.9200E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.7785E+06   1.6000E+03        NAN        NAN          NAN          NAN   3.5000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.8408E+06   1.5000E+03        NAN        NAN          NAN          NAN   2.5000E+01   5.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.9104E+06   1.9000E+03        NAN        NAN          NAN          NAN   3.6000E+00   7.2000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   2.0289E+06   2.0000E+03        NAN        NAN          NAN          NAN   4.9000E+00   9.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
