# Header: 
#   Title                 : 34-SE-76 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : N.Cooper 
#   Institute             : (2GERGER): Germany 
#   Reference             : (J,PR/C,86,034313,2012) 
#   Year                  : 2012 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 34 
#   A                     : 76 
#   Nuclide               : 34-SE-76 
# Reaction: 
#   entry-subent-pointer  :['G0034-002-5'] 
#   EXFOR reaction        :['(34-SE-76(G,EL),,ARE)'] 
#   incident energy       : 2.9506e+06 eV - 8.7094e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0034.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0034
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   2.9506E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.7000E+00          NAN          NAN          NAN          NAN          NAN
   3.2144E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.3000E-01          NAN          NAN          NAN          NAN          NAN
   3.4058E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.2100E+00          NAN          NAN          NAN          NAN          NAN
   3.5286E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.3900E+00          NAN          NAN          NAN          NAN          NAN
   3.5665E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.6200E+00          NAN          NAN          NAN          NAN          NAN
   3.6043E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   7.3000E+00          NAN          NAN          NAN          NAN          NAN
   3.6701E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.3000E+00          NAN          NAN          NAN          NAN          NAN
   3.7520E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.1000E+00          NAN          NAN          NAN          NAN          NAN
   3.7587E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.4500E+01          NAN          NAN          NAN          NAN          NAN
   3.8577E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0700E+00          NAN          NAN          NAN          NAN          NAN
   3.9229E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.2100E+00          NAN          NAN          NAN          NAN          NAN
   4.0462E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.0340E+01          NAN          NAN          NAN          NAN          NAN
   4.0551E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.0900E+01          NAN          NAN          NAN          NAN          NAN
   4.1254E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.3100E+00          NAN          NAN          NAN          NAN          NAN
   4.2187E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.3700E+01          NAN          NAN          NAN          NAN          NAN
   4.3292E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4000E+00          NAN          NAN          NAN          NAN          NAN
   4.5356E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   9.0000E+00          NAN          NAN          NAN          NAN          NAN
   4.6629E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5900E+01          NAN          NAN          NAN          NAN          NAN
   4.7200E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.7000E+00          NAN          NAN          NAN          NAN          NAN
   4.7668E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.3300E+01          NAN          NAN          NAN          NAN          NAN
   4.8798E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1100E+01          NAN          NAN          NAN          NAN          NAN
   4.8869E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.2000E+00          NAN          NAN          NAN          NAN          NAN
   4.9314E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.8000E+00          NAN          NAN          NAN          NAN          NAN
   4.9384E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.0000E+00          NAN          NAN          NAN          NAN          NAN
   4.9713E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.5000E+00          NAN          NAN          NAN          NAN          NAN
   4.9847E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1800E+01          NAN          NAN          NAN          NAN          NAN
   5.0103E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.1000E+01          NAN          NAN          NAN          NAN          NAN
   5.0739E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.6200E+01          NAN          NAN          NAN          NAN          NAN
   5.1220E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.8000E+00          NAN          NAN          NAN          NAN          NAN
   5.1284E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.2000E+00          NAN          NAN          NAN          NAN          NAN
   5.1421E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   7.6000E+00          NAN          NAN          NAN          NAN          NAN
   5.1944E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.0600E+01          NAN          NAN          NAN          NAN          NAN
   5.2394E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2200E+01          NAN          NAN          NAN          NAN          NAN
   5.2842E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.2400E+01          NAN          NAN          NAN          NAN          NAN
   5.2984E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.6600E+01          NAN          NAN          NAN          NAN          NAN
   5.3238E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.1100E+01          NAN          NAN          NAN          NAN          NAN
   5.3468E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.6200E+01          NAN          NAN          NAN          NAN          NAN
   5.3673E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.1000E+00          NAN          NAN          NAN          NAN          NAN
   5.3753E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.6100E+01          NAN          NAN          NAN          NAN          NAN
   5.4112E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.6000E+00          NAN          NAN          NAN          NAN          NAN
   5.4250E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2500E+01          NAN          NAN          NAN          NAN          NAN
   5.6853E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0500E+01          NAN          NAN          NAN          NAN          NAN
   5.7096E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.1800E+01          NAN          NAN          NAN          NAN          NAN
   5.7405E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.8400E+01          NAN          NAN          NAN          NAN          NAN
   5.7731E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.2000E+00          NAN          NAN          NAN          NAN          NAN
   5.7833E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.0300E+01          NAN          NAN          NAN          NAN          NAN
   5.8037E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   7.6000E+00          NAN          NAN          NAN          NAN          NAN
   5.8137E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.9500E+01          NAN          NAN          NAN          NAN          NAN
   5.8420E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.7000E+01          NAN          NAN          NAN          NAN          NAN
   5.8794E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.0300E+01          NAN          NAN          NAN          NAN          NAN
   5.8921E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.3900E+01          NAN          NAN          NAN          NAN          NAN
   5.9972E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.7000E+00          NAN          NAN          NAN          NAN          NAN
   6.0354E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.3600E+01          NAN          NAN          NAN          NAN          NAN
   6.0991E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.1700E+01          NAN          NAN          NAN          NAN          NAN
   6.1312E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2100E+01          NAN          NAN          NAN          NAN          NAN
   6.2474E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.9200E+01          NAN          NAN          NAN          NAN          NAN
   6.2540E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.4400E+01          NAN          NAN          NAN          NAN          NAN
   6.2976E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.3300E+01          NAN          NAN          NAN          NAN          NAN
   6.3156E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.4300E+01          NAN          NAN          NAN          NAN          NAN
   6.3365E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0000E+01          NAN          NAN          NAN          NAN          NAN
   6.3423E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5800E+01          NAN          NAN          NAN          NAN          NAN
   6.3872E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.9300E+01          NAN          NAN          NAN          NAN          NAN
   6.4378E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.5200E+01          NAN          NAN          NAN          NAN          NAN
   6.4487E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0700E+01          NAN          NAN          NAN          NAN          NAN
   6.4974E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.4800E+01          NAN          NAN          NAN          NAN          NAN
   6.5324E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.0500E+01          NAN          NAN          NAN          NAN          NAN
   6.5507E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1200E+01          NAN          NAN          NAN          NAN          NAN
   6.5626E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.5100E+01          NAN          NAN          NAN          NAN          NAN
   6.5701E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5300E+01          NAN          NAN          NAN          NAN          NAN
   6.5959E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.2000E+01          NAN          NAN          NAN          NAN          NAN
   6.6082E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.9900E+01          NAN          NAN          NAN          NAN          NAN
   6.6311E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.0300E+01          NAN          NAN          NAN          NAN          NAN
   6.6912E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.1500E+01          NAN          NAN          NAN          NAN          NAN
   6.7422E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   6.0600E+01          NAN          NAN          NAN          NAN          NAN
   6.7487E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.8400E+01          NAN          NAN          NAN          NAN          NAN
   6.8819E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0600E+01          NAN          NAN          NAN          NAN          NAN
   6.9730E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.6700E+01          NAN          NAN          NAN          NAN          NAN
   6.9925E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.0800E+01          NAN          NAN          NAN          NAN          NAN
   7.2412E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.0700E+01          NAN          NAN          NAN          NAN          NAN
   7.4576E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.8700E+01          NAN          NAN          NAN          NAN          NAN
   7.5080E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.3300E+01          NAN          NAN          NAN          NAN          NAN
   7.5217E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.2200E+01          NAN          NAN          NAN          NAN          NAN
   7.5465E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   5.6800E+01          NAN          NAN          NAN          NAN          NAN
   7.6583E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.3900E+01          NAN          NAN          NAN          NAN          NAN
   7.6982E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.7100E+01          NAN          NAN          NAN          NAN          NAN
   7.9785E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.5200E+01          NAN          NAN          NAN          NAN          NAN
   8.1970E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.6500E+01          NAN          NAN          NAN          NAN          NAN
   8.3944E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.9800E+01          NAN          NAN          NAN          NAN          NAN
   8.5266E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.5200E+01          NAN          NAN          NAN          NAN          NAN
   8.7094E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.1700E+01          NAN          NAN          NAN          NAN          NAN
