# Header: 
#   Title                 : 93-NP-237 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : L.W.Weston 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,NSE,79,184,1981) 
#   Year                  : 1981 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 93 
#   A                     : 237 
#   Nuclide               : 93-NP-237 
# Reaction: 
#   entry-subent-pointer  :['10887-003-3'] 
#   EXFOR reaction        :['(93-NP-237(N,G),,WID)'] 
#   incident energy       : 4.9100e-01 eV - 1.9940e+01 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/108/10887.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10887
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 4.9100E-01        NAN        NAN        NAN        NAN        NAN 4.0300E-02 2.0000E-04        NAN        NAN        NAN        NAN
 1.3200E+00        NAN        NAN        NAN        NAN        NAN 3.7900E-02 6.0000E-04        NAN        NAN        NAN        NAN
 1.4770E+00        NAN        NAN        NAN        NAN        NAN 4.3100E-02 4.0000E-04        NAN        NAN        NAN        NAN
 1.9680E+00        NAN        NAN        NAN        NAN        NAN 3.9700E-02 6.0000E-04        NAN        NAN        NAN        NAN
 3.8640E+00        NAN        NAN        NAN        NAN        NAN 4.0900E-02 6.0000E-04        NAN        NAN        NAN        NAN
 4.2630E+00        NAN        NAN        NAN        NAN        NAN 5.1100E-02 4.2000E-03        NAN        NAN        NAN        NAN
 4.8600E+00        NAN        NAN        NAN        NAN        NAN 4.5100E-02 4.0000E-03        NAN        NAN        NAN        NAN
 5.7760E+00        NAN        NAN        NAN        NAN        NAN 4.4600E-02 6.0000E-04        NAN        NAN        NAN        NAN
 6.3750E+00        NAN        NAN        NAN        NAN        NAN 5.0700E-02 2.8000E-03        NAN        NAN        NAN        NAN
 6.6760E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.1860E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.4200E+00        NAN        NAN        NAN        NAN        NAN 4.8400E-02 2.4000E-03        NAN        NAN        NAN        NAN
 8.3040E+00        NAN        NAN        NAN        NAN        NAN 5.3900E-02 3.8000E-03        NAN        NAN        NAN        NAN
 8.9750E+00        NAN        NAN        NAN        NAN        NAN 4.3400E-02 3.8000E-03        NAN        NAN        NAN        NAN
 9.2960E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0230E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0670E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0840E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1100E+01        NAN        NAN        NAN        NAN        NAN 3.8600E-02 1.4000E-03        NAN        NAN        NAN        NAN
 1.2200E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2610E+01        NAN        NAN        NAN        NAN        NAN 4.5800E-02 1.6000E-03        NAN        NAN        NAN        NAN
 1.3150E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.5820E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.6080E+01        NAN        NAN        NAN        NAN        NAN 5.4500E-02 1.4000E-03        NAN        NAN        NAN        NAN
 1.6850E+01        NAN        NAN        NAN        NAN        NAN 4.8400E-02 6.0000E-03        NAN        NAN        NAN        NAN
 1.7580E+01        NAN        NAN        NAN        NAN        NAN 5.7700E-02 8.6000E-03        NAN        NAN        NAN        NAN
 1.7930E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.8880E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9120E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9940E+01        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
