# Header: 
#   Title                 : 39-Y-89 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : N.Benouaret 
#   Institute             : (3ALGALG): Algeria 
#   Reference             : (J,PR/C,79,014303,2009) 
#   Year                  : 2009 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 39 
#   A                     : 89 
#   Nuclide               : 39-Y-89 
# Reaction: 
#   entry-subent-pointer  :['L0140-002-3'] 
#   EXFOR reaction        :['(39-Y-89(G,EL),,WID/STR)'] 
#   incident energy       : 1.5080e+06 eV - 1.1991e+07 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0140.x4 
#   nds                   : https://nds.iaea.org/EXFOR/L0140
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.5080E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.9000E-02   8.0000E-03          NAN          NAN          NAN          NAN
   2.8817E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4500E-01   1.5000E-02          NAN          NAN          NAN          NAN
   3.0677E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0500E-01   1.2000E-02          NAN          NAN          NAN          NAN
   3.1077E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.3000E-02   7.0000E-03          NAN          NAN          NAN          NAN
   3.1395E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.1000E-02   8.0000E-03          NAN          NAN          NAN          NAN
   3.5166E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.1000E-02   8.0000E-03          NAN          NAN          NAN          NAN
   3.9924E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.4500E-01   1.6000E-02          NAN          NAN          NAN          NAN
   4.1717E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0400E-01   1.3000E-02          NAN          NAN          NAN          NAN
   4.6178E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.9000E-02   1.2000E-02          NAN          NAN          NAN          NAN
   4.6258E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.1000E-02   6.0000E-03          NAN          NAN          NAN          NAN
   4.9935E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   3.9000E-02   1.3000E-02          NAN          NAN          NAN          NAN
   5.0854E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E-02   1.3000E-02          NAN          NAN          NAN          NAN
   5.1677E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.0800E-01   2.8000E-02          NAN          NAN          NAN          NAN
   5.4194E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3000E-01   2.3000E-02          NAN          NAN          NAN          NAN
   5.6144E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   4.9000E-02   1.6000E-02          NAN          NAN          NAN          NAN
   5.6258E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.1900E-01   5.8000E-02          NAN          NAN          NAN          NAN
   5.6539E+06   1.5000E+03        NAN        NAN          NAN          NAN          NAN          NAN   5.0000E-02   2.5000E-02          NAN          NAN          NAN          NAN
   5.7894E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.7000E-02   1.7000E-02          NAN          NAN          NAN          NAN
   5.7964E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.6000E-02   1.7000E-02          NAN          NAN          NAN          NAN
   5.9107E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.7300E-01   7.3000E-02          NAN          NAN          NAN          NAN
   5.9234E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.3000E-02   1.8000E-02          NAN          NAN          NAN          NAN
   6.1229E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.7100E-01   5.0000E-02          NAN          NAN          NAN          NAN
   6.2063E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   3.5000E-01   5.0000E-02          NAN          NAN          NAN          NAN
   6.2756E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1910E+00   4.4100E-01          NAN          NAN          NAN          NAN
   6.2976E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.2200E-01   8.3000E-02          NAN          NAN          NAN          NAN
   6.3316E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.5200E-01   6.3000E-02          NAN          NAN          NAN          NAN
   6.3591E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.3100E-01   7.4000E-02          NAN          NAN          NAN          NAN
   6.3982E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0120E+00   1.0700E-01          NAN          NAN          NAN          NAN
   6.4415E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0360E+00   1.0800E-01          NAN          NAN          NAN          NAN
   6.4723E+06   1.8000E+03        NAN        NAN          NAN          NAN          NAN          NAN   1.3100E-01   4.4000E-02          NAN          NAN          NAN          NAN
   6.4790E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.6000E-02   3.3000E-02          NAN          NAN          NAN          NAN
   6.4935E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9700E-01   4.4000E-02          NAN          NAN          NAN          NAN
   6.5323E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.6600E-01   8.9000E-02          NAN          NAN          NAN          NAN
   6.5922E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1800E-01   5.7000E-02          NAN          NAN          NAN          NAN
   6.6089E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9300E-01   3.4000E-02          NAN          NAN          NAN          NAN
   6.6516E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3800E-01   3.5000E-02          NAN          NAN          NAN          NAN
   6.6668E+06   8.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.3900E-01   3.5000E-02          NAN          NAN          NAN          NAN
   6.7280E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.9000E-02   2.4000E-02          NAN          NAN          NAN          NAN
   6.7511E+06   1.2000E+03        NAN        NAN          NAN          NAN          NAN          NAN   9.5000E-02   2.4000E-02          NAN          NAN          NAN          NAN
   6.7720E+06   1.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0700E-01   2.4000E-02          NAN          NAN          NAN          NAN
   6.7829E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.5100E-01   3.6000E-02          NAN          NAN          NAN          NAN
   6.7982E+06   5.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.2100E-01   6.0000E-02          NAN          NAN          NAN          NAN
