# Header: 
#   Title                 : 50-SN-116 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : K.Govaert 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,57,2229,1998) 
#   Year                  : 1998 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 50 
#   A                     : 116 
#   Nuclide               : 50-SN-116 
# Reaction: 
#   entry-subent-pointer  :{0: 'M0791-002-4', 1: 'M0791-002-4', 2: 'M0791-002-4', 3: 'M0791-002-4', 4: 'M0791-002-4', 5: 'M0791-002-4', 6: 'M0791-002-4', 7: 'M0791-002-4', 8: 'M0791-002-4', 9: 'M0791-002-4', 10: 'M0791-002-4', 11: 'M0791-002-4', 12: 'M0791-002-4', 13: 'M0791-002-4', 14: 'M0791-002-4', 15: 'M0791-002-4', 16: 'M0791-002-4', 17: 'M0791-002-4', 18: 'M0791-002-4', 19: 'M0791-002-4', 20: 'M0791-002-4', 21: 'M0791-002-4', 22: 'M0791-002-4', 23: 'M0791-002-4', 24: 'M0791-002-4', 25: 'M0791-002-4', 26: 'M0791-002-4', 27: 'M0791-002-4', 28: 'M0791-002-4', 29: 'M0791-002-4', 30: 'M0791-002-4', 31: 'M0791-002-4', 32: 'M0791-002-4', 33: 'M0791-002-4', 34: 'M0791-002-4', 35: 'M0791-002-4', 36: 'M0791-002-4', 37: 'M0791-002-4', 38: 'M0791-002-4', 39: 'M0791-002-4', 40: 'M0791-002-4', 41: 'M0791-002-4', 42: 'M0791-002-4', 43: 'M0791-002-4', 44: 'M0791-002-4', 45: 'M0791-002-4', 46: 'M0791-002-4', 47: 'M0791-002-4', 48: 'M0791-002-4', 49: 'M0791-002-4', 50: 'M0791-002-4', 51: 'M0791-002-4', 52: 'M0791-002-4', 53: 'M0791-002-4', 54: 'M0791-002-4', 55: 'M0791-002-4', 56: 'M0791-002-4', 57: 'M0791-002-4', 58: 'M0791-002-4', 59: 'M0791-002-4', 60: 'M0791-002-4', 61: 'M0791-002-4', 62: 'M0791-002-4', 63: 'M0791-002-4', 64: 'M0791-002-4', 65: 'M0791-002-4', 66: 'M0791-002-4', 67: 'M0791-002-4', 68: 'M0791-002-4', 69: 'M0791-002-4', 70: 'M0791-002-4', 71: 'M0791-002-4'} 
#   EXFOR reaction        :{0: '(50-SN-116(G,EL),,WID)', 1: '(50-SN-116(G,EL),,WID)', 2: '(50-SN-116(G,EL),,WID)', 3: '(50-SN-116(G,EL),,WID)', 4: '(50-SN-116(G,EL),,WID)', 5: '(50-SN-116(G,EL),,WID)', 6: '(50-SN-116(G,EL),,WID)', 7: '(50-SN-116(G,EL),,WID)', 8: '(50-SN-116(G,EL),,WID)', 9: '(50-SN-116(G,EL),,WID)', 10: '(50-SN-116(G,EL),,WID)', 11: '(50-SN-116(G,EL),,WID)', 12: '(50-SN-116(G,EL),,WID)', 13: '(50-SN-116(G,EL),,WID)', 14: '(50-SN-116(G,EL),,WID)', 15: '(50-SN-116(G,EL),,WID)', 16: '(50-SN-116(G,EL),,WID)', 17: '(50-SN-116(G,EL),,WID)', 18: '(50-SN-116(G,EL),,WID)', 19: '(50-SN-116(G,EL),,WID)', 20: '(50-SN-116(G,EL),,WID)', 21: '(50-SN-116(G,EL),,WID)', 22: '(50-SN-116(G,EL),,WID)', 23: '(50-SN-116(G,EL),,WID)', 24: '(50-SN-116(G,EL),,WID)', 25: '(50-SN-116(G,EL),,WID)', 26: '(50-SN-116(G,EL),,WID)', 27: '(50-SN-116(G,EL),,WID)', 28: '(50-SN-116(G,EL),,WID)', 29: '(50-SN-116(G,EL),,WID)', 30: '(50-SN-116(G,EL),,WID)', 31: '(50-SN-116(G,EL),,WID)', 32: '(50-SN-116(G,EL),,WID)', 33: '(50-SN-116(G,EL),,WID)', 34: '(50-SN-116(G,EL),,WID)', 35: '(50-SN-116(G,EL),,WID)', 36: '(50-SN-116(G,EL),,WID)', 37: '(50-SN-116(G,EL),,WID)', 38: '(50-SN-116(G,EL),,WID)', 39: '(50-SN-116(G,EL),,WID)', 40: '(50-SN-116(G,EL),,WID)', 41: '(50-SN-116(G,EL),,WID)', 42: '(50-SN-116(G,EL),,WID)', 43: '(50-SN-116(G,EL),,WID)', 44: '(50-SN-116(G,EL),,WID)', 45: '(50-SN-116(G,EL),,WID)', 46: '(50-SN-116(G,EL),,WID)', 47: '(50-SN-116(G,EL),,WID)', 48: '(50-SN-116(G,EL),,WID)', 49: '(50-SN-116(G,EL),,WID)', 50: '(50-SN-116(G,EL),,WID)', 51: '(50-SN-116(G,EL),,WID)', 52: '(50-SN-116(G,EL),,WID)', 53: '(50-SN-116(G,EL),,WID)', 54: '(50-SN-116(G,EL),,WID)', 55: '(50-SN-116(G,EL),,WID)', 56: '(50-SN-116(G,EL),,WID)', 57: '(50-SN-116(G,EL),,WID)', 58: '(50-SN-116(G,EL),,WID)', 59: '(50-SN-116(G,EL),,WID)', 60: '(50-SN-116(G,EL),,WID)', 61: '(50-SN-116(G,EL),,WID)', 62: '(50-SN-116(G,EL),,WID)', 63: '(50-SN-116(G,EL),,WID)', 64: '(50-SN-116(G,EL),,WID)', 65: '(50-SN-116(G,EL),,WID)', 66: '(50-SN-116(G,EL),,WID)', 67: '(50-SN-116(G,EL),,WID)', 68: '(50-SN-116(G,EL),,WID)', 69: '(50-SN-116(G,EL),,WID)', 70: '(50-SN-116(G,EL),,WID)', 71: '(50-SN-116(G,EL),,WID)'} 
#   incident energy       : 4.1998e+06 eV - 8.7397e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0791.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0791
#
#        E_in(eV)          dE_in(eV)    data(G,TOT)(eV)       ddata(G,TOT)       data(G,G)         ddata(G,G)        data(G,EL)       ddata(G,EL)        data(G,F)        ddata(G,F)         data(G,A)        ddata(G,A)            spin_j        momentum_l
        4.1998E+06               NAN               NAN               NAN               NAN               NAN        7.3000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.5471E+06               NAN               NAN               NAN               NAN               NAN        9.5000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8928E+06               NAN               NAN               NAN               NAN               NAN        6.0000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9803E+06               NAN               NAN               NAN               NAN               NAN        1.3500E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.0857E+06               NAN               NAN               NAN               NAN               NAN        7.2000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.3912E+06               NAN               NAN               NAN               NAN               NAN        4.2000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.4535E+06               NAN               NAN               NAN               NAN               NAN        2.1200E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.5507E+06               NAN               NAN               NAN               NAN               NAN        9.9000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.5554E+06               NAN               NAN               NAN               NAN               NAN        1.2800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.6302E+06               NAN               NAN               NAN               NAN               NAN        6.6000E-02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        5.8347E+06               NAN               NAN               NAN               NAN               NAN        2.6900E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.0062E+06               NAN               NAN               NAN               NAN               NAN        3.8800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.0830E+06               NAN               NAN               NAN               NAN               NAN        1.7000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.0887E+06               NAN               NAN               NAN               NAN               NAN        5.3800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.1805E+06               NAN               NAN               NAN               NAN               NAN        4.2800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.2167E+06               NAN               NAN               NAN               NAN               NAN        4.9000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.2890E+06               NAN               NAN               NAN               NAN               NAN        1.0020E+00               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.2987E+06               NAN               NAN               NAN               NAN               NAN        2.9600E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3230E+06               NAN               NAN               NAN               NAN               NAN        1.7800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3393E+06               NAN               NAN               NAN               NAN               NAN        3.9000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3636E+06               NAN               NAN               NAN               NAN               NAN        4.9300E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3719E+06               NAN               NAN               NAN               NAN               NAN        5.1200E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.3985E+06               NAN               NAN               NAN               NAN               NAN        4.7900E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4231E+06               NAN               NAN               NAN               NAN               NAN        4.5400E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4465E+06               NAN               NAN               NAN               NAN               NAN        4.5100E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4572E+06               NAN               NAN               NAN               NAN               NAN        2.4200E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4661E+06               NAN               NAN               NAN               NAN               NAN        2.5400E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4723E+06               NAN               NAN               NAN               NAN               NAN        7.7000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.4841E+06               NAN               NAN               NAN               NAN               NAN        5.5100E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.5076E+06               NAN               NAN               NAN               NAN               NAN        5.7600E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.5187E+06               NAN               NAN               NAN               NAN               NAN        5.1200E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.5819E+06               NAN               NAN               NAN               NAN               NAN        4.7700E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.5932E+06               NAN               NAN               NAN               NAN               NAN        4.1800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.6549E+06               NAN               NAN               NAN               NAN               NAN        1.7300E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.7414E+06               NAN               NAN               NAN               NAN               NAN        1.7300E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.7495E+06               NAN               NAN               NAN               NAN               NAN        2.3700E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.8341E+06               NAN               NAN               NAN               NAN               NAN        1.6200E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.8770E+06               NAN               NAN               NAN               NAN               NAN        1.1500E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.8894E+06               NAN               NAN               NAN               NAN               NAN        4.7300E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        6.9673E+06               NAN               NAN               NAN               NAN               NAN        1.7300E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.0115E+06               NAN               NAN               NAN               NAN               NAN        3.8000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.1256E+06               NAN               NAN               NAN               NAN               NAN        3.1800E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.1458E+06               NAN               NAN               NAN               NAN               NAN        2.0400E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.1547E+06               NAN               NAN               NAN               NAN               NAN        3.9000E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.1650E+06               NAN               NAN               NAN               NAN               NAN        2.6600E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        7.2037E+06               NAN               NAN               NAN               NAN               NAN        1.7100E-01               NAN               NAN               NAN               NAN               NAN               NAN               NAN
