# Header: 
#   Title                 : 8-O-17 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : T0411-004-4 
#   First Author          : W.E.Kieser 
#   Institute             : (1CANTOR): University of Toronto, Toronto, Ontario 
#   Reference             : (J,NP/A,331,155,1979) 
#   Year                  : 1979 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 17 
#   Isomer                :  
#   Nuclide               : 8-O-17 
# Reaction: 
#   EXFOR Reaction        : (8-O-17(P,TOT),,WID) 
#   Incident Energy Type   : 5.1800e+05 eV - 1.3380e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T04/T0411.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0411
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   5.1800E+05          NAN        4.0        NAN   2.4400E+02   3.1000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2500E+05          NAN        1.0        NAN   3.4000E+01   3.3000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.8800E+05          NAN        3.0        NAN   1.4000E+04   5.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.7050E+05          NAN        3.0        NAN   1.9300E+02   2.5000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.7300E+05          NAN        3.0        NAN   1.7800E+02   3.5000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.8800E+05          NAN        1.0        NAN   6.0200E+02   1.2000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.1600E+05          NAN        2.0        NAN   1.0000E+04   5.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.4600E+05          NAN        3.0        NAN   9.5100E+02   1.4200E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.2400E+05          NAN        2.0        NAN   3.9500E+02   8.8000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.2700E+05          NAN        3.0        NAN   4.0000E+02   9.4000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0150E+06          NAN        5.0        NAN   5.6100E+02   1.3200E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0900E+06          NAN        1.0        NAN   8.0000E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0980E+06          NAN        2.0        NAN   5.9900E+02   7.3000E+01          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2470E+06          NAN        4.0        NAN   9.1500E+03   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2720E+06          NAN        2.0        NAN   8.8070E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2760E+06          NAN        2.0        NAN   2.9600E+03   4.5500E+02          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.3380E+06          NAN        3.0        NAN   5.0300E+03   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
