# Header: 
#   Title                 : 26-FE-54 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,324,(1),63,197907) 
#   Year                  : 1979 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 26 
#   A                     : 54 
#   Nuclide               : 26-FE-54 
# Reaction: 
#   entry-subent-pointer  :['E0205-002-3'] 
#   EXFOR reaction        :['(26-FE-54(P,EL),,WID)'] 
#   incident energy       : 3.2834e+06 eV - 4.0116e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E02/E0205.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0205
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.7999E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.7540E+02   1.7400E+01          NAN          NAN          NAN          NAN
   3.8041E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   4.8360E+02   7.1000E+00          NAN          NAN          NAN          NAN
   3.8055E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   8.4000E+02   2.3000E+01          NAN          NAN          NAN          NAN
   3.8163E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   6.2580E+02   4.1000E+01          NAN          NAN          NAN          NAN
   3.8276E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.2500E+01   8.8000E+00          NAN          NAN          NAN          NAN
   3.8378E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   3.8474E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0490E+03   1.2000E+02          NAN          NAN          NAN          NAN
   3.8836E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.7790E+02   3.8300E+01          NAN          NAN          NAN          NAN
   3.8877E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0900E+01   8.4000E+00          NAN          NAN          NAN          NAN
   3.8905E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.1350E+02   1.5000E+01          NAN          NAN          NAN          NAN
   3.8995E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.3860E+03   1.5000E+02          NAN          NAN          NAN          NAN
   3.9020E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   4.2510E+02   5.7900E+01          NAN          NAN          NAN          NAN
   3.9171E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.9570E+02   3.0000E+01          NAN          NAN          NAN          NAN
   3.9392E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.5000E+01   3.8000E+00          NAN          NAN          NAN          NAN
   3.9581E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.6450E+02   2.7900E+01          NAN          NAN          NAN          NAN
   3.9668E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0370E+02   2.0000E+01          NAN          NAN          NAN          NAN
   3.9685E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.3220E+02   2.5300E+01          NAN          NAN          NAN          NAN
   3.9870E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.0570E+04   2.0000E+03          NAN          NAN          NAN          NAN
   3.9947E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.8510E+02   4.0000E+01          NAN          NAN          NAN          NAN
   4.0086E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.8040E+03   2.0000E+02          NAN          NAN          NAN          NAN
   4.0116E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   9.0300E+01   1.1000E+01          NAN          NAN          NAN          NAN
