# Header: 
#   Title                 : 26-FE-54 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,324,(1),63,197907) 
#   Year                  : 1979 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 26 
#   A                     : 54 
#   Nuclide               : 26-FE-54 
# Reaction: 
#   entry-subent-pointer  :['E0205-002-3'] 
#   EXFOR reaction        :['(26-FE-54(P,EL),,WID)'] 
#   incident energy       : 3.2834e+06 eV - 4.0116e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E02/E0205.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0205
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.2834E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.7600E+01   1.0300E+01          NAN          NAN          NAN          NAN
   3.2878E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.4490E+03   1.5000E+02          NAN          NAN          NAN          NAN
   3.2946E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   4.2650E+02   4.0400E+01          NAN          NAN          NAN          NAN
   3.3698E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   9.7100E+01   5.0000E+00          NAN          NAN          NAN          NAN
   3.3794E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2650E+02   1.2900E+01          NAN          NAN          NAN          NAN
   3.3831E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.3500E+03   2.2000E+02          NAN          NAN          NAN          NAN
   3.3845E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   2.0980E+02   1.4700E+01          NAN          NAN          NAN          NAN
   3.3914E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.1740E+02   2.2700E+01          NAN          NAN          NAN          NAN
   3.4134E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.6860E+02   2.9200E+01          NAN          NAN          NAN          NAN
   3.4181E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   8.1240E+02   3.6000E+01          NAN          NAN          NAN          NAN
   3.4324E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.0100E+01   7.9000E+00          NAN          NAN          NAN          NAN
   3.4415E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.0040E+02   6.6000E+00          NAN          NAN          NAN          NAN
   3.4541E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.7800E+01   2.6000E+00          NAN          NAN          NAN          NAN
   3.4647E+06          NAN        4.5        NAN          NAN          NAN          NAN          NAN   4.3100E+01   4.3000E+00          NAN          NAN          NAN          NAN
   3.4656E+06          NAN        4.5        NAN          NAN          NAN          NAN          NAN   5.0000E+00   3.5000E+00          NAN          NAN          NAN          NAN
   3.4714E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.3900E+04   7.6000E+02          NAN          NAN          NAN          NAN
   3.4910E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   3.8490E+03   3.4000E+02          NAN          NAN          NAN          NAN
   3.5015E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.6440E+02   1.7800E+01          NAN          NAN          NAN          NAN
   3.5050E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.8500E+01   9.5000E+00          NAN          NAN          NAN          NAN
   3.5640E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.7000E+01   1.0400E+01          NAN          NAN          NAN          NAN
   3.5651E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   4.2320E+02   2.5300E+01          NAN          NAN          NAN          NAN
   3.5675E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.2400E+01   1.1800E+01          NAN          NAN          NAN          NAN
   3.5742E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.7700E+01   1.2400E+01          NAN          NAN          NAN          NAN
   3.5808E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   9.8700E+01   9.6000E+00          NAN          NAN          NAN          NAN
   3.6281E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   8.5700E+01   5.6000E+00          NAN          NAN          NAN          NAN
   3.6433E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.4050E+02   1.0400E+01          NAN          NAN          NAN          NAN
   3.6498E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.4110E+02   1.3600E+01          NAN          NAN          NAN          NAN
   3.6597E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.2720E+02   7.4000E+00          NAN          NAN          NAN          NAN
   3.6621E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   2.2880E+02   1.0400E+01          NAN          NAN          NAN          NAN
   3.6679E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   3.5000E+01   1.5000E+01          NAN          NAN          NAN          NAN
   3.6694E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.4900E+01          NAN          NAN          NAN          NAN          NAN
   3.6797E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   4.0530E+03   4.5000E+02          NAN          NAN          NAN          NAN
   3.6901E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   1.8510E+02   1.5300E+01          NAN          NAN          NAN          NAN
   3.7216E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   1.9200E+02   1.3600E+01          NAN          NAN          NAN          NAN
   3.7468E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   5.8580E+02   6.0000E+01          NAN          NAN          NAN          NAN
   3.7470E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   3.9630E+02   4.0500E+01          NAN          NAN          NAN          NAN
   3.7504E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   9.6000E+00   7.5000E+00          NAN          NAN          NAN          NAN
   3.7537E+06          NAN        1.5        NAN          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   3.7551E+06          NAN        2.5        NAN          NAN          NAN          NAN          NAN   1.4600E+01   6.9000E+00          NAN          NAN          NAN          NAN
   3.7751E+06          NAN        0.5        NAN          NAN          NAN          NAN          NAN   6.4490E+02   3.1400E+01          NAN          NAN          NAN          NAN
