# Header: 
#   Title                 : 26-FE-54 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : E.Arai 
#   Institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
#   Reference             : (J,NP/A,324,(1),63,197907) 
#   Year                  : 1979 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 26 
#   A                     : 54 
#   Nuclide               : 26-FE-54 
# Reaction: 
#   entry-subent-pointer  :{46: 'E0205-002-3', 47: 'E0205-002-3', 48: 'E0205-002-3', 49: 'E0205-002-3', 50: 'E0205-002-3', 51: 'E0205-002-3', 52: 'E0205-002-3', 53: 'E0205-002-3', 54: 'E0205-002-3', 55: 'E0205-002-3', 56: 'E0205-002-3', 57: 'E0205-002-3', 58: 'E0205-002-3', 59: 'E0205-002-3', 60: 'E0205-002-3', 61: 'E0205-002-3', 62: 'E0205-002-3', 63: 'E0205-002-3', 64: 'E0205-002-3', 65: 'E0205-002-3', 66: 'E0205-002-3', 67: 'E0205-002-3', 68: 'E0205-002-3', 69: 'E0205-002-3', 70: 'E0205-002-3', 71: 'E0205-002-3', 72: 'E0205-002-3', 73: 'E0205-002-3', 74: 'E0205-002-3', 75: 'E0205-002-3', 76: 'E0205-002-3', 77: 'E0205-002-3', 78: 'E0205-002-3', 79: 'E0205-002-3', 80: 'E0205-002-3', 81: 'E0205-002-3', 82: 'E0205-002-3', 83: 'E0205-002-3', 84: 'E0205-002-3', 85: 'E0205-002-3', 86: 'E0205-002-3', 87: 'E0205-002-3', 88: 'E0205-002-3', 89: 'E0205-002-3', 90: 'E0205-002-3', 91: 'E0205-002-3', 92: 'E0205-002-3', 93: 'E0205-002-3', 94: 'E0205-002-3', 95: 'E0205-002-3', 96: 'E0205-002-3', 97: 'E0205-002-3', 98: 'E0205-002-3', 99: 'E0205-002-3', 100: 'E0205-002-3', 101: 'E0205-002-3', 102: 'E0205-002-3', 103: 'E0205-002-3', 104: 'E0205-002-3', 105: 'E0205-002-3', 106: 'E0205-002-3'} 
#   EXFOR reaction        :{46: '(26-FE-54(P,EL),,WID)', 47: '(26-FE-54(P,EL),,WID)', 48: '(26-FE-54(P,EL),,WID)', 49: '(26-FE-54(P,EL),,WID)', 50: '(26-FE-54(P,EL),,WID)', 51: '(26-FE-54(P,EL),,WID)', 52: '(26-FE-54(P,EL),,WID)', 53: '(26-FE-54(P,EL),,WID)', 54: '(26-FE-54(P,EL),,WID)', 55: '(26-FE-54(P,EL),,WID)', 56: '(26-FE-54(P,EL),,WID)', 57: '(26-FE-54(P,EL),,WID)', 58: '(26-FE-54(P,EL),,WID)', 59: '(26-FE-54(P,EL),,WID)', 60: '(26-FE-54(P,EL),,WID)', 61: '(26-FE-54(P,EL),,WID)', 62: '(26-FE-54(P,EL),,WID)', 63: '(26-FE-54(P,EL),,WID)', 64: '(26-FE-54(P,EL),,WID)', 65: '(26-FE-54(P,EL),,WID)', 66: '(26-FE-54(P,EL),,WID)', 67: '(26-FE-54(P,EL),,WID)', 68: '(26-FE-54(P,EL),,WID)', 69: '(26-FE-54(P,EL),,WID)', 70: '(26-FE-54(P,EL),,WID)', 71: '(26-FE-54(P,EL),,WID)', 72: '(26-FE-54(P,EL),,WID)', 73: '(26-FE-54(P,EL),,WID)', 74: '(26-FE-54(P,EL),,WID)', 75: '(26-FE-54(P,EL),,WID)', 76: '(26-FE-54(P,EL),,WID)', 77: '(26-FE-54(P,EL),,WID)', 78: '(26-FE-54(P,EL),,WID)', 79: '(26-FE-54(P,EL),,WID)', 80: '(26-FE-54(P,EL),,WID)', 81: '(26-FE-54(P,EL),,WID)', 82: '(26-FE-54(P,EL),,WID)', 83: '(26-FE-54(P,EL),,WID)', 84: '(26-FE-54(P,EL),,WID)', 85: '(26-FE-54(P,EL),,WID)', 86: '(26-FE-54(P,EL),,WID)', 87: '(26-FE-54(P,EL),,WID)', 88: '(26-FE-54(P,EL),,WID)', 89: '(26-FE-54(P,EL),,WID)', 90: '(26-FE-54(P,EL),,WID)', 91: '(26-FE-54(P,EL),,WID)', 92: '(26-FE-54(P,EL),,WID)', 93: '(26-FE-54(P,EL),,WID)', 94: '(26-FE-54(P,EL),,WID)', 95: '(26-FE-54(P,EL),,WID)', 96: '(26-FE-54(P,EL),,WID)', 97: '(26-FE-54(P,EL),,WID)', 98: '(26-FE-54(P,EL),,WID)', 99: '(26-FE-54(P,EL),,WID)', 100: '(26-FE-54(P,EL),,WID)', 101: '(26-FE-54(P,EL),,WID)', 102: '(26-FE-54(P,EL),,WID)', 103: '(26-FE-54(P,EL),,WID)', 104: '(26-FE-54(P,EL),,WID)', 105: '(26-FE-54(P,EL),,WID)', 106: '(26-FE-54(P,EL),,WID)'} 
#   incident energy       : 3.2834e+00 eV - 4.0116e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E02/E0205.x4 
#   nds                   : https://nds.iaea.org/EXFOR/E0205
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        3.2834E+00               NAN               NAN               NAN               NAN               NAN        1.7600E+01        1.0300E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.2878E+00               NAN               NAN               NAN               NAN               NAN        1.4490E+03        1.5000E+02               NAN               NAN               NAN               NAN               1.5               NAN
        3.2946E+00               NAN               NAN               NAN               NAN               NAN        4.2650E+02        4.0400E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.3698E+00               NAN               NAN               NAN               NAN               NAN        9.7100E+01        5.0000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        3.3794E+00               NAN               NAN               NAN               NAN               NAN        1.2650E+02        1.2900E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.3831E+00               NAN               NAN               NAN               NAN               NAN        1.3500E+03        2.2000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        3.3845E+00               NAN               NAN               NAN               NAN               NAN        2.0980E+02        1.4700E+01               NAN               NAN               NAN               NAN               2.5               NAN
        3.3914E+00               NAN               NAN               NAN               NAN               NAN        4.1740E+02        2.2700E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.4134E+00               NAN               NAN               NAN               NAN               NAN        1.6860E+02        2.9200E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.4181E+00               NAN               NAN               NAN               NAN               NAN        8.1240E+02        3.6000E+01               NAN               NAN               NAN               NAN               2.5               NAN
        3.4324E+00               NAN               NAN               NAN               NAN               NAN        3.0100E+01        7.9000E+00               NAN               NAN               NAN               NAN               1.5               NAN
        3.4415E+00               NAN               NAN               NAN               NAN               NAN        1.0040E+02        6.6000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        3.4541E+00               NAN               NAN               NAN               NAN               NAN        3.7800E+01        2.6000E+00               NAN               NAN               NAN               NAN               1.5               NAN
        3.4647E+00               NAN               NAN               NAN               NAN               NAN        4.3100E+01        4.3000E+00               NAN               NAN               NAN               NAN               4.5               NAN
        3.4656E+00               NAN               NAN               NAN               NAN               NAN        5.0000E+00        3.5000E+00               NAN               NAN               NAN               NAN               4.5               NAN
        3.4714E+00               NAN               NAN               NAN               NAN               NAN        1.3900E+04        7.6000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        3.4910E+00               NAN               NAN               NAN               NAN               NAN        3.8490E+03        3.4000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        3.5015E+00               NAN               NAN               NAN               NAN               NAN        2.6440E+02        1.7800E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.5050E+00               NAN               NAN               NAN               NAN               NAN        1.8500E+01        9.5000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        3.5640E+00               NAN               NAN               NAN               NAN               NAN        1.7000E+01        1.0400E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.5651E+00               NAN               NAN               NAN               NAN               NAN        4.2320E+02        2.5300E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.5675E+00               NAN               NAN               NAN               NAN               NAN        6.2400E+01        1.1800E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.5742E+00               NAN               NAN               NAN               NAN               NAN        2.7700E+01        1.2400E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.5808E+00               NAN               NAN               NAN               NAN               NAN        9.8700E+01        9.6000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        3.6281E+00               NAN               NAN               NAN               NAN               NAN        8.5700E+01        5.6000E+00               NAN               NAN               NAN               NAN               1.5               NAN
        3.6433E+00               NAN               NAN               NAN               NAN               NAN        1.4050E+02        1.0400E+01               NAN               NAN               NAN               NAN               2.5               NAN
        3.6498E+00               NAN               NAN               NAN               NAN               NAN        1.4110E+02        1.3600E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.6597E+00               NAN               NAN               NAN               NAN               NAN        1.2720E+02        7.4000E+00               NAN               NAN               NAN               NAN               0.5               NAN
        3.6621E+00               NAN               NAN               NAN               NAN               NAN        2.2880E+02        1.0400E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.6679E+00               NAN               NAN               NAN               NAN               NAN        3.5000E+01        1.5000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.6694E+00               NAN               NAN               NAN               NAN               NAN        1.4900E+01               NAN               NAN               NAN               NAN               NAN               1.5               NAN
        3.6797E+00               NAN               NAN               NAN               NAN               NAN        4.0530E+03        4.5000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        3.6901E+00               NAN               NAN               NAN               NAN               NAN        1.8510E+02        1.5300E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.7216E+00               NAN               NAN               NAN               NAN               NAN        1.9200E+02        1.3600E+01               NAN               NAN               NAN               NAN               0.5               NAN
        3.7468E+00               NAN               NAN               NAN               NAN               NAN        5.8580E+02        6.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
        3.7470E+00               NAN               NAN               NAN               NAN               NAN        3.9630E+02        4.0500E+01               NAN               NAN               NAN               NAN               2.5               NAN
        3.7504E+00               NAN               NAN               NAN               NAN               NAN        9.6000E+00        7.5000E+00               NAN               NAN               NAN               NAN               2.5               NAN
        3.7537E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               1.5               NAN
