# Header: 
#   Title                 : 26-FE-54 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : D.P.Lindstrom 
#   Institute             : (1USATNL): Triangle Universities Nuclear Laboratory , Durham, NC 
#   Reference             : (J,NP/A,168,37,1971) 
#   Year                  : 1971 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 26 
#   A                     : 54 
#   Nuclide               : 26-FE-54 
# Reaction: 
#   entry-subent-pointer  :{0: 'F1076-008-0', 1: 'F1076-008-0', 2: 'F1076-008-0', 3: 'F1076-008-0', 4: 'F1076-008-0', 5: 'F1076-008-0', 6: 'F1076-008-0', 7: 'F1076-008-0', 8: 'F1076-008-0', 9: 'F1076-008-0', 10: 'F1076-008-0', 11: 'F1076-008-0', 12: 'F1076-008-0', 13: 'F1076-008-0', 14: 'F1076-008-0', 15: 'F1076-008-0', 16: 'F1076-008-0', 17: 'F1076-008-0', 18: 'F1076-008-0', 19: 'F1076-008-0', 20: 'F1076-008-0', 21: 'F1076-008-0', 22: 'F1076-008-0', 23: 'F1076-008-0', 24: 'F1076-008-0', 25: 'F1076-008-0', 26: 'F1076-008-0', 27: 'F1076-008-0', 28: 'F1076-008-0', 29: 'F1076-008-0', 30: 'F1076-008-0', 31: 'F1076-008-0', 32: 'F1076-008-0', 33: 'F1076-008-0', 34: 'F1076-008-0', 35: 'F1076-008-0', 36: 'F1076-008-0', 37: 'F1076-008-0', 38: 'F1076-008-0', 39: 'F1076-008-0', 40: 'F1076-008-0', 41: 'F1076-008-0', 42: 'F1076-008-0', 43: 'F1076-008-0', 44: 'F1076-008-0', 45: 'F1076-008-0'} 
#   EXFOR reaction        :{0: '(26-FE-54(P,EL),,WID)', 1: '(26-FE-54(P,EL),,WID)', 2: '(26-FE-54(P,EL),,WID)', 3: '(26-FE-54(P,EL),,WID)', 4: '(26-FE-54(P,EL),,WID)', 5: '(26-FE-54(P,EL),,WID)', 6: '(26-FE-54(P,EL),,WID)', 7: '(26-FE-54(P,EL),,WID)', 8: '(26-FE-54(P,EL),,WID)', 9: '(26-FE-54(P,EL),,WID)', 10: '(26-FE-54(P,EL),,WID)', 11: '(26-FE-54(P,EL),,WID)', 12: '(26-FE-54(P,EL),,WID)', 13: '(26-FE-54(P,EL),,WID)', 14: '(26-FE-54(P,EL),,WID)', 15: '(26-FE-54(P,EL),,WID)', 16: '(26-FE-54(P,EL),,WID)', 17: '(26-FE-54(P,EL),,WID)', 18: '(26-FE-54(P,EL),,WID)', 19: '(26-FE-54(P,EL),,WID)', 20: '(26-FE-54(P,EL),,WID)', 21: '(26-FE-54(P,EL),,WID)', 22: '(26-FE-54(P,EL),,WID)', 23: '(26-FE-54(P,EL),,WID)', 24: '(26-FE-54(P,EL),,WID)', 25: '(26-FE-54(P,EL),,WID)', 26: '(26-FE-54(P,EL),,WID)', 27: '(26-FE-54(P,EL),,WID)', 28: '(26-FE-54(P,EL),,WID)', 29: '(26-FE-54(P,EL),,WID)', 30: '(26-FE-54(P,EL),,WID)', 31: '(26-FE-54(P,EL),,WID)', 32: '(26-FE-54(P,EL),,WID)', 33: '(26-FE-54(P,EL),,WID)', 34: '(26-FE-54(P,EL),,WID)', 35: '(26-FE-54(P,EL),,WID)', 36: '(26-FE-54(P,EL),,WID)', 37: '(26-FE-54(P,EL),,WID)', 38: '(26-FE-54(P,EL),,WID)', 39: '(26-FE-54(P,EL),,WID)', 40: '(26-FE-54(P,EL),,WID)', 41: '(26-FE-54(P,EL),,WID)', 42: '(26-FE-54(P,EL),,WID)', 43: '(26-FE-54(P,EL),,WID)', 44: '(26-FE-54(P,EL),,WID)', 45: '(26-FE-54(P,EL),,WID)'} 
#   incident energy       : 1.8017e+00 eV - 3.2883e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F10/F1076.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F1076
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        1.8017E+00               NAN               NAN               NAN               NAN               NAN        1.5000E+01        8.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        1.9141E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.2125E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.2353E+00               NAN               NAN               NAN               NAN               NAN        8.0000E+00        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        2.2431E+00               NAN               NAN               NAN               NAN               NAN        2.2500E+02        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.3055E+00               NAN               NAN               NAN               NAN               NAN        2.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.3584E+00               NAN               NAN               NAN               NAN               NAN        6.0000E+01        1.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.4352E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+02        3.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.4363E+00               NAN               NAN               NAN               NAN               NAN        4.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.5013E+00               NAN               NAN               NAN               NAN               NAN        1.2500E+02        2.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.5475E+00               NAN               NAN               NAN               NAN               NAN        1.8000E+02        3.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.5776E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.6048E+00               NAN               NAN               NAN               NAN               NAN        3.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.6253E+00               NAN               NAN               NAN               NAN               NAN        3.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.6456E+00               NAN               NAN               NAN               NAN               NAN        2.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.6854E+00               NAN               NAN               NAN               NAN               NAN        1.7500E+02        4.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.7302E+00               NAN               NAN               NAN               NAN               NAN        2.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.7500E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+02        2.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.7509E+00               NAN               NAN               NAN               NAN               NAN        6.5000E+02        8.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.7647E+00               NAN               NAN               NAN               NAN               NAN        4.5000E+02        5.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.7997E+00               NAN               NAN               NAN               NAN               NAN        7.5000E+01        1.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.8233E+00               NAN               NAN               NAN               NAN               NAN        3.5000E+02        5.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.8632E+00               NAN               NAN               NAN               NAN               NAN        1.8000E+02        2.5000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        2.8671E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        2.9445E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+01        5.0000E+00               NAN               NAN               NAN               NAN               NAN               NAN
        2.9530E+00               NAN               NAN               NAN               NAN               NAN        7.5000E+02        1.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN
        2.9549E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+02        3.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        3.0200E+00               NAN               NAN               NAN               NAN               NAN        5.0000E+02        6.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        3.0205E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+02        3.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
        3.0462E+00               NAN               NAN               NAN               NAN               NAN        3.5000E+01        1.0000E+01               NAN               NAN               NAN               NAN               NAN               NAN
