# Header: 
#   Title                 : 11-NA-23 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : M.A.Meyer 
#   Institute             : (3SAFPOT): University of Potchefstrom, Potchefstrom 
#   Reference             : (J,NP/A,185,625,1972) 
#   Year                  : 1972 
#   Facility              : (CCW): Cockcroft-Walton accelerator 
# Target: 
#   Z                     : 11 
#   A                     : 23 
#   Nuclide               : 11-NA-23 
# Reaction: 
#   entry-subent-pointer  :{0: 'D0100-002-1', 1: 'D0100-002-1', 2: 'D0100-002-1', 3: 'D0100-002-1', 4: 'D0100-002-1', 5: 'D0100-002-1', 6: 'D0100-002-1', 7: 'D0100-002-1', 8: 'D0100-002-1', 9: 'D0100-002-1', 10: 'D0100-002-1', 11: 'D0100-002-1', 12: 'D0100-002-1', 13: 'D0100-002-1', 14: 'D0100-002-1', 15: 'D0100-002-1', 16: 'D0100-002-1', 17: 'D0100-002-1', 18: 'D0100-002-1', 19: 'D0100-002-1', 20: 'D0100-002-1', 21: 'D0100-002-1', 22: 'D0100-002-1', 23: 'D0100-002-1', 24: 'D0100-002-1', 25: 'D0100-002-1', 26: 'D0100-002-1', 27: 'D0100-002-1'} 
#   EXFOR reaction        :{0: '(11-NA-23(P,G),,WID)', 1: '(11-NA-23(P,G),,WID)', 2: '(11-NA-23(P,G),,WID)', 3: '(11-NA-23(P,G),,WID)', 4: '(11-NA-23(P,G),,WID)', 5: '(11-NA-23(P,G),,WID)', 6: '(11-NA-23(P,G),,WID)', 7: '(11-NA-23(P,G),,WID)', 8: '(11-NA-23(P,G),,WID)', 9: '(11-NA-23(P,G),,WID)', 10: '(11-NA-23(P,G),,WID)', 11: '(11-NA-23(P,G),,WID)', 12: '(11-NA-23(P,G),,WID)', 13: '(11-NA-23(P,G),,WID)', 14: '(11-NA-23(P,G),,WID)', 15: '(11-NA-23(P,G),,WID)', 16: '(11-NA-23(P,G),,WID)', 17: '(11-NA-23(P,G),,WID)', 18: '(11-NA-23(P,G),,WID)', 19: '(11-NA-23(P,G),,WID)', 20: '(11-NA-23(P,G),,WID)', 21: '(11-NA-23(P,G),,WID)', 22: '(11-NA-23(P,G),,WID)', 23: '(11-NA-23(P,G),,WID)', 24: '(11-NA-23(P,G),,WID)', 25: '(11-NA-23(P,G),,WID)', 26: '(11-NA-23(P,G),,WID)', 27: '(11-NA-23(P,G),,WID)'} 
#   incident energy       : 9.8750e-01 eV - 2.0717e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D01/D0100.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D0100
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        9.8750E-01        4.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.0107E+00        5.0000E-04               NAN               NAN        1.1000E+03        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.0205E+00        5.0000E-04               NAN               NAN        4.8000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.0862E+00        6.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.0922E+00        7.0000E-04               NAN               NAN        6.7000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.1640E+00        5.0000E-04               NAN               NAN        9.0000E+02        6.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.1744E+00        5.0000E-04               NAN               NAN        2.9000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.2048E+00        5.0000E-04               NAN               NAN        2.0000E+02        1.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.2104E+00        5.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.2551E+00        5.0000E-04               NAN               NAN        3.0000E+02        2.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.2827E+00        7.0000E-04               NAN               NAN        6.3000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3180E+00        5.0000E-04               NAN               NAN        1.7000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3269E+00        5.0000E-04               NAN               NAN        3.4000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3311E+00        5.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3622E+00        5.0000E-04               NAN               NAN        3.0000E+02        2.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.3952E+00        6.0000E-04               NAN               NAN        1.7000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.4164E+00        5.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.4572E+00        6.0000E-04               NAN               NAN        7.8000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.5321E+00        7.0000E-04               NAN               NAN        1.7000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.7255E+00        6.0000E-04               NAN               NAN        6.0000E+02        4.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.7476E+00        8.0000E-04               NAN               NAN        1.6000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8023E+00        8.0000E-04               NAN               NAN        4.1000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8310E+00        8.0000E-04               NAN               NAN        1.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.8375E+00        8.0000E-04               NAN               NAN        3.2000E+03        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9307E+00        8.0000E-04               NAN               NAN        6.9000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        1.9775E+00        1.0000E-03               NAN               NAN        8.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.0249E+00        1.1000E-03               NAN               NAN        9.0000E+02        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        2.0717E+00        9.0000E-04               NAN               NAN        7.8000E+03        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN               NAN
