# Header: 
#   Title                 : 71-LU-176 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : G0056-002-1 
#   First Author          : S.Walter 
#   Institute             : (1USAUSA): United States of America 
#   Reference             : (J,PR/C,75,034301,2007) 
#   Year                  : 2007 
#   Facility              : (DYNAM): Dynamitron 
# Target: 
#   Z                     : 71 
#   A                     : 176 
#   Isomer                :  
#   Nuclide               : 71-LU-176 
# Reaction: 
#   EXFOR Reaction        : (71-LU-176(G,EL),,ARE) 
#   Incident Energy Type   : 1.3320e+06 eV - 2.8600e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0056.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0056
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.3320E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.5800E+00   7.0000E-01          NAN          NAN          NAN          NAN
   1.4970E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3800E+00   4.1000E-01          NAN          NAN          NAN          NAN
   1.6710E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8600E+00   4.3000E-01          NAN          NAN          NAN          NAN
   1.7390E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.0000E+00   5.5000E-01          NAN          NAN          NAN          NAN
   1.7600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.2500E+00   1.4500E+00          NAN          NAN          NAN          NAN
   1.9020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   6.2000E-01   3.3000E-01          NAN          NAN          NAN          NAN
   2.0300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.5000E-01   3.9000E-01          NAN          NAN          NAN          NAN
   2.0360E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.3700E+00   5.3000E-01          NAN          NAN          NAN          NAN
   2.0560E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.0700E+00   5.1000E-01          NAN          NAN          NAN          NAN
   2.0670E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.1600E+00   4.2000E-01          NAN          NAN          NAN          NAN
   2.0860E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.1200E+00   9.7000E-01          NAN          NAN          NAN          NAN
   2.1780E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.6300E+00   4.8000E-01          NAN          NAN          NAN          NAN
   2.1900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.8300E+00   3.8000E-01          NAN          NAN          NAN          NAN
   2.2430E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.1400E+00   6.9000E-01          NAN          NAN          NAN          NAN
   2.2490E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   7.4700E+00   1.1300E+00          NAN          NAN          NAN          NAN
   2.2660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1100E+00   4.3000E-01          NAN          NAN          NAN          NAN
   2.3150E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.3300E+00   6.4000E-01          NAN          NAN          NAN          NAN
   2.3590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   9.4000E-01   4.0000E-01          NAN          NAN          NAN          NAN
   2.5590E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.3000E-01   5.3000E-01          NAN          NAN          NAN          NAN
   2.5660E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.2800E+00   9.4000E-01          NAN          NAN          NAN          NAN
   2.6020E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.7900E+00   6.2000E-01          NAN          NAN          NAN          NAN
   2.6280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.0200E+00   4.1000E-01          NAN          NAN          NAN          NAN
   2.7750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   5.2100E+00   1.3000E+00          NAN          NAN          NAN          NAN
   2.7900E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   3.8700E+00   1.2900E+00          NAN          NAN          NAN          NAN
   2.8030E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4800E+00   7.1000E-01          NAN          NAN          NAN          NAN
   2.8070E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   8.7000E+00   1.6100E+00          NAN          NAN          NAN          NAN
   2.8480E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.5800E+00   4.6000E-01          NAN          NAN          NAN          NAN
   2.8520E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   2.4200E+00   6.1000E-01          NAN          NAN          NAN          NAN
   2.8600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN   1.1800E+00   5.7000E-01          NAN          NAN          NAN          NAN
