# Header: 
#   Title                 : 26-FE-54 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : L0262-002-0 
#   First Author          : R.Schwengner 
#   Institute             : (2FR FR): France 
#   Reference             : (J,PR/C,101,064303,2020) 
#   Year                  : 2020 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 26 
#   A                     : 54 
#   Isomer                :  
#   Nuclide               : 26-FE-54 
# Reaction: 
#   EXFOR Reaction        : (26-FE-54(G,EL),,ARE) 
#   Incident Energy       : 1.4085e+06 eV - 1.3171e+07 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L02/L0262.x4 
#   nds                   : https://nds.iaea.org/EXFOR/L0262
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.4085E+06   2.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.8300E+01   2.0000E+00          NAN          NAN          NAN          NAN
   2.9585E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   8.1000E+00   1.1000E+00          NAN          NAN          NAN          NAN
   3.1659E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.3000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   4.5817E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.4000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   5.0850E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.1000E+00   1.0000E+00          NAN          NAN          NAN          NAN
   5.1141E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   4.7000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   5.4318E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   6.1278E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5000E+01   1.5000E+00          NAN          NAN          NAN          NAN
   6.5227E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.0100E+01   1.3000E+00          NAN          NAN          NAN          NAN
   6.7876E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   6.8413E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.5000E+00   1.7000E+00          NAN          NAN          NAN          NAN
   6.9142E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.3000E+00   1.3000E+00          NAN          NAN          NAN          NAN
   6.9288E+06   3.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.9400E+01   2.3000E+00          NAN          NAN          NAN          NAN
   6.9465E+06   6.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   9.6000E+00   1.8000E+00          NAN          NAN          NAN          NAN
   6.9751E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   1.5500E+01   2.6000E+00          NAN          NAN          NAN          NAN
   7.0729E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   5.6000E+00   1.4000E+00          NAN          NAN          NAN          NAN
   7.0854E+06   7.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   6.4000E+00   1.5000E+00          NAN          NAN          NAN          NAN
   7.1209E+06   4.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   2.1000E+01   2.9000E+00          NAN          NAN          NAN          NAN
   7.1385E+06   9.0000E+02        NAN        NAN          NAN          NAN          NAN          NAN   7.4000E+00   1.7000E+00          NAN          NAN          NAN          NAN
