# Header: 
#   Title                 : 66-DY-163 Resonance Parameter: WID/RED 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : E.N.Karzhavina 
#   Institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
#   Reference             : (J,SNP,22,1,1975) 
#   Year                  : 1975 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 66 
#   A                     : 163 
#   Nuclide               : 66-DY-163 
# Reaction: 
#   entry-subent-pointer  :['40410-003-1'] 
#   EXFOR reaction        :['(66-DY-163(N,EL),,WID/RED)'] 
#   incident energy       : 1.7100e-06 eV - 3.2300e-04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/404/40410.x4 
#   nds                   : https://nds.iaea.org/EXFOR/40410
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 1.7100E-06        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.6500E-03 1.7000E-04        NAN        NAN
 1.6200E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.0200E-03 4.4000E-04        NAN        NAN
 1.9600E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 1.8000E-04 1.0000E-05        NAN        NAN
 3.5700E-05        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.6800E-03 1.5000E-04        NAN        NAN
 5.0200E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.8000E-04 3.0000E-05        NAN        NAN
 5.5800E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.1400E-03 3.0000E-04        NAN        NAN
 5.9000E-05        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.1100E-02 9.0000E-04        NAN        NAN
 6.6000E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 7.6000E-04 8.0000E-05        NAN        NAN
 7.1900E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.6000E-04 3.0000E-05        NAN        NAN
 7.5200E-05        NAN        2.0        NAN        NAN        NAN        NAN        NAN 3.1000E-04 2.0000E-05        NAN        NAN
 7.8900E-05        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.6800E-03 1.2000E-04        NAN        NAN
 8.6100E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 1.2000E-04 1.0000E-05        NAN        NAN
 9.4000E-05        NAN        3.0        NAN        NAN        NAN        NAN        NAN 1.5900E-03 1.1000E-04        NAN        NAN
 1.0580E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 6.1000E-03 1.1000E-03        NAN        NAN
 1.0720E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 2.6900E-03 4.6000E-04        NAN        NAN
 1.2020E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.0600E-03 6.0000E-05        NAN        NAN
 1.2640E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 2.2800E-03 3.7000E-04        NAN        NAN
 1.2720E-04        NAN        NAN        NAN        NAN        NAN        NAN        NAN 5.1000E-04        NAN        NAN        NAN
 1.3510E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.6000E-04 2.0000E-05        NAN        NAN
 1.4330E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 2.2700E-03 4.8000E-04        NAN        NAN
 1.4470E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 3.7500E-03 9.5000E-04        NAN        NAN
 1.5470E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 5.0800E-03 9.1000E-04        NAN        NAN
 1.6370E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 7.9000E-04 5.0000E-05        NAN        NAN
 1.7710E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 2.6000E-04 2.0000E-05        NAN        NAN
 1.8490E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.4000E-04 2.0000E-05        NAN        NAN
 1.8870E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 3.0000E-04 2.0000E-05        NAN        NAN
 2.0300E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 2.3300E-03 1.6000E-04        NAN        NAN
 2.0500E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 1.7600E-03 1.3000E-04        NAN        NAN
 2.1330E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.9000E-04 4.0000E-05        NAN        NAN
 2.2360E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.1900E-02 1.8000E-03        NAN        NAN
 2.3340E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 3.1000E-04 2.0000E-05        NAN        NAN
 2.5060E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 8.8000E-04 6.0000E-05        NAN        NAN
 2.6080E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 6.5300E-03 7.9000E-04        NAN        NAN
 2.6820E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 6.2900E-03 4.3000E-04        NAN        NAN
 2.7380E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 1.4700E-03 2.2000E-04        NAN        NAN
 2.8060E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN 1.1500E-03 1.8000E-04        NAN        NAN
 2.8870E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 4.2200E-03 3.7000E-04        NAN        NAN
 2.9740E-04        NAN        2.0        NAN        NAN        NAN        NAN        NAN 4.1000E-03 3.0000E-04        NAN        NAN
 3.2300E-04        NAN        3.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
