# Header: 
#   Title                 : 11-NA-22 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C0565-002-0 
#   First Author          : J.Goerres 
#   Institute             : (1USANOT): University of Notre Dame, Notre Dame, IN 
#   Reference             : (J,PR/C,39,8,198901) 
#   Year                  : 1989 
#   Facility              : (ACCEL): Accelerator 
# Target: 
#   Z                     : 11 
#   A                     : 22 
#   Isomer                :  
#   Nuclide               : 11-NA-22 
# Reaction: 
#   EXFOR Reaction        : (11-NA-22(P,G),,WID/STR) 
#   Incident Energy Type   : 4.5600e+05 eV - 1.2710e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C05/C0565.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C0565
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   4.5600E+05          NAN        NAN        NAN          NAN          NAN   1.8000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.9900E+05          NAN        NAN        NAN          NAN          NAN   3.9000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.1500E+05          NAN        NAN        NAN          NAN          NAN   4.4000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.9700E+05          NAN        NAN        NAN          NAN          NAN   5.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.1900E+05          NAN        NAN        NAN          NAN          NAN   3.8000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.4000E+05          NAN        NAN        NAN          NAN          NAN   3.6000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.4000E+05          NAN        NAN        NAN          NAN          NAN   7.4000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.9100E+05          NAN        NAN        NAN          NAN          NAN   8.3000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.5300E+05          NAN        NAN        NAN          NAN          NAN   9.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.8100E+05          NAN        NAN        NAN          NAN          NAN   1.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.1500E+05          NAN        NAN        NAN          NAN          NAN   9.9000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0240E+06          NAN        NAN        NAN          NAN          NAN   9.7000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0870E+06          NAN        NAN        NAN          NAN          NAN   7.9000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2340E+06          NAN        NAN        NAN          NAN          NAN   8.7000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2710E+06          NAN        NAN        NAN          NAN          NAN   6.9000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
