# Header: 
#   Title                 : 11-NA-22 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1827-010-0 
#   First Author          : A.L.Sallaska 
#   Institute             : (2SPNSPN): Spain 
#   Reference             : (J,PR/C,83,034611,2011) 
#   Year                  : 2011 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 11 
#   A                     : 22 
#   Isomer                :  
#   Nuclide               : 11-NA-22 
# Reaction: 
#   EXFOR Reaction        : (11-NA-22(P,G),,WID/STR) 
#   Incident Energy       : 1.9800e+05 eV - 7.9600e+05 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C18/C1827.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1827
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.9800E+05   1.8000E+03        NAN        NAN          NAN          NAN   3.4000E-04          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.0900E+05   1.6000E+03        NAN        NAN          NAN          NAN   4.0000E-04          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.1300E+05   1.4000E+03        NAN        NAN          NAN          NAN   5.7000E-03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.3200E+05   2.3000E+03        NAN        NAN          NAN          NAN   6.7000E-04          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.8800E+05   1.1000E+03        NAN        NAN          NAN          NAN   3.9000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.5400E+05   8.0000E+02        NAN        NAN          NAN          NAN   1.6600E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0300E+05   2.0000E+03        NAN        NAN          NAN          NAN   9.3000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.1000E+05   8.0000E+02        NAN        NAN          NAN          NAN   5.9100E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.4000E+05   2.0000E+03        NAN        NAN          NAN          NAN   9.1300E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.9600E+05   2.0000E+03        NAN        NAN          NAN          NAN   2.3800E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
