# Header: 
#   Title                 : 12-MG-25 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D0886-002-0 
#   First Author          : M.R.Anderson 
#   Institute             : (3AULAML): University of Melbourne, Parkville, Victoria 
#   Reference             : (J,NP/A,373,326,1982) 
#   Year                  : 1982 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 12 
#   A                     : 25 
#   Isomer                :  
#   Nuclide               : 12-MG-25 
# Reaction: 
#   EXFOR Reaction        : (12-MG-25(P,G),,WID/STR,,RG) 
#   Incident Energy       : 5.9200e+05 eV - 1.7160e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D08/D0886.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D0886
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   5.9200E+05          NAN        NAN        NAN          NAN          NAN   2.7400E+00   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   6.5500E+05          NAN        NAN        NAN          NAN          NAN   4.2000E-01   6.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   6.8400E+05          NAN        NAN        NAN          NAN          NAN   4.8000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.2200E+05          NAN        NAN        NAN          NAN          NAN   2.6000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.3600E+05          NAN        NAN        NAN          NAN          NAN   6.4000E-01   9.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   7.7400E+05          NAN        NAN        NAN          NAN          NAN   1.8000E+00   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.1100E+05          NAN        NAN        NAN          NAN          NAN   3.1000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.1800E+05          NAN        NAN        NAN          NAN          NAN   1.2000E-01   2.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   8.3500E+05          NAN        NAN        NAN          NAN          NAN   8.1000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.8000E+05          NAN        NAN        NAN          NAN          NAN   3.2000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
