# Header: 
#   Title                 : 12-MG-25 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D5035-006-1 
#   First Author          : J.Keinonen 
#   Institute             : (2SF HLS): University of Helsinki, Helsinki 
#   Reference             : (J,NP/A,341,345,1980) 
#   Year                  : 1980 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 12 
#   A                     : 25 
#   Isomer                :  
#   Nuclide               : 12-MG-25 
# Reaction: 
#   EXFOR Reaction        : (12-MG-25(P,G),,WID/STR,,RG) 
#   Incident Energy       : 3.3810e+05 eV - 2.0637e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5035.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5035
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.3810E+05   9.0000E+02        NAN        NAN          NAN          NAN   1.4000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.5360E+05   9.0000E+02        NAN        NAN          NAN          NAN   2.5000E+00   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   4.6210E+05   8.0000E+02        NAN        NAN          NAN          NAN   7.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.7840E+05   9.0000E+02        NAN        NAN          NAN          NAN   2.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0030E+05   9.0000E+02        NAN        NAN          NAN          NAN   1.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.2170E+05   9.0000E+02        NAN        NAN          NAN          NAN   2.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.4930E+05   8.0000E+02        NAN        NAN          NAN          NAN   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.5770E+05   9.0000E+02        NAN        NAN          NAN          NAN   4.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.6210E+05   8.0000E+02        NAN        NAN          NAN          NAN   1.1000E+00   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.1800E+05   8.0000E+02        NAN        NAN          NAN          NAN   7.7000E-01   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.0930E+05   8.0000E+02        NAN        NAN          NAN          NAN   2.7000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3970E+05   8.0000E+02        NAN        NAN          NAN          NAN   3.1000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   9.5420E+05   8.0000E+02        NAN        NAN          NAN          NAN   2.7000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.8100E+05   8.0000E+02        NAN        NAN          NAN          NAN   1.6000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0015E+06   8.0000E+02        NAN        NAN          NAN          NAN   1.3000E+01   4.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.0052E+06   8.0000E+02        NAN        NAN          NAN          NAN   1.9000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.0385E+06   8.0000E+02        NAN        NAN          NAN          NAN   8.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0413E+06   8.0000E+02        NAN        NAN          NAN          NAN   1.9000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.0440E+06   8.0000E+02        NAN        NAN          NAN          NAN   3.0000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.0765E+06   9.0000E+02        NAN        NAN          NAN          NAN   1.1000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1296E+06   1.0000E+03        NAN        NAN          NAN          NAN   5.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1615E+06   9.0000E+02        NAN        NAN          NAN          NAN   1.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1727E+06   9.0000E+02        NAN        NAN          NAN          NAN   2.9000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.2492E+06   8.0000E+02        NAN        NAN          NAN          NAN   1.9000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2775E+06   1.0000E+03        NAN        NAN          NAN          NAN   5.0000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
