# Header: 
#   Title                 : 12-MG-25 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D5035-005-1 
#   First Author          : J.Keinonen 
#   Institute             : (2SF HLS): University of Helsinki, Helsinki 
#   Reference             : (J,NP/A,341,345,1980) 
#   Year                  : 1980 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 12 
#   A                     : 25 
#   Isomer                :  
#   Nuclide               : 12-MG-25 
# Reaction: 
#   EXFOR Reaction        : (12-MG-25(P,G),,WID/STR,,RG) 
#   Incident Energy       : 3.1690e+05 eV - 1.7147e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5035.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5035
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   3.1690E+05   9.0000E+02        NAN        NAN          NAN          NAN   3.4000E-01   1.4000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   3.8920E+05   9.0000E+02        NAN        NAN          NAN          NAN   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.9630E+05   9.0000E+02        NAN        NAN          NAN          NAN   9.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.0200E+05   9.0000E+02        NAN        NAN          NAN          NAN   9.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.1430E+05   9.0000E+02        NAN        NAN          NAN          NAN   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.3180E+05   9.0000E+02        NAN        NAN          NAN          NAN   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6670E+05   9.0000E+02        NAN        NAN          NAN          NAN   6.9000E+00   1.3000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   5.9160E+05   8.0000E+02        NAN        NAN          NAN          NAN   4.7000E+00   1.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   6.5430E+05   9.0000E+02        NAN        NAN          NAN          NAN   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.8400E+05   8.0000E+02        NAN        NAN          NAN          NAN   5.7000E+00   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.2180E+05   8.0000E+02        NAN        NAN          NAN          NAN   2.3000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   7.3660E+05   9.0000E+02        NAN        NAN          NAN          NAN   5.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.7370E+05   9.0000E+02        NAN        NAN          NAN          NAN   1.9000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.0980E+05   8.0000E+02        NAN        NAN          NAN          NAN   3.3000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.1650E+05   9.0000E+02        NAN        NAN          NAN          NAN   2.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3350E+05   8.0000E+02        NAN        NAN          NAN          NAN   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.7890E+05   9.0000E+02        NAN        NAN          NAN          NAN   3.4000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   8.8750E+05   9.0000E+02        NAN        NAN          NAN          NAN   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.9440E+05   9.0000E+02        NAN        NAN          NAN          NAN   9.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.2810E+05   9.0000E+02        NAN        NAN          NAN          NAN   5.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.5390E+05   8.0000E+02        NAN        NAN          NAN          NAN   1.0000E+01   2.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   9.6960E+05   9.0000E+02        NAN        NAN          NAN          NAN   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.8580E+05   9.0000E+02        NAN        NAN          NAN          NAN   6.3000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0256E+06   9.0000E+02        NAN        NAN          NAN          NAN   2.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN          NAN
