# Header: 
#   Title                 : 14-SI-28 Resonance Parameter: WID,,G 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 22027-003-4 
#   First Author          : H.Weigmann 
#   Institute             : (2ZZZGEL): EC Joint Research Centre (EC-JRC), Geel 
#   Reference             : (J,PR/C,36,585,1987) 
#   Year                  : 1987 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 14 
#   A                     : 28 
#   Isomer                :  
#   Nuclide               : 14-SI-28 
# Reaction: 
#   EXFOR Reaction        : (14-SI-28(N,EL),,WID,,G) 
#   Incident Energy       : 3.1740e+04 eV - 4.6380e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/220/22027.x4 
#   nds                   : https://nds.iaea.org/EXFOR/22027
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   3.1740E+04          NAN        2.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.5000E+04          NAN        0.5        0.0          NAN          NAN          NAN          NAN   1.5000E+03   3.0000E+02          NAN          NAN          NAN          NAN
   6.7730E+04          NAN        1.5        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.6970E+04          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8800E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN   6.0000E+04   7.0000E+03          NAN          NAN          NAN          NAN
   2.9870E+05          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.5410E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   1.0000E+02   1.0000E+01          NAN          NAN          NAN          NAN
   3.9950E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.3272E+05          NAN        2.5        2.0          NAN          NAN          NAN          NAN   1.6500E+03   6.0000E+01          NAN          NAN          NAN          NAN
   5.6623E+05          NAN        1.5        1.0          NAN          NAN          NAN          NAN   2.1800E+04   1.0000E+03          NAN          NAN          NAN          NAN
   5.8720E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN   5.5000E+02   6.0000E+01          NAN          NAN          NAN          NAN
   5.9036E+05          NAN        0.5        0.0          NAN          NAN          NAN          NAN   5.5000E+02   5.0000E+01          NAN          NAN          NAN          NAN
   6.0254E+05          NAN        NAN        1.0          NAN          NAN          NAN          NAN   1.2000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   7.7163E+05          NAN        NAN        1.0          NAN          NAN          NAN          NAN   1.7000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   7.8620E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.0400E+05          NAN        NAN        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.1338E+05          NAN        1.5        1.0          NAN          NAN          NAN          NAN   5.9400E+04   2.0000E+03          NAN          NAN          NAN          NAN
   8.4520E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN   1.0600E+03   6.0000E+01          NAN          NAN          NAN          NAN
   8.7225E+05          NAN        NAN        1.0          NAN          NAN          NAN          NAN   1.2000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   9.1013E+05          NAN        1.5        1.0          NAN          NAN          NAN          NAN   6.8000E+03   4.0000E+02          NAN          NAN          NAN          NAN
   9.6606E+05          NAN        0.5        1.0          NAN          NAN          NAN          NAN   8.1200E+04   4.0000E+03          NAN          NAN          NAN          NAN
   9.7470E+05          NAN        1.5        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0177E+06          NAN        1.5        1.0          NAN          NAN          NAN          NAN   2.4000E+02   2.0000E+01          NAN          NAN          NAN          NAN
   1.0428E+06          NAN        2.5        2.0          NAN          NAN          NAN          NAN   2.7000E+03   1.5000E+02          NAN          NAN          NAN          NAN
   1.0853E+06          NAN        NAN        2.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1489E+06          NAN        NAN        2.0          NAN          NAN          NAN          NAN   2.0000E+01   1.0000E+01          NAN          NAN          NAN          NAN
   1.1626E+06          NAN        0.5        0.0          NAN          NAN          NAN          NAN   2.6000E+03   3.0000E+02          NAN          NAN          NAN          NAN
