# Header: 
#   Title                 : 88-RA-226 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : R.N.Ivanov 
#   Institute             : (4RUSNIR): NIIAR Dimitrovgrad 
#   Reference             : (J,AE,42,505,1977) 
#   Year                  : 1977 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 88 
#   A                     : 226 
#   Nuclide               : 88-RA-226 
# Reaction: 
#   entry-subent-pointer  :['40377-002-2' '40377-002-3'] 
#   EXFOR reaction        :['(88-RA-226(N,EL),,WID)' '(88-RA-226(N,G),,WID)'] 
#   incident energy       : 5.3900e-01 eV - 1.3850e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/403/40377.x4 
#   nds                   : https://nds.iaea.org/EXFOR/40377
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 5.3900E-01 3.0000E-03        NAN        NAN        NAN        NAN 2.6500E-02 3.0000E-03 1.5000E-05 1.0000E-06        NAN        NAN
 3.5840E+01 1.5000E-01        NAN        NAN        NAN        NAN        NAN        NAN 5.0000E-05 1.0000E-05        NAN        NAN
 3.9950E+01 1.5000E-01        NAN        NAN        NAN        NAN 2.6400E-02 2.6000E-03 3.6000E-04 4.0000E-05        NAN        NAN
 5.5800E+01 1.8000E-01        NAN        NAN        NAN        NAN 2.2400E-02 5.9000E-03 6.0000E-03 9.0000E-05        NAN        NAN
 8.8500E+01 3.0000E-01        NAN        NAN        NAN        NAN 1.9200E-02 7.0000E-03 2.1200E-02 2.4000E-03        NAN        NAN
 1.5530E+02 7.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 2.0000E-03 4.0000E-04        NAN        NAN
 2.1780E+02 9.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN 1.4000E-03 4.0000E-04        NAN        NAN
 2.3770E+02 1.0000E+00        NAN        NAN        NAN        NAN 3.1200E-02 7.6000E-03 1.3800E-01 1.7000E-02        NAN        NAN
 2.5980E+02 1.1000E+00        NAN        NAN        NAN        NAN        NAN        NAN 2.4000E-03 8.0000E-04        NAN        NAN
 2.6300E+02 1.1000E+00        NAN        NAN        NAN        NAN        NAN        NAN 1.5200E-02 5.4000E-03        NAN        NAN
 2.9230E+02 1.4000E+00        NAN        NAN        NAN        NAN        NAN        NAN 5.3000E-02 1.4000E-02        NAN        NAN
 3.2940E+02 1.4000E+00        NAN        NAN        NAN        NAN        NAN        NAN 1.5300E-01 4.5000E-02        NAN        NAN
 3.4820E+02 1.5000E+00        NAN        NAN        NAN        NAN        NAN        NAN 2.4300E-01 6.1000E-02        NAN        NAN
