# Header: 
#   Title                 : 90-TH-232 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : F.Rahn 
#   Institute             : (1USACOL): Columbia University, New York, NY 
#   Reference             : (J,PR/C,6,1854,197211) 
#   Year                  : 1972 
#   Facility              : (SYNCH): Synchrotron 
# Target: 
#   Z                     : 90 
#   A                     : 232 
#   Nuclide               : 90-TH-232 
# Reaction: 
#   entry-subent-pointer  :['10274-002-3'] 
#   EXFOR reaction        :['(90-TH-232(N,G),,WID)'] 
#   incident energy       : 2.1780e+01 eV - 3.9944e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/102/10274.x4 
#   nds                   : https://nds.iaea.org/EXFOR/10274
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.1780E+01 2.0000E-02        NAN        0.0        NAN        NAN 2.0000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 2.3430E+01 2.0000E-02        NAN        0.0        NAN        NAN 2.5000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 5.9480E+01 8.0000E-02        NAN        0.0        NAN        NAN 2.5000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 6.9170E+01 1.0000E-01        NAN        0.0        NAN        NAN 2.5000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.1293E+02 1.1000E-01        NAN        0.0        NAN        NAN 2.0000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.2078E+02 1.1000E-01        NAN        0.0        NAN        NAN 2.2000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.2910E+02 1.3000E-01        NAN        0.0        NAN        NAN 1.8000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.5424E+02 1.6000E-01        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.7034E+02 1.9000E-01        NAN        0.0        NAN        NAN 2.6000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.9257E+02 2.3000E-01        NAN        0.0        NAN        NAN 1.7000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 1.9613E+02 2.4000E-01        NAN        0.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9930E+02 2.4000E-01        NAN        0.0        NAN        NAN 1.8000E-02 2.0000E-03        NAN        NAN        NAN        NAN
