# Header: 
#   Title                 : 90-TH-232 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : S.L.Stephenson 
#   Institute             : (1USANCS): North Carolina State University, Raleigh, NC 
#   Reference             : (J,PR/C,58,(2),1236,1998) 
#   Year                  : 1998 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 90 
#   A                     : 232 
#   Nuclide               : 90-TH-232 
# Reaction: 
#   entry-subent-pointer  :['14323-002-5'] 
#   EXFOR reaction        :['(90-TH-232(N,G),,WID)'] 
#   incident energy       : 8.3603e+00 eV - 2.8568e+02 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/143/14323.x4 
#   nds                   : https://nds.iaea.org/EXFOR/14323
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 8.3603E+00 1.2000E-03        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3138E+01 1.8000E-03        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1819E+01 3.0000E-03        0.5        0.0        NAN        NAN 2.4980E-02 5.0000E-04        NAN        NAN        NAN        NAN
 2.3454E+01 3.0000E-03        0.5        0.0        NAN        NAN 2.4160E-02 4.8000E-04        NAN        NAN        NAN        NAN
 3.6982E+01 4.0000E-03        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8232E+01 4.0000E-03        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1066E+01 5.0000E-03        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.7068E+01 5.0000E-03        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.9941E+01 6.0000E-03        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.8786E+01 9.0000E-03        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9523E+01 9.0000E-03        0.5        0.0        NAN        NAN 2.3930E-02 4.9000E-04        NAN        NAN        NAN        NAN
 6.4575E+01 1.0000E-03        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.9228E+01 1.5000E-03        0.5        0.0        NAN        NAN 2.0650E-02 5.6000E-04        NAN        NAN        NAN        NAN
 9.0139E+01 1.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8057E+01 1.3000E-02        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0363E+02 1.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1300E+02 1.0000E-02        0.5        0.0        NAN        NAN 2.3980E-02 5.2000E-04        NAN        NAN        NAN        NAN
 1.2083E+02 2.0000E-02        0.5        0.0        NAN        NAN 2.3540E-02 5.1000E-04        NAN        NAN        NAN        NAN
 1.2817E+02 2.0000E-02        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2916E+02 2.0000E-02        0.5        0.0        NAN        NAN 2.7540E-02 1.1000E-03        NAN        NAN        NAN        NAN
 1.4583E+02 2.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.4806E+02 2.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.5429E+02 2.0000E-02        0.5        0.0        NAN        NAN 2.2510E-02 4.9000E-04        NAN        NAN        NAN        NAN
 1.6711E+02 3.0000E-03        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.7030E+02 4.0000E-02        0.5        0.0        NAN        NAN 2.2140E-02 1.1800E-03        NAN        NAN        NAN        NAN
 1.7886E+02 3.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9260E+02 3.0000E-02        0.5        0.0        NAN        NAN 2.3820E-02 4.8000E-04        NAN        NAN        NAN        NAN
 1.9620E+02 3.0000E-02        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.9925E+02 3.0000E-02        0.5        0.0        NAN        NAN 2.0540E-02 4.3000E-04        NAN        NAN        NAN        NAN
 2.0258E+02 3.0000E-02        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.1091E+02 3.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2111E+02 4.0000E-02        0.5        0.0        NAN        NAN 2.3160E-02 4.7000E-04        NAN        NAN        NAN        NAN
 2.3195E+02 4.0000E-02        0.5        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.3407E+02 4.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.4225E+02 4.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.5147E+02 5.0000E-02        0.5        0.0        NAN        NAN 2.6090E-02 8.1000E-04        NAN        NAN        NAN        NAN
 2.6304E+02 5.0000E-02        0.5        0.0        NAN        NAN 2.4980E-02 7.1000E-04        NAN        NAN        NAN        NAN
 2.7645E+02 3.0000E-02        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8568E+02 6.0000E-02        0.5        0.0        NAN        NAN 2.5860E-02 1.0400E-03        NAN        NAN        NAN        NAN
