# Header: 
#   Title                 : 95-AM-243 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : T.S.Belanova 
#   Institute             : (4RUSNIR): NIIAR Dimitrovgrad 
#   Reference             : (J,SJA,40,368,1976) 
#   Year                  : 1976 
#   Facility              : (REAC): Reactor 
# Target: 
#   Z                     : 95 
#   A                     : 243 
#   Nuclide               : 95-AM-243 
# Reaction: 
#   entry-subent-pointer  :['40280-002-2'] 
#   EXFOR reaction        :['(95-AM-243(N,TOT),,WID)'] 
#   incident energy       : 4.1600e-01 eV - 3.3920e+01 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/402/40280.x4 
#   nds                   : https://nds.iaea.org/EXFOR/40280
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 4.1600E-01 3.0000E-03        NAN        NAN 3.9000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 9.7700E-01 4.0000E-03        NAN        NAN 3.7000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.3550E+00 4.0000E-03        NAN        NAN 5.6000E-02 1.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.7440E+00 5.0000E-03        NAN        NAN 3.9000E-02 1.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 3.1340E+00 9.0000E-03        NAN        NAN 4.7000E-02 3.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 3.4240E+00 9.0000E-03        NAN        NAN 4.5000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 3.8440E+00 9.0000E-03        NAN        NAN 2.2000E-02 5.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 5.1200E+00 1.2000E-02        NAN        NAN 6.3000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 6.5510E+00 1.5000E-02        NAN        NAN 5.0000E-02 3.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 7.0630E+00 1.7000E-02        NAN        NAN 4.6000E-02 3.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 7.8600E+00 2.0000E-02        NAN        NAN 3.6000E-02 9.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 8.3900E+00 2.0000E-02        NAN        NAN 4.0000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 8.7700E+00 2.0000E-02        NAN        NAN 4.6000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 9.3200E+00 2.0000E-02        NAN        NAN 4.3000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.0310E+01 3.0000E-02        NAN        NAN 4.7000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.0870E+01 4.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1270E+01 4.0000E-02        NAN        NAN 4.9000E-02 2.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.1680E+01 5.0000E-02        NAN        NAN 3.5000E-02 4.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.2120E+01 6.0000E-02        NAN        NAN 4.1000E-02 3.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.2870E+01 6.0000E-02        NAN        NAN 4.3000E-02 4.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.3150E+01 6.0000E-02        NAN        NAN 4.5000E-02 5.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.5120E+01 7.0000E-02        NAN        NAN 3.3000E-02 1.5000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.5390E+01 7.0000E-02        NAN        NAN 3.7000E-02 6.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.6200E+01 7.0000E-02        NAN        NAN 3.9000E-02 3.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.6560E+01 7.0000E-02        NAN        NAN 2.7000E-02 7.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.7840E+01 7.0000E-02        NAN        NAN 3.5000E-02 8.0000E-03        NAN        NAN        NAN        NAN        NAN        NAN
 1.8140E+01 7.0000E-02        NAN        NAN 2.7000E-02 1.5000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.9500E+01 7.0000E-02        NAN        NAN 2.7000E-02 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.9880E+01 7.0000E-02        NAN        NAN 4.0000E-02 2.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 2.0940E+01 7.0000E-02        NAN        NAN 2.9000E-02 1.5000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 2.1090E+01 7.0000E-02        NAN        NAN 1.6000E-02 1.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 2.1850E+01 8.0000E-02        NAN        NAN 2.7000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2010E+01 8.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2590E+01 9.0000E-02        NAN        NAN 3.3000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2720E+01 9.0000E-02        NAN        NAN 1.9000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.4390E+01 9.0000E-02        NAN        NAN 2.2000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
