# Header: 
#   Title                 : 20-CA-40 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : E.Koltay 
#   Institute             : (3HUNDEB): Institute for Nuclear Research (ATOMKI), Debrecen 
#   Reference             : (J,NP/A,249,173,1975) 
#   Year                  : 1975 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 20 
#   A                     : 40 
#   Nuclide               : 20-CA-40 
# Reaction: 
#   entry-subent-pointer  :{5: 'F0948-003-0', 6: 'F0948-003-0', 7: 'F0948-003-0', 8: 'F0948-003-0', 9: 'F0948-003-0', 10: 'F0948-003-0', 11: 'F0948-003-0', 12: 'F0948-003-0', 13: 'F0948-003-0', 14: 'F0948-003-0', 15: 'F0948-003-0', 16: 'F0948-003-0', 17: 'F0948-003-0', 18: 'F0948-003-0', 19: 'F0948-003-0', 20: 'F0948-003-0', 21: 'F0948-003-0', 22: 'F0948-003-0', 23: 'F0948-003-0', 24: 'F0948-003-0', 25: 'F0948-003-0', 26: 'F0948-003-0', 27: 'F0948-003-0', 28: 'F0948-003-0', 29: 'F0948-003-0', 30: 'F0948-003-0', 31: 'F0948-003-0', 32: 'F0948-003-0', 33: 'F0948-003-0', 34: 'F0948-003-0'} 
#   EXFOR reaction        :{5: '(20-CA-40(P,EL),,WID)', 6: '(20-CA-40(P,EL),,WID)', 7: '(20-CA-40(P,EL),,WID)', 8: '(20-CA-40(P,EL),,WID)', 9: '(20-CA-40(P,EL),,WID)', 10: '(20-CA-40(P,EL),,WID)', 11: '(20-CA-40(P,EL),,WID)', 12: '(20-CA-40(P,EL),,WID)', 13: '(20-CA-40(P,EL),,WID)', 14: '(20-CA-40(P,EL),,WID)', 15: '(20-CA-40(P,EL),,WID)', 16: '(20-CA-40(P,EL),,WID)', 17: '(20-CA-40(P,EL),,WID)', 18: '(20-CA-40(P,EL),,WID)', 19: '(20-CA-40(P,EL),,WID)', 20: '(20-CA-40(P,EL),,WID)', 21: '(20-CA-40(P,EL),,WID)', 22: '(20-CA-40(P,EL),,WID)', 23: '(20-CA-40(P,EL),,WID)', 24: '(20-CA-40(P,EL),,WID)', 25: '(20-CA-40(P,EL),,WID)', 26: '(20-CA-40(P,EL),,WID)', 27: '(20-CA-40(P,EL),,WID)', 28: '(20-CA-40(P,EL),,WID)', 29: '(20-CA-40(P,EL),,WID)', 30: '(20-CA-40(P,EL),,WID)', 31: '(20-CA-40(P,EL),,WID)', 32: '(20-CA-40(P,EL),,WID)', 33: '(20-CA-40(P,EL),,WID)', 34: '(20-CA-40(P,EL),,WID)'} 
#   incident energy       : 2.3880e+00 eV - 4.7880e+00 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F09/F0948.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0948
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        2.3880E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+03        3.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        2.4550E+00               NAN               NAN               NAN               NAN               NAN        8.0000E+04        2.0000E+04               NAN               NAN               NAN               NAN               0.5               NAN
        2.7120E+00               NAN               NAN               NAN               NAN               NAN        1.2000E+04        2.0000E+03               NAN               NAN               NAN               NAN               0.5               NAN
        2.7560E+00               NAN               NAN               NAN               NAN               NAN        4.0000E+02        1.0000E+02               NAN               NAN               NAN               NAN               1.5               NAN
        3.5030E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+03        2.0000E+02               NAN               NAN               NAN               NAN               1.5               NAN
        3.5370E+00               NAN               NAN               NAN               NAN               NAN        1.2000E+04        3.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        3.6490E+00               NAN               NAN               NAN               NAN               NAN        3.6000E+04        1.0000E+04               NAN               NAN               NAN               NAN               0.5               NAN
        3.7850E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        3.8770E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+03        5.0000E+02               NAN               NAN               NAN               NAN               2.5               NAN
        3.9590E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+03        2.0000E+02               NAN               NAN               NAN               NAN               2.5               NAN
        3.9610E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+03        4.0000E+02               NAN               NAN               NAN               NAN               2.5               NAN
        4.0370E+00               NAN               NAN               NAN               NAN               NAN        6.0000E+03        2.0000E+03               NAN               NAN               NAN               NAN               0.5               NAN
        4.0530E+00               NAN               NAN               NAN               NAN               NAN        4.0000E+02        1.0000E+02               NAN               NAN               NAN               NAN               4.5               NAN
        4.0890E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               0.5               NAN
        4.1000E+00               NAN               NAN               NAN               NAN               NAN        7.0000E+02        2.0000E+02               NAN               NAN               NAN               NAN               1.5               NAN
        4.1600E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        4.3780E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        4.3970E+00               NAN               NAN               NAN               NAN               NAN        7.0000E+03        2.0000E+03               NAN               NAN               NAN               NAN               2.5               NAN
        4.4190E+00               NAN               NAN               NAN               NAN               NAN        4.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        4.4430E+00               NAN               NAN               NAN               NAN               NAN        1.8000E+04        5.0000E+03               NAN               NAN               NAN               NAN               2.5               NAN
        4.5160E+00               NAN               NAN               NAN               NAN               NAN        1.2000E+04        4.0000E+03               NAN               NAN               NAN               NAN               0.5               NAN
        4.5190E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+03        2.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        4.5470E+00               NAN               NAN               NAN               NAN               NAN        5.0000E+02        2.0000E+02               NAN               NAN               NAN               NAN               2.5               NAN
        4.5610E+00               NAN               NAN               NAN               NAN               NAN        2.0000E+04        5.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        4.6040E+00               NAN               NAN               NAN               NAN               NAN        6.0000E+03        2.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
        4.6790E+00               NAN               NAN               NAN               NAN               NAN        3.0000E+03        1.0000E+03               NAN               NAN               NAN               NAN               2.5               NAN
        4.7210E+00               NAN               NAN               NAN               NAN               NAN        1.0000E+03        3.0000E+02               NAN               NAN               NAN               NAN               0.5               NAN
        4.7350E+00               NAN               NAN               NAN               NAN               NAN        1.2000E+04        4.0000E+03               NAN               NAN               NAN               NAN               0.5               NAN
        4.7390E+00               NAN               NAN               NAN               NAN               NAN        1.2000E+04        4.0000E+03               NAN               NAN               NAN               NAN               2.5               NAN
        4.7880E+00               NAN               NAN               NAN               NAN               NAN        7.0000E+03        3.0000E+03               NAN               NAN               NAN               NAN               1.5               NAN
