# Header: 
#   Title                 : 83-BI-209 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : C.Domingo-Pardo 
#   Institute             : (2FR FR): France 
#   Reference             : (J,PR/C,74,025807,2006) 
#   Year                  : 2006 
#   Facility              : (SYNCY): Synchro cyclotron 
# Target: 
#   Z                     : 83 
#   A                     : 209 
#   Nuclide               : 83-BI-209 
# Reaction: 
#   entry-subent-pointer  :['22944-002-2'] 
#   EXFOR reaction        :['(83-BI-209(N,G),,WID)'] 
#   incident energy       : 8.0160e+02 eV - 2.3149e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/229/22944.x4 
#   nds                   : https://nds.iaea.org/EXFOR/22944
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 8.0160E+02 1.0000E-01        5.0        0.0        NAN        NAN 3.3300E-02 1.2000E-03        NAN        NAN        NAN        NAN
 2.3238E+03 6.0000E-01        4.0        0.0        NAN        NAN 2.6800E-02 1.7000E-03        NAN        NAN        NAN        NAN
 3.3508E+03 4.0000E-02        5.0        1.0        NAN        NAN 1.8200E-02 3.0000E-04        NAN        NAN        NAN        NAN
 4.4587E+03 2.0000E-02        5.0        1.0        NAN        NAN 2.3200E-02 2.2000E-03        NAN        NAN        NAN        NAN
 5.1140E+03 3.0000E-01        5.0        0.0        NAN        NAN 6.5000E-02 2.0000E-03        NAN        NAN        NAN        NAN
 6.2886E+03 2.0000E-02        4.0        1.0        NAN        NAN 1.7000E-02 1.7000E-03        NAN        NAN        NAN        NAN
 6.5250E+03 3.0000E-01        3.0        1.0        NAN        NAN 2.5300E-02 1.4000E-03        NAN        NAN        NAN        NAN
 9.0168E+03 4.0000E-01        6.0        1.0        NAN        NAN 2.1100E-02 1.4000E-03        NAN        NAN        NAN        NAN
 9.1592E+03 7.0000E-02        5.0        1.0        NAN        NAN 2.1400E-02 2.1000E-03        NAN        NAN        NAN        NAN
 9.7189E+03 1.0000E-03        4.0        1.0        NAN        NAN 7.4000E-02 7.0000E-03        NAN        NAN        NAN        NAN
 9.7672E+03 3.0000E-01        3.0        1.0        NAN        NAN 9.0000E-02 8.0000E-03        NAN        NAN        NAN        NAN
 1.2000E+04        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.5650E+04 1.0000E+00        5.0        1.0        NAN        NAN 4.7000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 1.7440E+04 1.3000E+00        6.0        1.0        NAN        NAN 3.2000E-02 3.0000E-03        NAN        NAN        NAN        NAN
 1.7840E+04 9.0000E-01        5.0        1.0        NAN        NAN 4.3000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 2.0870E+04        NAN        5.0        1.0        NAN        NAN 3.4400E-02 3.3000E-03        NAN        NAN        NAN        NAN
 2.1050E+04        NAN        4.0        1.0        NAN        NAN 3.3000E-02 3.0000E-03        NAN        NAN        NAN        NAN
 2.2286E+04 9.0000E-01        5.0        1.0        NAN        NAN 3.3600E-02 3.2000E-03        NAN        NAN        NAN        NAN
 2.3149E+04 1.3000E+00        6.0        1.0        NAN        NAN 2.5300E-02 2.5000E-03        NAN        NAN        NAN        NAN
