# Header: 
#   Title                 : 11-NA-23 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1536-002-2 
#   First Author          : J.R.Vanhoy 
#   Institute             : (1USADKE): Duke University, Durham, NC 
#   Reference             : (J,PR/C,36,920,1987) 
#   Year                  : 1987 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 11 
#   A                     : 23 
#   Isomer                :  
#   Nuclide               : 11-NA-23 
# Reaction: 
#   EXFOR Reaction        : (11-NA-23(P,EL),,WID) 
#   Incident Energy Type   : 1.0870e+06 eV - 4.1240e+06 eV 
#   Resonance Energy      : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C15/C1536.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1536
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.3907E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   9.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.4070E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4540E+06          NAN        3.0        1.0          NAN          NAN          NAN          NAN   2.6250E+03          NAN          NAN          NAN          NAN          NAN
   1.5670E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.6330E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   4.5000E+03          NAN          NAN          NAN          NAN          NAN
   1.6390E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
   1.7090E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.7186E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   4.3000E+02          NAN          NAN          NAN          NAN          NAN
   1.7277E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   3.7500E+03          NAN          NAN          NAN          NAN          NAN
   1.7951E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   1.7978E+06          NAN        3.0        1.0          NAN          NAN          NAN          NAN   1.8500E+03          NAN          NAN          NAN          NAN          NAN
   1.8312E+06          NAN        2.0        2.0          NAN          NAN          NAN          NAN   3.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.9250E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   9.6667E+02          NAN          NAN          NAN          NAN          NAN
   1.9690E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.0182E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   7.2500E+02          NAN          NAN          NAN          NAN          NAN
   2.0660E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   2.4000E+03          NAN          NAN          NAN          NAN          NAN
   2.0720E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.1130E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   2.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.1594E+06          NAN        5.0        3.0          NAN          NAN          NAN          NAN   7.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.2020E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   2.4000E+04          NAN          NAN          NAN          NAN          NAN
   2.2120E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.2740E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.2790E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   3.5000E+04          NAN          NAN          NAN          NAN          NAN
   2.3270E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   2.6750E+03          NAN          NAN          NAN          NAN          NAN
   2.3400E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   6.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.3785E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   1.5667E+02          NAN          NAN          NAN          NAN          NAN
   2.4190E+06          NAN        3.0        1.0          NAN          NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.4260E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.4810E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   2.5000E+03          NAN          NAN          NAN          NAN          NAN
   2.5021E+06          NAN        2.0        2.0          NAN          NAN          NAN          NAN   2.5000E+02          NAN          NAN          NAN          NAN          NAN
   2.5100E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.5190E+06          NAN        3.0        1.0          NAN          NAN          NAN          NAN   9.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.5514E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   4.5000E+02          NAN          NAN          NAN          NAN          NAN
   2.5780E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.6550E+06          NAN        4.0        2.0          NAN          NAN          NAN          NAN   1.5000E+03          NAN          NAN          NAN          NAN          NAN
   2.6760E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.7500E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   6.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.7575E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   1.2500E+03          NAN          NAN          NAN          NAN          NAN
   2.7967E+06          NAN        4.0        2.0          NAN          NAN          NAN          NAN   7.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.8200E+06          NAN        0.0        1.0          NAN          NAN          NAN          NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.8370E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN
   2.8480E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN
   2.8510E+06          NAN        4.0        2.0          NAN          NAN          NAN          NAN   4.0000E+01          NAN          NAN          NAN          NAN          NAN
   2.8520E+06          NAN        3.0        3.0          NAN          NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.8960E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.9178E+06          NAN        0.0        1.0          NAN          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   2.9505E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.9626E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   2.9880E+06          NAN        0.0        2.0          NAN          NAN          NAN          NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN
   3.0490E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   2.7500E+03          NAN          NAN          NAN          NAN          NAN
   3.1000E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   6.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.1104E+06          NAN        3.0        1.0          NAN          NAN          NAN          NAN   1.5000E+02          NAN          NAN          NAN          NAN          NAN
   3.1220E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN
   3.1440E+06          NAN        2.0        2.0          NAN          NAN          NAN          NAN   9.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.1540E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   2.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.2300E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.2400E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   3.2720E+06          NAN        0.0        2.0          NAN          NAN          NAN          NAN   1.7000E+04          NAN          NAN          NAN          NAN          NAN
   3.2970E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   3.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.3450E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   5.0000E+02          NAN          NAN          NAN          NAN          NAN
   3.3558E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.4280E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.4600E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   5.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.4700E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   6.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.5430E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.5950E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN
   3.6500E+06          NAN        2.0        0.0          NAN          NAN          NAN          NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN
   3.7060E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7230E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN
   3.7500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7750E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8600E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8800E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.9000E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   5.0000E+04          NAN          NAN          NAN          NAN          NAN
   3.9700E+06          NAN        4.0        2.0          NAN          NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN
   3.9800E+06          NAN        1.0        2.0          NAN          NAN          NAN          NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN
   4.0120E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0500E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0700E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0830E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.1240E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
