# Header: 
#   Title                 : 74-W-184 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : V.A.Anufriev 
#   Institute             : (4RUSNIR): NIIAR Dimitrovgrad 
#   Reference             : ((C,83KIEV,3,215,1983)=(R,INDC(CCP)-235,(3),215,1983)) 
#   Year                  : 1983 
#   Facility              : (SELVE): Velocity selector 
# Target: 
#   Z                     : 74 
#   A                     : 184 
#   Nuclide               : 74-W-184 
# Reaction: 
#   entry-subent-pointer  :['40850-002-2'] 
#   EXFOR reaction        :['(74-W-184(N,TOT),,WID)'] 
#   incident energy       : 5.6300e+01 eV - 1.0000e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/408/40850.x4 
#   nds                   : https://nds.iaea.org/EXFOR/40850
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 5.6300E+01 3.0000E-01        NAN        NAN 7.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0160E+02 8.0000E-01        NAN        NAN 1.2400E-01 1.7000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 1.8450E+02 1.8000E+00        NAN        NAN 1.1700E+00 2.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN
 2.4300E+02 3.0000E+00        NAN        NAN 7.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1200E+02 4.0000E+00        NAN        NAN 1.6000E-01 3.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 4.2300E+02 7.0000E+00        NAN        NAN 1.1500E-01 3.0000E-02        NAN        NAN        NAN        NAN        NAN        NAN
 6.8300E+02 9.0000E+00        NAN        NAN 7.4000E-01 1.0000E-01        NAN        NAN        NAN        NAN        NAN        NAN
 7.9500E+02 1.7000E+01        NAN        NAN 1.7200E+00 1.5000E-01        NAN        NAN        NAN        NAN        NAN        NAN
 9.6000E+02 2.3000E+01        NAN        NAN 1.5500E+00        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
