# Header: 
#   Title                 : 53-I-127 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : R.L.Macklin 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,NSE,85,350,8312) 
#   Year                  : 1983 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 53 
#   A                     : 127 
#   Nuclide               : 53-I-127 
# Reaction: 
#   entry-subent-pointer  :['12806-002-4'] 
#   EXFOR reaction        :['(53-I-127(N,G),,WID)'] 
#   incident energy       : 2.6600e+03 eV - 4.2590e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/128/12806.x4 
#   nds                   : https://nds.iaea.org/EXFOR/12806
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.6600E+03        NAN        NAN        NAN        NAN        NAN 1.4200E-01        NAN        NAN        NAN        NAN        NAN
 2.6680E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.6750E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.6980E+03        NAN        NAN        NAN        NAN        NAN 2.9450E-01        NAN        NAN        NAN        NAN        NAN
 2.7220E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7350E+03        NAN        NAN        NAN        NAN        NAN 1.2680E-01        NAN        NAN        NAN        NAN        NAN
 2.7400E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7580E+03        NAN        NAN        NAN        NAN        NAN 1.7920E-01        NAN        NAN        NAN        NAN        NAN
 2.7700E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7780E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.7970E+03        NAN        NAN        NAN        NAN        NAN 8.2500E-02        NAN        NAN        NAN        NAN        NAN
 2.8120E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8300E+03        NAN        NAN        NAN        NAN        NAN 2.4870E-01        NAN        NAN        NAN        NAN        NAN
 2.8520E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8640E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8820E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8910E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8960E+03        NAN        NAN        NAN        NAN        NAN 1.1690E-01        NAN        NAN        NAN        NAN        NAN
 2.9040E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9160E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9240E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9360E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9480E+03        NAN        NAN        NAN        NAN        NAN 1.0890E-01        NAN        NAN        NAN        NAN        NAN
 2.9560E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9720E+03        NAN        NAN        NAN        NAN        NAN 8.7700E-02        NAN        NAN        NAN        NAN        NAN
 2.9790E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9920E+03        NAN        NAN        NAN        NAN        NAN 9.0000E-02        NAN        NAN        NAN        NAN        NAN
 3.0090E+03        NAN        NAN        NAN        NAN        NAN 1.2840E-01        NAN        NAN        NAN        NAN        NAN
 3.0280E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0400E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0500E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0540E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0580E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0680E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0780E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0960E+03        NAN        NAN        NAN        NAN        NAN 1.5650E-01        NAN        NAN        NAN        NAN        NAN
 3.1130E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1260E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1350E+03        NAN        NAN        NAN        NAN        NAN 8.4800E-02        NAN        NAN        NAN        NAN        NAN
 3.1480E+03        NAN        NAN        NAN        NAN        NAN 2.2000E-01        NAN        NAN        NAN        NAN        NAN
 3.1800E+03        NAN        NAN        NAN        NAN        NAN 2.0800E-01        NAN        NAN        NAN        NAN        NAN
 3.1950E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2040E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2110E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2410E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2520E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.2740E+03        NAN        NAN        NAN        NAN        NAN 1.5520E-01        NAN        NAN        NAN        NAN        NAN
 3.2890E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3020E+03        NAN        NAN        NAN        NAN        NAN 1.1290E-01        NAN        NAN        NAN        NAN        NAN
 3.3110E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3170E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3400E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3540E+03        NAN        NAN        NAN        NAN        NAN 1.1080E-01        NAN        NAN        NAN        NAN        NAN
 3.3670E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3720E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3830E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3990E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4080E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4210E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4270E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4390E+03        NAN        NAN        NAN        NAN        NAN 2.5610E-01        NAN        NAN        NAN        NAN        NAN
 3.4510E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4560E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4750E+03        NAN        NAN        NAN        NAN        NAN 1.2120E-01        NAN        NAN        NAN        NAN        NAN
 3.4870E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.5030E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.5100E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.5290E+03        NAN        NAN        NAN        NAN        NAN 1.0880E-01        NAN        NAN        NAN        NAN        NAN
 3.5400E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.5530E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.5650E+03        NAN        NAN        NAN        NAN        NAN 1.3780E-01        NAN        NAN        NAN        NAN        NAN
 3.5760E+03        NAN        NAN        NAN        NAN        NAN 2.3290E-01        NAN        NAN        NAN        NAN        NAN
 3.5830E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6010E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6140E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6190E+03        NAN        NAN        NAN        NAN        NAN 1.2720E-01        NAN        NAN        NAN        NAN        NAN
 3.6410E+03        NAN        NAN        NAN        NAN        NAN 1.1140E-01        NAN        NAN        NAN        NAN        NAN
 3.6510E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.6660E+03        NAN        NAN        NAN        NAN        NAN 7.6500E-02        NAN        NAN        NAN        NAN        NAN
 3.6870E+03        NAN        NAN        NAN        NAN        NAN 1.1590E-01        NAN        NAN        NAN        NAN        NAN
 3.6980E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7090E+03        NAN        NAN        NAN        NAN        NAN 1.6900E-01        NAN        NAN        NAN        NAN        NAN
 3.7210E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7380E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7520E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7620E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7720E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7960E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8140E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8210E+03        NAN        NAN        NAN        NAN        NAN 1.3140E-01        NAN        NAN        NAN        NAN        NAN
 3.8300E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8530E+03        NAN        NAN        NAN        NAN        NAN 1.3730E-01        NAN        NAN        NAN        NAN        NAN
 3.8670E+03        NAN        NAN        NAN        NAN        NAN 1.0640E-01        NAN        NAN        NAN        NAN        NAN
 3.8740E+03        NAN        NAN        NAN        NAN        NAN 7.1700E-02        NAN        NAN        NAN        NAN        NAN
 3.8980E+03        NAN        NAN        NAN        NAN        NAN 1.0720E-01        NAN        NAN        NAN        NAN        NAN
 3.9200E+03        NAN        NAN        NAN        NAN        NAN 1.1360E-01        NAN        NAN        NAN        NAN        NAN
 3.9330E+03        NAN        NAN        NAN        NAN        NAN 1.5490E-01        NAN        NAN        NAN        NAN        NAN
 3.9460E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9570E+03        NAN        NAN        NAN        NAN        NAN 1.5160E-01        NAN        NAN        NAN        NAN        NAN
 3.9710E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9800E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9890E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0120E+03        NAN        NAN        NAN        NAN        NAN 8.2700E-02        NAN        NAN        NAN        NAN        NAN
 4.0250E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0370E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0510E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0570E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0780E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0940E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1170E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1360E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1580E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1690E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1870E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1960E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2030E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2220E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2460E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2590E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
