# Header: 
#   Title                 : 14-SI-29 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : R.O.Nelson 
#   Institute             : (1USATNL): Triangle Universities Nuclear Laboratory , Durham, NC 
#   Reference             : (J,PR/C,27,930,198303) 
#   Year                  : 1983 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 14 
#   A                     : 29 
#   Nuclide               : 14-SI-29 
# Reaction: 
#   entry-subent-pointer  :['C0819-004-5'] 
#   EXFOR reaction        :['(14-SI-29(P,EL),,WID)'] 
#   incident energy       : 1.3020e+06 eV - 3.2656e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C08/C0819.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C0819
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.3020E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   2.5000E+01          NAN          NAN          NAN          NAN          NAN
   1.3268E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   3.1000E+03          NAN          NAN          NAN          NAN          NAN
   1.3737E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   5.4000E+03          NAN          NAN          NAN          NAN          NAN
   1.4709E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   7.0000E+02          NAN          NAN          NAN          NAN          NAN
   1.5023E+06          NAN        4.0        3.0          NAN          NAN          NAN          NAN   2.0000E+01          NAN          NAN          NAN          NAN          NAN
   1.5060E+06          NAN        4.0        3.0          NAN          NAN          NAN          NAN   4.5000E+01          NAN          NAN          NAN          NAN          NAN
   1.6393E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN
   1.6639E+06          NAN        2.0        2.0          NAN          NAN          NAN          NAN   3.0000E+01          NAN          NAN          NAN          NAN          NAN
   1.6685E+06          NAN        0.0        0.0          NAN          NAN          NAN          NAN   1.6000E+02          NAN          NAN          NAN          NAN          NAN
   1.6844E+06          NAN        2.0        1.0          NAN          NAN          NAN          NAN   4.5000E+03          NAN          NAN          NAN          NAN          NAN
   1.7698E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   1.1000E+02          NAN          NAN          NAN          NAN          NAN
   1.7715E+06          NAN        2.0        3.0          NAN          NAN          NAN          NAN   4.5000E+01          NAN          NAN          NAN          NAN          NAN
   1.7881E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   1.6500E+04          NAN          NAN          NAN          NAN          NAN
   1.9637E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   3.5000E+03          NAN          NAN          NAN          NAN          NAN
   2.0036E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   4.0000E+01          NAN          NAN          NAN          NAN          NAN
   2.0361E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   4.0000E+01          NAN          NAN          NAN          NAN          NAN
   2.0535E+06          NAN        2.0        3.0          NAN          NAN          NAN          NAN   1.7000E+02          NAN          NAN          NAN          NAN          NAN
   2.0789E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   2.3000E+02          NAN          NAN          NAN          NAN          NAN
   2.1203E+06          NAN        3.0        2.0          NAN          NAN          NAN          NAN   6.5000E+01          NAN          NAN          NAN          NAN          NAN
   2.2223E+06          NAN        1.0        1.0          NAN          NAN          NAN          NAN   5.2000E+04          NAN          NAN          NAN          NAN          NAN
   2.2294E+06          NAN        1.0        0.0          NAN          NAN          NAN          NAN   5.3000E+02          NAN          NAN          NAN          NAN          NAN
   2.2679E+06          NAN        4.0        3.0          NAN          NAN          NAN          NAN   1.7000E+01          NAN          NAN          NAN          NAN          NAN
   2.2849E+06          NAN        4.0        3.0          NAN          NAN          NAN          NAN   1.0000E+01          NAN          NAN          NAN          NAN          NAN
   2.3095E+06          NAN        3.0        3.0          NAN          NAN          NAN          NAN   5.0000E+01          NAN          NAN          NAN          NAN          NAN
