# Header: 
#   Title                 : 14-SI-28 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : M.K.Leung 
#   Institute             : (1USAKTY): University of Kentucky, Lexington, KY 
#   Reference             : (T,LEUNG,1972) 
#   Year                  : 1972 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 14 
#   A                     : 28 
#   Nuclide               : 14-SI-28 
# Reaction: 
#   entry-subent-pointer  :['C2100-002-4' 'C2100-002-5'] 
#   EXFOR reaction        :['(14-SI-28(A,TOT),,WID)' '(14-SI-28(A,EL),,WID)'] 
#   incident energy       : 3.8120e+06 eV - 5.8130e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C21/C2100.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2100
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   3.8120E+06          NAN        3.0        NAN   1.3000E+03          NAN          NAN          NAN   1.0000E+02          NAN          NAN          NAN          NAN          NAN
   3.8680E+06          NAN        1.0        NAN   9.6000E+03          NAN          NAN          NAN   3.8000E+03          NAN          NAN          NAN          NAN          NAN
   3.9990E+06          NAN        1.0        NAN   3.0000E+03          NAN          NAN          NAN   8.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.1910E+06          NAN        3.0        NAN   3.0000E+03          NAN          NAN          NAN   9.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.2760E+06          NAN        1.0        NAN   3.3000E+04          NAN          NAN          NAN   5.9000E+03          NAN          NAN          NAN          NAN          NAN
   4.3660E+06          NAN        3.0        NAN   4.9000E+03          NAN          NAN          NAN   3.4000E+03          NAN          NAN          NAN          NAN          NAN
   4.4170E+06          NAN        1.0        NAN   3.2000E+04          NAN          NAN          NAN   4.0000E+03          NAN          NAN          NAN          NAN          NAN
   4.5220E+06          NAN        1.0        NAN   2.1000E+03          NAN          NAN          NAN   6.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.6880E+06          NAN        2.0        NAN   1.0000E+04          NAN          NAN          NAN   6.0000E+03          NAN          NAN          NAN          NAN          NAN
   4.7350E+06          NAN        0.0        NAN   5.6000E+04          NAN          NAN          NAN   4.4000E+04          NAN          NAN          NAN          NAN          NAN
   4.8740E+06          NAN        3.0        NAN   2.9000E+03          NAN          NAN          NAN   8.0000E+02          NAN          NAN          NAN          NAN          NAN
   4.8870E+06          NAN        1.0        NAN   5.0000E+03          NAN          NAN          NAN   5.0000E+02          NAN          NAN          NAN          NAN          NAN
   5.0490E+06          NAN        4.0        NAN   4.0000E+03          NAN          NAN          NAN   7.0000E+02          NAN          NAN          NAN          NAN          NAN
   5.3020E+06          NAN        3.0        NAN   6.2000E+03          NAN          NAN          NAN   4.1000E+03          NAN          NAN          NAN          NAN          NAN
   5.3820E+06          NAN        4.0        NAN   7.6000E+03          NAN          NAN          NAN   6.2000E+03          NAN          NAN          NAN          NAN          NAN
   5.4120E+06          NAN        2.0        NAN   6.6000E+03          NAN          NAN          NAN   3.8000E+03          NAN          NAN          NAN          NAN          NAN
   5.4620E+06          NAN        2.0        NAN   8.0000E+03          NAN          NAN          NAN   3.9000E+03          NAN          NAN          NAN          NAN          NAN
   5.4990E+06          NAN        3.0        NAN   3.0000E+03          NAN          NAN          NAN   9.0000E+02          NAN          NAN          NAN          NAN          NAN
   5.5620E+06          NAN        3.0        NAN   5.8000E+03          NAN          NAN          NAN   4.1000E+03          NAN          NAN          NAN          NAN          NAN
   5.6840E+06          NAN        1.0        NAN   7.6000E+03          NAN          NAN          NAN   4.1000E+03          NAN          NAN          NAN          NAN          NAN
   5.7130E+06          NAN        3.0        NAN   7.0000E+03          NAN          NAN          NAN   1.8000E+03          NAN          NAN          NAN          NAN          NAN
   5.7530E+06          NAN        5.0        NAN   4.6000E+03          NAN          NAN          NAN   2.7000E+03          NAN          NAN          NAN          NAN          NAN
   5.7950E+06          NAN        4.0        NAN   3.1000E+03          NAN          NAN          NAN   1.6000E+03          NAN          NAN          NAN          NAN          NAN
   5.8020E+06          NAN        2.0        NAN   9.5000E+03          NAN          NAN          NAN   6.5000E+03          NAN          NAN          NAN          NAN          NAN
   5.8130E+06          NAN        3.0        NAN   5.6000E+03          NAN          NAN          NAN   4.4000E+03          NAN          NAN          NAN          NAN          NAN
