# Header: 
#   title: 32-GE-76(N,G) macs cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 32 
#   A: 76 
#   Nuclide: 32-GE-76 
# Reaction: 
#   Type: N,G 
#   Type: N,G 
#   Incident energy       : 2.5000e-08 MeV - 2.5300e-08 MeV 
# Residual: 
#   Z:  
#   A:  
#   Nuclide: 
# Statistics:
#   Maxwellian Average Simple Mean  |  Simple Stdev        : 9.68125E-02  |   4.84481E-02   (N = 8)
#   Maxwellian Average Weighted Mean +/- Weighted Error      : 5.42127E-02 +/-  2.67766E-03   (N = 8)
#   MXW Simple Mean           |  Simple Stdev        : 1.69833E-01  |   1.22132E-01   (N = 6)
#   MXW Weighted Mean        +/- Weighted Error      : 9.08669E-02 +/-  6.61867E-03   (N = 6)
#   SPA Simple Mean           |  Simple Stdev        : 1.30600E-01  |   1.85901E-01   (N = 5)
#   SPA Weighted Mean        +/- Weighted Error      : 4.61348E-02 +/-  7.01648E-04   (N = 5)
#
# Data Table
#   Experimental Data
# EXFOR ID          First Author            Year   En_inc [MeV] dEn_inc      Data [B]     dData         sf8    sf9
23062-003-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   4.6200E-02   5.5000E-03                
23062-004-1         G.Meierhofer            2009   2.5300E-08   0.0000E+00   9.8000E-02   1.2000E-02                
23062-004-2         G.Meierhofer            2009   2.5300E-08   0.0000E+00   1.1200E-01   1.4000E-02                
23092-002-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   1.1500E-01   1.6000E-02                
23092-004-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   4.6900E-02   4.7000E-03                
23092-007-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   1.6190E-01   0.0000E+00                
23092-008-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   1.5460E-01   1.6800E-02                
23092-009-0         G.Meierhofer            2009   2.5300E-08   0.0000E+00   3.9900E-02   4.9000E-03                
11507-038-0         H.Pomerance             1952   2.5300E-08   0.0000E+00   3.5000E-01   7.0000E-02     MXW        
11426-008-0         W.A.Brooksbank          1955   2.5300E-08   0.0000E+00   3.0000E-01   6.0000E-02     MXW        
11823-004-0         E.Der Mateosian         1957   2.5300E-08   0.0000E+00   8.7000E-02   1.5000E-02     MXW        
11823-005-0         E.Der Mateosian         1957   2.5300E-08   0.0000E+00   7.6000E-02   1.5000E-02     MXW        
21342-005-0         H.Weigmann              1962   2.5300E-08   0.0000E+00   1.2000E-01   3.0000E-02     MXW        
22521-007-0         W.Mannhart              1968   2.5300E-08   0.0000E+00   8.6000E-02   9.0000E-03     MXW        
11447-038-0         L.Seren                 1947   2.5300E-08   0.0000E+00   8.5000E-02   1.7000E-02     SPA        
11426-009-0         W.A.Brooksbank          1955   2.5300E-08   0.0000E+00   1.5000E-02   6.0000E-03     SPA        
11426-010-0         W.A.Brooksbank          1955   2.5300E-08   0.0000E+00   4.6000E-01   0.0000E+00     SPA        
12866-042-0         R.E.Heft                1978   2.5000E-08   0.0000E+00   5.5000E-02   1.0000E-03     SPA        
12866-044-0         R.E.Heft                1978   2.5000E-08   0.0000E+00   3.8000E-02   1.0000E-03     SPA        
#   Recom./Eval./Deriv./Calc. Data
# EXFOR ID          First Author            Year   En_inc [MeV] dEn_inc      Data [B]     dData         sf8    sf9
V1001-277-1         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   1.0000E-01   1.0000E-02           RECOM
V1001-277-2         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   5.5000E-02   2.0000E-03           RECOM
V1001-277-3         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   1.5500E-01   1.0000E-02           RECOM
