# Header: 
#   Title                 : 4-BE-9 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D0669-004-4 
#   First Author          : M.Freer 
#   Institute             : (2UK BIR): University of Birmingham, England 
#   Reference             : (J,PR/C,84,034317,2011) 
#   Year                  : 2011 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 4 
#   A                     : 9 
#   Isomer                :  
#   Nuclide               : 4-BE-9 
# Reaction: 
#   EXFOR Reaction        : (4-BE-9(A,TOT),,WID) 
#   Incident Energy Type   : 2.7300e+06 eV - 5.5100e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D06/D0669.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D0669
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   2.7300E+06          NAN        1.5        NAN   3.4000E+08          NAN          NAN          NAN   2.9400E+08          NAN          NAN          NAN          NAN          NAN
   2.7800E+06          NAN        4.5        NAN   2.0000E+06          NAN          NAN          NAN   2.0000E+06          NAN          NAN          NAN          NAN          NAN
   2.8800E+06          NAN        3.5        NAN   5.9600E+08          NAN          NAN          NAN   5.1200E+08          NAN          NAN          NAN          NAN          NAN
   3.2800E+06          NAN        2.5        NAN   3.3700E+08          NAN          NAN          NAN   1.0300E+08          NAN          NAN          NAN          NAN          NAN
   3.4800E+06          NAN        2.5        NAN   1.2400E+08          NAN          NAN          NAN   1.2400E+08          NAN          NAN          NAN          NAN          NAN
   3.7600E+06          NAN        3.5        NAN   1.1100E+08          NAN          NAN          NAN   1.2000E+07          NAN          NAN          NAN          NAN          NAN
   4.0700E+06          NAN        4.5        NAN   2.8500E+08          NAN          NAN          NAN   2.4400E+08          NAN          NAN          NAN          NAN          NAN
   4.3100E+06          NAN        3.5        NAN   4.0600E+08          NAN          NAN          NAN   2.3800E+08          NAN          NAN          NAN          NAN          NAN
   4.5000E+06          NAN        2.5        NAN   4.9300E+08          NAN          NAN          NAN   1.5400E+08          NAN          NAN          NAN          NAN          NAN
   5.4900E+06          NAN        2.5        NAN   2.5300E+08          NAN          NAN          NAN   2.3000E+07          NAN          NAN          NAN          NAN          NAN
   5.5100E+06          NAN        3.5        NAN   1.4000E+08          NAN          NAN          NAN   2.1000E+07          NAN          NAN          NAN          NAN          NAN
