# Header: 
#   Title                 : 8-O-16 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : T0246-008-4 
#   First Author          : M.K.Mehta 
#   Institute             : (1USAFSU): Florida State University, Tallahassee, FL 
#   Reference             : (J,PR,160,791,196708) 
#   Year                  : 1967 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 8 
#   A                     : 16 
#   Isomer                :  
#   Nuclide               : 8-O-16 
# Reaction: 
#   EXFOR Reaction        : (8-O-16(A,EL),,WID) 
#   Incident Energy       : 1.0050e+07 eV - 1.8900e+07 eV 
#   Resonance Energy Type : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T02/T0246.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0246
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   1.0050E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   1.3000E+05          NAN          NAN          NAN          NAN          NAN
   1.0140E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   6.8000E+04          NAN          NAN          NAN          NAN          NAN
   1.0320E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   7.5000E+04          NAN          NAN          NAN          NAN          NAN
   1.0430E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   9.0000E+04          NAN          NAN          NAN          NAN          NAN
   1.0570E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   7.5000E+04          NAN          NAN          NAN          NAN          NAN
   1.0730E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   9.0000E+04          NAN          NAN          NAN          NAN          NAN
   1.0870E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   1.4000E+05          NAN          NAN          NAN          NAN          NAN
   1.1200E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN   4.0000E+05          NAN          NAN          NAN          NAN          NAN
   1.1510E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   1.2500E+05          NAN          NAN          NAN          NAN          NAN
   1.1770E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.1970E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   3.0000E+05          NAN          NAN          NAN          NAN          NAN
   1.2060E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2310E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN   3.0000E+05          NAN          NAN          NAN          NAN          NAN
   1.2660E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   1.5000E+05          NAN          NAN          NAN          NAN          NAN
   1.2860E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   1.5000E+05          NAN          NAN          NAN          NAN          NAN
   1.3160E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   1.5000E+05          NAN          NAN          NAN          NAN          NAN
   1.3370E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   4.7000E+05          NAN          NAN          NAN          NAN          NAN
   1.4530E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.4910E+07          NAN        1.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.5180E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   4.0000E+05          NAN          NAN          NAN          NAN          NAN
   1.5730E+07          NAN        2.0        NAN          NAN          NAN          NAN          NAN   3.4000E+05          NAN          NAN          NAN          NAN          NAN
   1.6010E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   2.3000E+05          NAN          NAN          NAN          NAN          NAN
   1.6300E+07          NAN        0.0        NAN          NAN          NAN          NAN          NAN   2.3000E+05          NAN          NAN          NAN          NAN          NAN
   1.6530E+07          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.6700E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   1.8000E+05          NAN          NAN          NAN          NAN          NAN
   1.6980E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   3.0000E+05          NAN          NAN          NAN          NAN          NAN
   1.7450E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.8050E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   2.5000E+05          NAN          NAN          NAN          NAN          NAN
   1.8350E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   3.5000E+05          NAN          NAN          NAN          NAN          NAN
   1.8900E+07          NAN        6.0        NAN          NAN          NAN          NAN          NAN   3.5000E+05          NAN          NAN          NAN          NAN          NAN
