# Header: 
#   Title                 : 17-CL-35 Resonance Parameter: WID/STR 
#   Source                : EXFOR 
#   Date Created          : 2025-08-28 
# EXFOR Bibliographic Information: 
#   First Author          : C.Iliadis 
#   Institute             : (1USANOT): University of Notre Dame, Notre Dame, IN 
#   Reference             : (J,NP/A,571,132,1994) 
#   Year                  : 1994 
#   Facility              : None 
# Target: 
#   Z                     : 17 
#   A                     : 35 
#   Nuclide               : 17-CL-35 
# Reaction: 
#   entry-subent-pointer  :['C0908-005-2' 'C0908-005-3'] 
#   EXFOR reaction        :['(17-CL-35(P,G),,WID/STR)' '(17-CL-35(P,A),,WID/STR)'] 
#   incident energy       : 5.0000e+04 eV - 8.6000e+05 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C09/C0908.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C0908
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   5.0000E+04          NAN        NAN        NAN          NAN          NAN   2.8000E-21          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.7000E+05          NAN        NAN        NAN          NAN          NAN   3.6000E-03          NAN          NAN          NAN          NAN          NAN   3.4000E-03          NAN
   3.1100E+05   2.0000E+03        NAN        NAN          NAN          NAN   1.5000E-02   5.0000E-03          NAN          NAN          NAN          NAN   2.4000E-02          NAN
   3.9100E+05          NAN        NAN        NAN          NAN          NAN   3.1000E-02          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.1600E+05   2.0000E+03        NAN        NAN          NAN          NAN   6.6000E-02   3.3000E-02          NAN          NAN          NAN          NAN          NAN          NAN
   4.2800E+05          NAN        NAN        NAN          NAN          NAN   1.3000E-01          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4500E+05   2.0000E+03        NAN        NAN          NAN          NAN   1.3000E+01   3.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   5.2300E+05   3.0000E+03        NAN        NAN          NAN          NAN   1.2000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   5.3300E+05   2.0000E+03        NAN        NAN          NAN          NAN   3.2000E+01   6.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   5.7500E+05   2.0000E+03        NAN        NAN          NAN          NAN   3.1000E+01   6.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   6.2700E+05   2.0000E+03        NAN        NAN          NAN          NAN   7.6000E-01   1.8000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   6.4100E+05   2.0000E+03        NAN        NAN          NAN          NAN   2.8000E+01   6.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   6.5400E+05          NAN        NAN        NAN          NAN          NAN   1.5000E+01   3.0000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   7.3200E+05   2.0000E+03        NAN        NAN          NAN          NAN   9.8000E+01   1.9000E+01          NAN          NAN          NAN          NAN          NAN          NAN
   8.6000E+05   1.0000E+03        NAN        NAN          NAN          NAN   7.0000E+02   1.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
