# Header: 
#   Title                 : 48-CD-114 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : A.R.De L.Musgrove 
#   Institute             : (3AULAUA): Australian Nuclear Sci.and Techn.Org., Lucas Heights,NSW 
#   Reference             : (J,JP/G,4,771,1978) 
#   Year                  : 1978 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 48 
#   A                     : 114 
#   Nuclide               : 48-CD-114 
# Reaction: 
#   entry-subent-pointer  :['30453-018-3'] 
#   EXFOR reaction        :['(48-CD-114(N,G),,WID)'] 
#   incident energy       : 2.5900e+03 eV - 7.8400e+03 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/304/30453.x4 
#   nds                   : https://nds.iaea.org/EXFOR/30453
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 2.5900E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.6360E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.6780E+03        NAN        NAN        0.0        NAN        NAN 5.9000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 2.8030E+03        NAN        NAN        0.0        NAN        NAN 5.0000E-02 6.0000E-03        NAN        NAN        NAN        NAN
 2.8500E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.9570E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.0280E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1550E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1770E+03        NAN        NAN        0.0        NAN        NAN 5.8000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 3.3060E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3350E+03        NAN        NAN        1.0        NAN        NAN 6.9000E-02 6.0000E-03        NAN        NAN        NAN        NAN
 3.5710E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7000E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7720E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.8200E+03        NAN        NAN        0.0        NAN        NAN 5.8000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 4.0530E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.1320E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.2580E+03        NAN        NAN        0.0        NAN        NAN 6.3000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 4.3480E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.4160E+03        NAN        NAN        1.0        NAN        NAN 8.0000E-02 2.5000E-02        NAN        NAN        NAN        NAN
 4.5150E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.5400E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.5830E+03        NAN        NAN        0.0        NAN        NAN 5.1000E-02 5.0000E-03        NAN        NAN        NAN        NAN
 4.6460E+03        NAN        NAN        1.0        NAN        NAN 5.1000E-02 1.2000E-02        NAN        NAN        NAN        NAN
 4.6930E+03        NAN        NAN        0.0        NAN        NAN 5.0000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 4.8560E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.0460E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1280E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.1710E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.2940E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.3570E+03        NAN        NAN        0.0        NAN        NAN 5.1000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 5.4820E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5160E+03        NAN        NAN        0.0        NAN        NAN 5.1000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 5.6890E+03        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.9310E+03        NAN        NAN        1.0        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.0170E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.0450E+03        NAN        NAN        1.0        NAN        NAN 8.9000E-02 6.0000E-03        NAN        NAN        NAN        NAN
 6.2230E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.4080E+03        NAN        NAN        0.0        NAN        NAN 4.7000E-02 3.0000E-03        NAN        NAN        NAN        NAN
 6.4280E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.5430E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.6200E+03        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
