# Header: 
#   Title                 : 58-CE-142 Resonance Parameter: WID/RED 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : 20819-007-2 
#   First Author          : M.Ohkubo 
#   Institute             : (2JPNJAE): Japan Atomic Energy Agency (JAEA) 
#   Reference             : (R,JAERI-M-93-012,1993) 
#   Year                  : 1993 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 58 
#   A                     : 142 
#   Isomer                :  
#   Nuclide               : 58-CE-142 
# Reaction: 
#   EXFOR Reaction        : (58-CE-142(N,EL),,WID/RED) 
#   Incident Energy Type   : 1.1527e+03 eV - 4.9245e+04 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/208/20819.x4 
#   nds                   : https://nds.iaea.org/EXFOR/20819
#
#    E_in(eV)    dE_in(eV)          J          L      (N,TOT)     d(N,TOT)        (N,G)       d(N,G)        (N,EL)     d(N,EL)        (N,F)       d(N,F)        (N,A)       d(N,A)
   1.1527E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.2770E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   2.0000E+00   5.0000E-02          NAN          NAN          NAN          NAN
   1.7420E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   3.1000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   2.7930E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   3.2500E-01   2.5000E-02          NAN          NAN          NAN          NAN
   2.9410E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   2.9660E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.8350E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   6.0000E-01   3.2000E-02          NAN          NAN          NAN          NAN
   4.2950E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   2.5000E-03   3.0000E-04          NAN          NAN          NAN          NAN
   4.5250E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   8.0000E-03   1.0000E-03          NAN          NAN          NAN          NAN
   5.1900E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6230E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   1.5000E-02   1.5000E-03          NAN          NAN          NAN          NAN
   5.8160E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   1.6000E-03   2.0000E-04          NAN          NAN          NAN          NAN
   5.9660E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.4290E+03          NAN        NAN        0.0          NAN          NAN          NAN          NAN   2.9000E-03   3.0000E-04          NAN          NAN          NAN          NAN
