# Header: 
#   Title                 : 10-NE-22 Resonance Parameter: WID/STR,,RG 
#   Source                : EXFOR 
#   Date Created          : 2025-09-05 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : D5034-002-0 
#   First Author          : J.J.A.Smit 
#   Institute             : (2SF HLS): University of Helsinki, Helsinki 
#   Reference             : (J,NP/A,318,111,1979) 
#   Year                  : 1979 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 10 
#   A                     : 22 
#   Isomer                :  
#   Nuclide               : 10-NE-22 
# Reaction: 
#   EXFOR Reaction        : (10-NE-22(P,G),,WID/STR,,RG) 
#   Incident Energy       : 1.1050e+06 eV - 1.9056e+06 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D50/D5034.x4 
#   nds                   : https://nds.iaea.org/EXFOR/D5034
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.1050E+06          NAN        NAN        NAN          NAN          NAN   4.3000E+00   1.0750E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.1466E+06          NAN        NAN        NAN          NAN          NAN   3.0000E+00   7.5000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.1739E+06          NAN        NAN        NAN          NAN          NAN   1.2000E+00   3.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.2641E+06          NAN        NAN        NAN          NAN          NAN   2.2000E+00   5.5000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3120E+06          NAN        NAN        NAN          NAN          NAN   4.0000E-01   1.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3346E+06          NAN        NAN        NAN          NAN          NAN   5.5000E+00   1.3750E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.3401E+06          NAN        NAN        NAN          NAN          NAN   2.4000E+00   6.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3512E+06          NAN        NAN        NAN          NAN          NAN   1.6000E+00   4.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3807E+06          NAN        NAN        NAN          NAN          NAN   1.3000E+00   3.2500E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.3923E+06          NAN        NAN        NAN          NAN          NAN   2.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.4380E+06          NAN        NAN        NAN          NAN          NAN   5.4000E+00   1.3500E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.5041E+06          NAN        NAN        NAN          NAN          NAN   8.9000E+00   2.2250E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.5155E+06          NAN        NAN        NAN          NAN          NAN   2.2000E+00   5.5000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5550E+06          NAN        NAN        NAN          NAN          NAN   2.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.5932E+06          NAN        NAN        NAN          NAN          NAN   1.0000E+01   2.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.6148E+06          NAN        NAN        NAN          NAN          NAN   2.1000E+00   5.2500E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.6225E+06          NAN        NAN        NAN          NAN          NAN   9.1000E+00   2.2750E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.6306E+06          NAN        NAN        NAN          NAN          NAN   6.0000E+00   1.5000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.7213E+06          NAN        NAN        NAN          NAN          NAN   1.3000E+01   3.2500E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.7298E+06          NAN        NAN        NAN          NAN          NAN   3.5000E+00   8.7500E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.7613E+06          NAN        NAN        NAN          NAN          NAN   5.1000E+00   1.2750E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.7854E+06          NAN        NAN        NAN          NAN          NAN   6.6000E+00   1.6500E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.7916E+06          NAN        NAN        NAN          NAN          NAN   1.0000E+00   2.5000E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.8034E+06          NAN        NAN        NAN          NAN          NAN   4.4000E+00   1.1000E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.8191E+06          NAN        NAN        NAN          NAN          NAN   1.5000E+00   3.7500E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.8349E+06          NAN        NAN        NAN          NAN          NAN   1.1000E+01   2.7500E+00          NAN          NAN          NAN          NAN          NAN          NAN
   1.8614E+06          NAN        NAN        NAN          NAN          NAN   2.3000E+00   5.7500E-01          NAN          NAN          NAN          NAN          NAN          NAN
   1.9056E+06          NAN        NAN        NAN          NAN          NAN   7.5000E+00   1.8750E+00          NAN          NAN          NAN          NAN          NAN          NAN
