# Header: 
#   Title                 : 48-CD-110 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : V.D.Mistry 
#   Institute             : (1USATEX): University of Texas, Austin, TX 
#   Reference             : (J,PR/C,1,1595,1970) 
#   Year                  : 1970 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 48 
#   A                     : 110 
#   Nuclide               : 48-CD-110 
# Reaction: 
#   entry-subent-pointer  :{0: 'C2688-005-5', 1: 'C2688-005-5', 2: 'C2688-005-5', 3: 'C2688-005-5', 4: 'C2688-005-5', 5: 'C2688-005-5', 6: 'C2688-005-5', 7: 'C2688-005-5', 8: 'C2688-005-5', 9: 'C2688-005-5', 10: 'C2688-005-5', 11: 'C2688-005-5', 12: 'C2688-005-5', 13: 'C2688-005-5', 14: 'C2688-005-5', 15: 'C2688-005-5', 16: 'C2688-005-5', 17: 'C2688-005-5', 18: 'C2688-005-5', 19: 'C2688-005-5', 20: 'C2688-005-5', 21: 'C2688-005-5', 22: 'C2688-005-5', 23: 'C2688-005-5', 24: 'C2688-005-5', 25: 'C2688-005-5', 26: 'C2688-005-5', 27: 'C2688-005-5', 28: 'C2688-005-5', 29: 'C2688-005-5', 30: 'C2688-005-5', 31: 'C2688-005-6', 32: 'C2688-005-6', 33: 'C2688-005-6', 34: 'C2688-005-6', 35: 'C2688-005-6', 36: 'C2688-005-6', 37: 'C2688-005-6', 38: 'C2688-005-6', 39: 'C2688-005-6', 40: 'C2688-005-6', 41: 'C2688-005-6', 42: 'C2688-005-6', 43: 'C2688-005-6', 44: 'C2688-005-6', 45: 'C2688-005-6', 46: 'C2688-005-6', 47: 'C2688-005-6', 48: 'C2688-005-6', 49: 'C2688-005-6', 50: 'C2688-005-6', 51: 'C2688-005-6', 52: 'C2688-005-6', 53: 'C2688-005-6', 54: 'C2688-005-6', 55: 'C2688-005-6', 56: 'C2688-005-6', 57: 'C2688-005-6', 58: 'C2688-005-6', 59: 'C2688-005-6', 60: 'C2688-005-6', 61: 'C2688-005-6'} 
#   EXFOR reaction        :{0: '(48-CD-110(P,EL),,WID)', 1: '(48-CD-110(P,EL),,WID)', 2: '(48-CD-110(P,EL),,WID)', 3: '(48-CD-110(P,EL),,WID)', 4: '(48-CD-110(P,EL),,WID)', 5: '(48-CD-110(P,EL),,WID)', 6: '(48-CD-110(P,EL),,WID)', 7: '(48-CD-110(P,EL),,WID)', 8: '(48-CD-110(P,EL),,WID)', 9: '(48-CD-110(P,EL),,WID)', 10: '(48-CD-110(P,EL),,WID)', 11: '(48-CD-110(P,EL),,WID)', 12: '(48-CD-110(P,EL),,WID)', 13: '(48-CD-110(P,EL),,WID)', 14: '(48-CD-110(P,EL),,WID)', 15: '(48-CD-110(P,EL),,WID)', 16: '(48-CD-110(P,EL),,WID)', 17: '(48-CD-110(P,EL),,WID)', 18: '(48-CD-110(P,EL),,WID)', 19: '(48-CD-110(P,EL),,WID)', 20: '(48-CD-110(P,EL),,WID)', 21: '(48-CD-110(P,EL),,WID)', 22: '(48-CD-110(P,EL),,WID)', 23: '(48-CD-110(P,EL),,WID)', 24: '(48-CD-110(P,EL),,WID)', 25: '(48-CD-110(P,EL),,WID)', 26: '(48-CD-110(P,EL),,WID)', 27: '(48-CD-110(P,EL),,WID)', 28: '(48-CD-110(P,EL),,WID)', 29: '(48-CD-110(P,EL),,WID)', 30: '(48-CD-110(P,EL),,WID)', 31: '(48-CD-110(P,TOT),,WID)', 32: '(48-CD-110(P,TOT),,WID)', 33: '(48-CD-110(P,TOT),,WID)', 34: '(48-CD-110(P,TOT),,WID)', 35: '(48-CD-110(P,TOT),,WID)', 36: '(48-CD-110(P,TOT),,WID)', 37: '(48-CD-110(P,TOT),,WID)', 38: '(48-CD-110(P,TOT),,WID)', 39: '(48-CD-110(P,TOT),,WID)', 40: '(48-CD-110(P,TOT),,WID)', 41: '(48-CD-110(P,TOT),,WID)', 42: '(48-CD-110(P,TOT),,WID)', 43: '(48-CD-110(P,TOT),,WID)', 44: '(48-CD-110(P,TOT),,WID)', 45: '(48-CD-110(P,TOT),,WID)', 46: '(48-CD-110(P,TOT),,WID)', 47: '(48-CD-110(P,TOT),,WID)', 48: '(48-CD-110(P,TOT),,WID)', 49: '(48-CD-110(P,TOT),,WID)', 50: '(48-CD-110(P,TOT),,WID)', 51: '(48-CD-110(P,TOT),,WID)', 52: '(48-CD-110(P,TOT),,WID)', 53: '(48-CD-110(P,TOT),,WID)', 54: '(48-CD-110(P,TOT),,WID)', 55: '(48-CD-110(P,TOT),,WID)', 56: '(48-CD-110(P,TOT),,WID)', 57: '(48-CD-110(P,TOT),,WID)', 58: '(48-CD-110(P,TOT),,WID)', 59: '(48-CD-110(P,TOT),,WID)', 60: '(48-CD-110(P,TOT),,WID)', 61: '(48-CD-110(P,TOT),,WID)'} 
#   incident energy       : 6.4280e+06 eV - 9.2050e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C26/C2688.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C2688
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        6.4280E+06               NAN        5.2000E+04               NAN               NAN               NAN        2.3000E+04               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        6.6950E+06               NAN        2.6000E+04               NAN               NAN               NAN        1.6200E+03               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        6.7840E+06               NAN        2.5000E+04               NAN               NAN               NAN        4.1800E+03               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        6.8630E+06               NAN        4.0000E+04               NAN               NAN               NAN        2.3000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        6.9610E+06               NAN        6.7000E+04               NAN               NAN               NAN        6.7000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        6.9930E+06               NAN        2.9000E+04               NAN               NAN               NAN        4.8000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.0400E+06               NAN        3.0000E+04               NAN               NAN               NAN        3.7000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.0890E+06               NAN        3.5000E+04               NAN               NAN               NAN        2.2000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        7.1430E+06               NAN        5.2000E+04               NAN               NAN               NAN        1.4000E+03               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.2900E+06               NAN        5.0000E+04               NAN               NAN               NAN        7.6000E+03               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        7.4580E+06               NAN        5.0000E+04               NAN               NAN               NAN        1.2000E+04               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        7.5110E+06               NAN        8.0000E+03               NAN               NAN               NAN        8.0000E+01               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.5600E+06               NAN        3.2000E+04               NAN               NAN               NAN        6.0000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.7440E+06               NAN        9.0000E+04               NAN               NAN               NAN        1.2400E+04               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        7.8910E+06               NAN        2.5000E+04               NAN               NAN               NAN        3.2000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        7.9830E+06               NAN        3.5000E+04               NAN               NAN               NAN        2.6000E+03               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        8.0590E+06               NAN        2.4000E+04               NAN               NAN               NAN        3.6000E+02               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        8.1730E+06               NAN        3.4000E+04               NAN               NAN               NAN        1.6000E+03               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        8.2190E+06               NAN        1.5000E+04               NAN               NAN               NAN        2.0000E+02               NAN               NAN               NAN               NAN               NAN               3.5               2.0
        8.3030E+06               NAN        2.2000E+04               NAN               NAN               NAN        4.0000E+02               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        8.3930E+06               NAN        1.6000E+04               NAN               NAN               NAN        2.6000E+02               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        8.4230E+06               NAN        1.7000E+04               NAN               NAN               NAN        5.0000E+02               NAN               NAN               NAN               NAN               NAN               1.5               2.0
        8.4670E+06               NAN        2.0000E+04               NAN               NAN               NAN        4.6000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        8.5720E+06               NAN        3.0000E+04               NAN               NAN               NAN        5.6000E+02               NAN               NAN               NAN               NAN               NAN               1.5               1.0
        8.6540E+06               NAN        3.5000E+04               NAN               NAN               NAN        5.0000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        8.7640E+06               NAN        3.5000E+04               NAN               NAN               NAN        1.6000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        8.8100E+06               NAN        1.5000E+04               NAN               NAN               NAN        2.3000E+02               NAN               NAN               NAN               NAN               NAN               2.5               2.0
        8.9060E+06               NAN        3.5000E+04               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               3.5               3.0
        9.0120E+06               NAN        3.8000E+04               NAN               NAN               NAN        1.9000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        9.1230E+06               NAN        3.0000E+04               NAN               NAN               NAN        2.4000E+03               NAN               NAN               NAN               NAN               NAN               0.5               0.0
        9.2050E+06               NAN        2.8000E+04               NAN               NAN               NAN        7.4000E+02               NAN               NAN               NAN               NAN               NAN               3.5               3.0
