# Header: 
#   Title                 : 72-HF-176 Resonance Parameter: ARE 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : M0777-002-2 
#   First Author          : M.Scheck 
#   Institute             : (1USAUSA): United States of America 
#   Reference             : (J,PR/C,67,064313,2003) 
#   Year                  : 2003 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 72 
#   A                     : 176 
#   Isomer                :  
#   Nuclide               : 72-HF-176 
# Reaction: 
#   EXFOR Reaction        : (72-HF-176(G,EL),,ARE) 
#   Incident Energy Type   : 1.6430e+06 eV - 3.9160e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M07/M0777.x4 
#   nds                   : https://nds.iaea.org/EXFOR/M0777
#
#    E_in(eV)    dE_in(eV)          J          L      (G,TOT)     d(G,TOT)        (G,G)       d(G,G)        (G,EL)     d(G,EL)        (G,F)       d(G,F)        (G,A)       d(G,A)
   1.6430E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.3000E+01   9.0000E-01          NAN          NAN          NAN          NAN
   1.7210E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.0000E+00   4.0000E-01          NAN          NAN          NAN          NAN
   1.9780E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.1000E+00   3.0000E-01          NAN          NAN          NAN          NAN
   2.0440E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   7.5000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.3610E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   2.4050E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.0000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.4840E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   2.6000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.5140E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   1.2600E+01   1.2000E+00          NAN          NAN          NAN          NAN
   2.5300E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.6000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.5480E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.8000E+00   7.0000E-01          NAN          NAN          NAN          NAN
   2.6900E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   8.9000E+00   9.0000E-01          NAN          NAN          NAN          NAN
   2.7220E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   4.3300E+01   3.3000E+00          NAN          NAN          NAN          NAN
   2.8310E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   3.3000E+00   6.0000E-01          NAN          NAN          NAN          NAN
   2.8850E+06          NAN        1.0        NAN          NAN          NAN          NAN          NAN   7.8000E+00   8.0000E-01          NAN          NAN          NAN          NAN
