# Header: 
#   Title                 : 50-SN-120 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : P.E.Koehler 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,PR/C,64,065802,2001) 
#   Year                  : 2001 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 50 
#   A                     : 120 
#   Nuclide               : 50-SN-120 
# Reaction: 
#   entry-subent-pointer  :['13909-006-5'] 
#   EXFOR reaction        :['(50-SN-120(N,G),,WID)'] 
#   incident energy       : 3.6430e+02 eV - 5.4928e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/139/13909.x4 
#   nds                   : https://nds.iaea.org/EXFOR/13909
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 3.6430E+02        NAN        1.5        NAN        NAN        NAN 1.2500E-01 1.6000E-02        NAN        NAN        NAN        NAN
 4.2610E+02        NAN        0.5        NAN        NAN        NAN 2.4600E-01 2.0000E-02        NAN        NAN        NAN        NAN
 9.1980E+02        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.4860E+02        NAN        0.5        NAN        NAN        NAN 4.4290E-02 7.2000E-04        NAN        NAN        NAN        NAN
 1.2831E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.4200E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.7134E+03        NAN        0.5        NAN        NAN        NAN 9.0300E-02 1.6000E-03        NAN        NAN        NAN        NAN
 2.7726E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.8368E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.1184E+03        NAN        0.5        NAN        NAN        NAN 3.2390E-02 6.7000E-04        NAN        NAN        NAN        NAN
 3.8489E+03        NAN        1.5        NAN        NAN        NAN 8.5600E-02 4.4000E-03        NAN        NAN        NAN        NAN
 4.2034E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3283E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.3556E+03        NAN        0.5        NAN        NAN        NAN 3.1430E-02 9.0000E-04        NAN        NAN        NAN        NAN
 5.0221E+03        NAN        0.5        NAN        NAN        NAN 1.0480E-01 5.7000E-03        NAN        NAN        NAN        NAN
 5.0672E+03        NAN        0.5        NAN        NAN        NAN 1.3240E-01 2.7000E-03        NAN        NAN        NAN        NAN
 5.1941E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.6768E+03        NAN        1.5        NAN        NAN        NAN 2.2600E-01 3.5000E-02        NAN        NAN        NAN        NAN
 6.9783E+03        NAN        0.5        NAN        NAN        NAN 6.4500E-02 2.8000E-03        NAN        NAN        NAN        NAN
 7.1185E+03        NAN        0.5        NAN        NAN        NAN 3.6700E-02 2.8000E-03        NAN        NAN        NAN        NAN
 7.3060E+03        NAN        0.5        NAN        NAN        NAN 3.3600E-02 1.5000E-03        NAN        NAN        NAN        NAN
 7.4995E+03        NAN        1.5        NAN        NAN        NAN 6.7400E-02 3.9000E-03        NAN        NAN        NAN        NAN
 7.7778E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.1642E+03        NAN        0.5        NAN        NAN        NAN 8.0100E-02 2.4000E-03        NAN        NAN        NAN        NAN
