# Header: 
#   Title                 : 50-SN-116 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-08-14 
# EXFOR Bibliographic Information: 
#   First Author          : P.E.Koehler 
#   Institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
#   Reference             : (J,PR/C,64,065802,2001) 
#   Year                  : 2001 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 50 
#   A                     : 116 
#   Nuclide               : 50-SN-116 
# Reaction: 
#   entry-subent-pointer  :['13909-005-5'] 
#   EXFOR reaction        :['(50-SN-116(N,G),,WID)'] 
#   incident energy       : 1.1120e+02 eV - 2.9819e+04 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/139/13909.x4 
#   nds                   : https://nds.iaea.org/EXFOR/13909
#
# E_in(eV)   dE_in(eV)          J          L     (N,TOT)  d(N,TOT)      (N,G)     d(N,G)      (N,EL)   d(N,EL)       (N,F)     d(N,F)
 1.1120E+02        NAN        0.5        NAN        NAN        NAN 5.2310E-02 4.6000E-04        NAN        NAN        NAN        NAN
 1.4770E+02        NAN        1.5        NAN        NAN        NAN 9.2100E-02 7.6000E-03        NAN        NAN        NAN        NAN
 6.3260E+02        NAN        1.5        NAN        NAN        NAN 1.0000E-01 7.0000E-03        NAN        NAN        NAN        NAN
 7.4820E+02        NAN        0.5        NAN        NAN        NAN 5.1000E-02 1.3000E-02        NAN        NAN        NAN        NAN
 7.7770E+02        NAN        0.5        NAN        NAN        NAN 6.5000E-02 1.2000E-02        NAN        NAN        NAN        NAN
 9.7730E+02        NAN        0.5        NAN        NAN        NAN 1.1600E-01 2.5000E-02        NAN        NAN        NAN        NAN
 1.2596E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3389E+03        NAN        0.5        NAN        NAN        NAN 5.5540E-02 9.4000E-04        NAN        NAN        NAN        NAN
 1.5481E+03        NAN        0.5        NAN        NAN        NAN 6.2000E-02 8.4000E-04        NAN        NAN        NAN        NAN
 1.6230E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.7874E+03        NAN        0.5        NAN        NAN        NAN 6.0330E-02 9.3000E-04        NAN        NAN        NAN        NAN
 1.9272E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.0170E+03        NAN        1.5        NAN        NAN        NAN 9.5600E-02 1.0000E-02        NAN        NAN        NAN        NAN
 2.1615E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.2928E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.4410E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 2.6594E+03        NAN        0.5        NAN        NAN        NAN 4.9800E-02 1.4000E-03        NAN        NAN        NAN        NAN
 2.8460E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3316E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.3419E+03        NAN        0.5        NAN        NAN        NAN 4.4900E-02 1.1000E-03        NAN        NAN        NAN        NAN
 3.3600E+03        NAN        0.5        NAN        NAN        NAN 4.3800E-02 1.4000E-03        NAN        NAN        NAN        NAN
 3.3924E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.4753E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.7426E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 3.9607E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.0665E+03        NAN        0.5        NAN        NAN        NAN 4.7400E-02 2.4000E-03        NAN        NAN        NAN        NAN
 4.4136E+03        NAN        1.5        NAN        NAN        NAN 9.5100E-02 2.2000E-03        NAN        NAN        NAN        NAN
 4.5099E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.5208E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 4.5732E+03        NAN        0.5        NAN        NAN        NAN 5.6500E-02 1.7000E-03        NAN        NAN        NAN        NAN
 4.8441E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.2114E+03        NAN        1.5        NAN        NAN        NAN 7.1500E-02 2.5000E-03        NAN        NAN        NAN        NAN
 5.2714E+03        NAN        0.5        NAN        NAN        NAN 7.7100E-02 2.5000E-03        NAN        NAN        NAN        NAN
 5.5320E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.5682E+03        NAN        0.5        NAN        NAN        NAN 1.1460E-01 5.1000E-03        NAN        NAN        NAN        NAN
 5.5835E+03        NAN        0.5        NAN        NAN        NAN 1.1400E-01 6.6000E-03        NAN        NAN        NAN        NAN
 5.6755E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 5.7974E+03        NAN        1.5        NAN        NAN        NAN 7.9400E-02 2.9000E-03        NAN        NAN        NAN        NAN
 5.8766E+03        NAN        0.5        NAN        NAN        NAN 5.0100E-02 1.9000E-03        NAN        NAN        NAN        NAN
 6.0069E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.0701E+03        NAN        0.5        NAN        NAN        NAN 7.9900E-02 4.3000E-03        NAN        NAN        NAN        NAN
 6.1309E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.3933E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 6.5102E+03        NAN        0.5        NAN        NAN        NAN 5.8000E-02 2.1000E-03        NAN        NAN        NAN        NAN
 6.6649E+03        NAN        0.5        NAN        NAN        NAN 7.9900E-02 2.6000E-03        NAN        NAN        NAN        NAN
 6.7433E+03        NAN        0.5        NAN        NAN        NAN 5.1400E-02 2.2000E-03        NAN        NAN        NAN        NAN
 6.8252E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.1741E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.2075E+03        NAN        1.5        NAN        NAN        NAN 9.5000E-02 3.2000E-03        NAN        NAN        NAN        NAN
 7.4059E+03        NAN        0.5        NAN        NAN        NAN 5.0100E-02 2.2000E-03        NAN        NAN        NAN        NAN
 7.4518E+03        NAN        1.5        NAN        NAN        NAN 7.5100E-02 2.5000E-03        NAN        NAN        NAN        NAN
 7.6678E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 7.8585E+03        NAN        0.5        NAN        NAN        NAN 4.9800E-02 2.3000E-03        NAN        NAN        NAN        NAN
 8.0161E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.3282E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.5058E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 8.5364E+03        NAN        0.5        NAN        NAN        NAN 5.0900E-02 2.5000E-03        NAN        NAN        NAN        NAN
 8.6933E+03        NAN        1.5        NAN        NAN        NAN 1.0020E-01 5.2000E-03        NAN        NAN        NAN        NAN
 8.8340E+03        NAN        1.5        NAN        NAN        NAN 8.6600E-02 4.4000E-03        NAN        NAN        NAN        NAN
 8.8667E+03        NAN        0.5        NAN        NAN        NAN 9.1600E-02 4.7000E-03        NAN        NAN        NAN        NAN
 8.9195E+03        NAN        0.5        NAN        NAN        NAN 6.0600E-02 3.1000E-03        NAN        NAN        NAN        NAN
 9.0332E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.0943E+03        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.2563E+03        NAN        0.5        NAN        NAN        NAN 5.9800E-02 3.0000E-03        NAN        NAN        NAN        NAN
 9.3272E+03        NAN        1.5        NAN        NAN        NAN 5.8100E-02 2.3000E-03        NAN        NAN        NAN        NAN
 9.4289E+03        NAN        0.5        NAN        NAN        NAN 4.4100E-02 2.8000E-03        NAN        NAN        NAN        NAN
 9.6063E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 9.8222E+03        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0201E+04        NAN        0.5        NAN        NAN        NAN 5.4000E-02 4.0000E-03        NAN        NAN        NAN        NAN
 1.0365E+04        NAN        0.5        NAN        NAN        NAN 7.7200E-02 5.7000E-03        NAN        NAN        NAN        NAN
 1.0428E+04        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.0735E+04        NAN        1.5        NAN        NAN        NAN 7.0200E-02 3.9000E-03        NAN        NAN        NAN        NAN
 1.0825E+04        NAN        0.5        NAN        NAN        NAN 6.1300E-02 3.7000E-03        NAN        NAN        NAN        NAN
 1.0989E+04        NAN        1.5        NAN        NAN        NAN 5.7700E-02 3.0000E-03        NAN        NAN        NAN        NAN
 1.1116E+04        NAN        0.5        NAN        NAN        NAN 5.9100E-02 5.0000E-03        NAN        NAN        NAN        NAN
 1.1146E+04        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1222E+04        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.1396E+04        NAN        1.5        NAN        NAN        NAN 8.6900E-02 4.4000E-03        NAN        NAN        NAN        NAN
 1.1694E+04        NAN        0.5        NAN        NAN        NAN 5.3200E-02 3.7000E-03        NAN        NAN        NAN        NAN
 1.1982E+04        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2145E+04        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2178E+04        NAN        1.5        NAN        NAN        NAN 6.3800E-02 5.1000E-03        NAN        NAN        NAN        NAN
 1.2199E+04        NAN        0.5        NAN        NAN        NAN 1.0950E-01 8.1000E-03        NAN        NAN        NAN        NAN
 1.2254E+04        NAN        1.5        NAN        NAN        NAN 7.8800E-02 4.0000E-03        NAN        NAN        NAN        NAN
 1.2280E+04        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2645E+04        NAN        0.5        NAN        NAN        NAN 7.1100E-02 5.3000E-03        NAN        NAN        NAN        NAN
 1.2687E+04        NAN        1.5        NAN        NAN        NAN 6.6200E-02 3.3000E-03        NAN        NAN        NAN        NAN
 1.2854E+04        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.2917E+04        NAN        1.5        NAN        NAN        NAN 7.0100E-02 4.0000E-03        NAN        NAN        NAN        NAN
 1.3036E+04        NAN        1.5        NAN        NAN        NAN 8.0700E-02 3.6000E-03        NAN        NAN        NAN        NAN
 1.3141E+04        NAN        1.5        NAN        NAN        NAN 8.0900E-02 4.6000E-03        NAN        NAN        NAN        NAN
 1.3231E+04        NAN        1.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3387E+04        NAN        0.5        NAN        NAN        NAN 1.0090E-01 5.3000E-03        NAN        NAN        NAN        NAN
 1.3727E+04        NAN        0.5        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN        NAN
 1.3860E+04        NAN        1.5        NAN        NAN        NAN 7.4800E-02 3.7000E-03        NAN        NAN        NAN        NAN
 1.3904E+04        NAN        0.5        NAN        NAN        NAN 5.4100E-02 4.6000E-03        NAN        NAN        NAN        NAN
 1.4054E+04        NAN        1.5        NAN        NAN        NAN 6.8100E-02 6.3000E-03        NAN        NAN        NAN        NAN
 1.4431E+04        NAN        1.5        NAN        NAN        NAN 9.7700E-02 9.0000E-03        NAN        NAN        NAN        NAN
