# Header: 
#   Title                 : 6-C-14 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : C1880-002-2 
#   First Author          : R.M.Sanders 
#   Institute             : (1USAWIS): University of Wisconsin, Madison, WI 
#   Reference             : (J,PR,104,1434,1956) 
#   Year                  : 1956 
#   Facility              : (CCW): Cockcroft-Walton accelerator 
# Target: 
#   Z                     : 6 
#   A                     : 14 
#   Isomer                :  
#   Nuclide               : 6-C-14 
# Reaction: 
#   EXFOR Reaction        : (6-C-14(P,TOT),,WID) 
#   Incident Energy Type   : 1.1620e+06 eV - 2.9080e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C18/C1880.x4 
#   nds                   : https://nds.iaea.org/EXFOR/C1880
#
#    E_in(eV)    dE_in(eV)          J          L      (P,TOT)     d(P,TOT)        (P,G)       d(P,G)        (P,EL)     d(P,EL)        (P,F)       d(P,F)        (P,A)       d(P,A)
   1.1620E+06   2.0000E+03        0.5        NAN   6.0000E+03   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.3140E+06   3.0000E+03        0.5        NAN   5.4000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.6700E+06   3.0000E+03        1.5        NAN   5.6000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.7880E+06   3.0000E+03        1.5        NAN   2.2000E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   5.0000E+01          NAN
   1.8840E+06   3.0000E+03        0.5        NAN   1.8000E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   2.6000E+02          NAN
   2.0260E+06   4.0000E+03        2.5        NAN   2.7000E+04   5.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   6.0000E+02          NAN
   2.0790E+06   4.0000E+03        1.5        NAN   5.8000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   2.2000E+03          NAN
   2.2710E+06   4.0000E+03        2.5        NAN   2.3000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   1.0000E+02          NAN
   2.4500E+06   4.0000E+03        1.5        NAN   3.4000E+04   4.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN   5.5000E+03          NAN
   2.9080E+06   4.0000E+03        NAN        NAN   7.1000E+04   5.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
