# Header: 
#   Title                 : 28-NI-58 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : K.Beckert 
#   Institute             : (2GERZFK): Helmholtz-Zentrum Dresden-Rossendorf, Dresden 
#   Reference             : (J,IZV,42,(1),60,1978) 
#   Year                  : 1978 
#   Facility              : (VDGT): Tandem van de Graaff 
# Target: 
#   Z                     : 28 
#   A                     : 58 
#   Nuclide               : 28-NI-58 
# Reaction: 
#   entry-subent-pointer  :{62: 'F0874-006-2', 63: 'F0874-006-2', 64: 'F0874-006-2', 65: 'F0874-006-2', 66: 'F0874-006-2', 67: 'F0874-006-2', 68: 'F0874-006-2', 69: 'F0874-006-2', 70: 'F0874-006-2', 71: 'F0874-006-2', 72: 'F0874-006-2', 73: 'F0874-006-2', 74: 'F0874-006-2', 75: 'F0874-006-2', 76: 'F0874-006-2', 77: 'F0874-006-2', 78: 'F0874-006-2', 79: 'F0874-006-2', 80: 'F0874-006-2', 81: 'F0874-006-2', 82: 'F0874-006-2', 83: 'F0874-006-3', 84: 'F0874-006-3', 85: 'F0874-006-3', 86: 'F0874-006-3', 87: 'F0874-006-3', 88: 'F0874-006-3', 89: 'F0874-006-3', 90: 'F0874-006-3', 91: 'F0874-006-3', 92: 'F0874-006-3', 93: 'F0874-006-3', 94: 'F0874-006-3', 95: 'F0874-006-3', 96: 'F0874-006-3', 97: 'F0874-006-3', 98: 'F0874-006-3', 99: 'F0874-006-3', 100: 'F0874-006-3', 101: 'F0874-006-3', 102: 'F0874-006-3', 103: 'F0874-006-3'} 
#   EXFOR reaction        :{62: '(28-NI-58(P,EL),,WID)', 63: '(28-NI-58(P,EL),,WID)', 64: '(28-NI-58(P,EL),,WID)', 65: '(28-NI-58(P,EL),,WID)', 66: '(28-NI-58(P,EL),,WID)', 67: '(28-NI-58(P,EL),,WID)', 68: '(28-NI-58(P,EL),,WID)', 69: '(28-NI-58(P,EL),,WID)', 70: '(28-NI-58(P,EL),,WID)', 71: '(28-NI-58(P,EL),,WID)', 72: '(28-NI-58(P,EL),,WID)', 73: '(28-NI-58(P,EL),,WID)', 74: '(28-NI-58(P,EL),,WID)', 75: '(28-NI-58(P,EL),,WID)', 76: '(28-NI-58(P,EL),,WID)', 77: '(28-NI-58(P,EL),,WID)', 78: '(28-NI-58(P,EL),,WID)', 79: '(28-NI-58(P,EL),,WID)', 80: '(28-NI-58(P,EL),,WID)', 81: '(28-NI-58(P,EL),,WID)', 82: '(28-NI-58(P,EL),,WID)', 83: '(28-NI-58(P,TOT),,WID)', 84: '(28-NI-58(P,TOT),,WID)', 85: '(28-NI-58(P,TOT),,WID)', 86: '(28-NI-58(P,TOT),,WID)', 87: '(28-NI-58(P,TOT),,WID)', 88: '(28-NI-58(P,TOT),,WID)', 89: '(28-NI-58(P,TOT),,WID)', 90: '(28-NI-58(P,TOT),,WID)', 91: '(28-NI-58(P,TOT),,WID)', 92: '(28-NI-58(P,TOT),,WID)', 93: '(28-NI-58(P,TOT),,WID)', 94: '(28-NI-58(P,TOT),,WID)', 95: '(28-NI-58(P,TOT),,WID)', 96: '(28-NI-58(P,TOT),,WID)', 97: '(28-NI-58(P,TOT),,WID)', 98: '(28-NI-58(P,TOT),,WID)', 99: '(28-NI-58(P,TOT),,WID)', 100: '(28-NI-58(P,TOT),,WID)', 101: '(28-NI-58(P,TOT),,WID)', 102: '(28-NI-58(P,TOT),,WID)', 103: '(28-NI-58(P,TOT),,WID)'} 
#   incident energy       : 4.7435e+06 eV - 4.9825e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F08/F0874.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0874
#
#        E_in(eV)          dE_in(eV)    data(P,TOT)(eV)       ddata(P,TOT)       data(P,G)         ddata(P,G)        data(P,EL)       ddata(P,EL)        data(P,F)        ddata(P,F)         data(P,A)        ddata(P,A)            spin_j        momentum_l
        4.7435E+06               NAN        3.0000E+03               NAN               NAN               NAN        2.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.7480E+06               NAN        2.0000E+03               NAN               NAN               NAN        7.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.7745E+06               NAN        8.0000E+02               NAN               NAN               NAN        4.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.7920E+06               NAN        9.0000E+03               NAN               NAN               NAN        9.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.7975E+06               NAN        8.0000E+02               NAN               NAN               NAN        5.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8030E+06               NAN        1.0000E+03               NAN               NAN               NAN        4.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8530E+06               NAN        4.0000E+03               NAN               NAN               NAN        3.8000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8560E+06               NAN        2.0000E+03               NAN               NAN               NAN        1.3000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8585E+06               NAN        1.0000E+03               NAN               NAN               NAN        8.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8630E+06               NAN        3.0000E+03               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.8670E+06               NAN        2.0000E+03               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9045E+06               NAN        4.0000E+03               NAN               NAN               NAN        3.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9070E+06               NAN        4.0000E+03               NAN               NAN               NAN        3.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9180E+06               NAN        3.0000E+03               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9240E+06               NAN        9.0000E+03               NAN               NAN               NAN        6.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9270E+06               NAN        4.0000E+03               NAN               NAN               NAN        8.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9330E+06               NAN        6.0000E+03               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9440E+06               NAN        4.0000E+03               NAN               NAN               NAN        2.5000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9520E+06               NAN        2.0000E+03               NAN               NAN               NAN        1.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9560E+06               NAN        1.5000E+03               NAN               NAN               NAN        8.0000E+02               NAN               NAN               NAN               NAN               NAN               NAN               NAN
        4.9825E+06               NAN        2.0000E+03               NAN               NAN               NAN        2.0000E+03               NAN               NAN               NAN               NAN               NAN               NAN               NAN
