# Header: 
#   Title                 : 10-NE-20 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : F0518-002-2 
#   First Author          : L.K.Fifield 
#   Institute             : (2UK OXF): University of Oxford, Oxford 
#   Reference             : (J,NP/A,309,77,1978) 
#   Year                  : 1978 
#   Facility              : (VDG): Van de Graaff 
# Target: 
#   Z                     : 10 
#   A                     : 20 
#   Isomer                :  
#   Nuclide               : 10-NE-20 
# Reaction: 
#   EXFOR Reaction        : (10-NE-20(A,G),,WID) 
#   Incident Energy Type   : 3.0540e+06 eV - 6.0140e+06 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F05/F0518.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0518
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   3.0540E+06   5.0000E+03        NAN        NAN          NAN          NAN   7.0000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.1810E+06   5.0000E+03        NAN        NAN          NAN          NAN   2.8000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.2240E+06   5.0000E+03        4.0        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2400E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.2810E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.3660E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.9000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.4150E+06   5.0000E+03        NAN        NAN          NAN          NAN   9.0000E+02   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.5300E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.8000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.7070E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7540E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   3.7860E+06   5.0000E+03        NAN        NAN          NAN          NAN   3.8000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.8290E+06   5.0000E+03        NAN        NAN          NAN          NAN   2.3000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.9150E+06   5.0000E+03        NAN        NAN          NAN          NAN   6.2000E+03   6.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   3.9880E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.0150E+06   5.0000E+03        NAN        NAN          NAN          NAN   9.0000E+02   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.1090E+06   5.0000E+03        NAN        NAN          NAN          NAN   8.3000E+03   5.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.1930E+06   5.0000E+03        NAN        NAN          NAN          NAN   2.3000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.2400E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.2570E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.3290E+06   5.0000E+03        NAN        NAN          NAN          NAN   6.7000E+03   6.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.3910E+06   5.0000E+03        NAN        NAN          NAN          NAN   3.3000E+03   3.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.4750E+06   5.0000E+03        NAN        NAN          NAN          NAN   2.3000E+03   4.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.4830E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.4920E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   4.5280E+06   5.0000E+03        NAN        NAN          NAN          NAN   1.1900E+04   6.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.5880E+06   5.0000E+03        NAN        NAN          NAN          NAN   5.4000E+03   5.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.6430E+06   5.0000E+03        NAN        NAN          NAN          NAN   5.6000E+03   4.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.6610E+06   5.0000E+03        NAN        NAN          NAN          NAN   2.7000E+03   4.0000E+02          NAN          NAN          NAN          NAN          NAN          NAN
   4.8240E+06   5.0000E+03        NAN        NAN          NAN          NAN   3.3000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN
